parameter_1,parameter_2
-0.4750984,-0.07363775
-0.54514474,-0.09785168
0.068985656,0.47920853
-0.612303,0.05966431
0.09861341,0.5588201
-0.5058302,-0.08036707
-0.050076514,0.6380813
-0.58389086,-0.071525455
0.10777761,0.5644455
0.04590237,0.6282172
0.08506414,0.468362
0.100507185,0.52824533
-0.5765057,-0.089393035
-0.028736442,0.63769925
0.018494427,0.6384908
-0.63236237,0.03730285
-0.4832003,-0.08150865
-0.62589836,-0.058538944
0.055741996,0.5900649
-0.63315344,-0.032352805
0.04265663,0.6412002
-0.06611979,0.6120761
0.082797155,0.49782103
-0.49274504,-0.06957848
-0.043584377,0.6472553
-0.052113622,0.6429256
-0.049997002,0.6242763
-0.6211935,-0.06656715
-0.64172465,0.02980411
-0.6318165,-0.04439172
-0.65072376,0.022146165
-0.5964986,-0.07104927
-0.06476003,0.6268261
-0.6169697,0.07051465
0.0007612109,0.6372642
0.05752632,0.60034
-0.50658464,-0.09719911
-0.04294923,0.6397413
0.047495365,0.62254876
-0.60099685,-0.08037764
0.09284362,0.57521045
-0.5102806,-0.09068754
-0.5395326,-0.08510715
-0.55178326,-0.085067526
-0.61761326,-0.04030639
-0.048477978,0.61962914
-0.0056413114,0.6439066
0.09774168,0.48252058
-0.6487671,0.031898886
0.09134211,0.560703
0.00079897046,0.63860726
0.08232066,0.5850774
-0.6124128,-0.059729308
-0.63367593,-0.05931288
-0.5673412,-0.09324272
-0.064863324,0.6459657
-0.62941164,0.033931315
0.08296272,0.6206144
-0.59427,-0.08341059
-0.61966217,-0.0594424
-0.61075413,0.056601346
-0.5508341,-0.09572466
0.068264574,0.6119797
0.09129128,0.475288
0.09185378,0.5279687
0.087182,0.5807446
0.0055721104,0.6425333
-0.63797045,0.029129475
0.0060023665,0.6308127
-0.5318811,-0.10680801
-0.4915872,-0.083554834
-0.6384898,-0.047689855
0.009358972,0.63625526
-0.6227834,-0.035203844
-0.0008465946,0.6301664
-0.61951005,-0.076239765
-0.6424533,-0.014483541
-0.62178874,0.080827385
0.07199198,0.6157491
-0.04028827,0.65819055
-0.61789596,0.039627045
0.07711251,0.48519206
0.0092206,0.63284034
-0.64235765,8.261204e-05
-0.5325379,-0.0947568
0.01210171,0.64783627
-0.5010359,-0.09002158
-0.042405277,0.62316453
-0.5292908,-0.09210536
-0.49644947,-0.09903598
-0.6106255,-0.05303192
-0.020258516,0.64622307
-0.064275295,0.62124145
-0.6425036,0.04736826
-0.047785103,0.62336326
-0.48794404,-0.06642911
0.08903107,0.5660306
-0.58129907,-0.066847354
-0.0056257844,0.64282167
0.045802027,0.61368847
0.07611385,0.6055397
-0.63787425,-0.040447205
-0.63508654,0.03324476
-0.48658085,-0.074957
0.089554474,0.503165
0.08228794,0.51566684
0.09535569,0.49589974
-0.051235378,0.6182494
-0.62594914,-0.02630946
-0.65230584,0.004350871
-0.6109339,-0.06749961
-0.6197345,0.057842523
0.07165527,0.49301064
0.10969938,0.54023844
-0.6174339,0.0703052
0.0783131,0.544917
-0.63991463,0.015016705
-0.05266416,0.6247112
-0.0707818,0.62516546
-0.62308204,0.073961705
0.024603903,0.6334486
0.08588919,0.5475353
-0.62914944,0.064964205
-0.5568517,-0.10157935
-0.61708146,-0.07759744
0.09209585,0.5695279
0.06966862,0.50265396
-0.6583225,0.0105063915
-0.62171555,-0.04629615
-0.6081845,-0.06741691
-0.5577026,-0.08162476
0.029312521,0.6148367
-0.63575363,-0.022479087
-0.61651385,-0.057113588
-0.065935045,0.6156988
-0.5622687,-0.09165466
0.008993387,0.6214107
