parameter_1,parameter_2,parameter_3
0.17971425,1.813454,-0.99662364
0.59362006,1.203517,-0.7671973
0.06445002,1.6310176,-0.8159563
0.49084044,1.797696,-1.0751328
1.5538839,2.1302273,-1.7168812
0.24566406,1.2071384,-0.6416702
1.0060006,2.572788,-1.7817315
0.64280325,1.4813265,-0.95755917
1.522733,1.4374218,-1.3271369
0.6958413,1.323786,-0.8830872
0.26585966,1.4206737,-0.7697955
0.24361283,1.329399,-0.70217574
0.27412918,1.4917432,-0.8226188
0.34965923,1.2205385,-0.6784932
0.39709112,1.1867359,-0.6953709
0.1428475,1.284171,-0.6607626
1.1942492,1.71753,-1.3388075
0.6247255,1.5690744,-1.0025506
0.08142194,1.4478011,-0.7109179
0.791335,1.4672501,-1.0077015
0.43349284,1.3759353,-0.818003
0.10459791,1.3202723,-0.6559097
1.5496658,2.2316566,-1.7900019
0.3948838,1.6160667,-0.9396169
0.3793949,1.1748086,-0.66844314
0.7355647,1.5114778,-1.0155951
0.4841866,2.1644948,-1.3088088
0.05517279,1.5095692,-0.7212257
0.34067798,1.3692482,-0.7693893
0.7264765,1.9034436,-1.2754669
1.1207101,1.9809501,-1.4570192
1.1830708,1.5843625,-1.2374954
0.47977322,1.6132184,-0.96507037
0.20740761,0.9284279,-0.44454613
0.57554567,2.2667935,-1.3856467
0.56599116,1.6636577,-1.043497
1.5297973,2.2610762,-1.8046445
0.8134171,2.0007718,-1.344636
0.20692006,1.9316559,-1.0396323
0.7409151,1.5636243,-1.0748807
0.42205575,1.7624613,-1.0408323
0.92335784,2.1951618,-1.5196663
0.67778075,1.8014326,-1.1519619
0.64951074,2.130982,-1.3574344
1.1369476,1.0101385,-0.91983014
0.47855833,1.3597699,-0.81855285
0.64999014,1.45074,-0.9246493
0.50779855,1.4354892,-0.87350523
0.6342036,1.6937246,-1.1116714
0.7406989,1.6233935,-1.0779433
0.78290784,1.4808401,-1.0262334
0.062073637,1.5573722,-0.76405406
0.4466777,2.0400786,-1.207672
0.44308373,1.4069552,-0.8481504
0.46328205,1.864698,-1.0890392
0.22534567,1.8225098,-0.9876568
0.38322988,1.8046457,-1.0574678
0.704103,0.8598437,-0.626193
1.1666733,2.203268,-1.6221023
1.0139536,1.6568632,-1.2367224
0.67208505,1.7050227,-1.1065544
0.51279885,1.5615895,-0.9492332
0.61948204,1.508047,-0.96940625
0.3308461,1.1315514,-0.6265731
1.2051501,1.6872487,-1.3190761
0.6128966,1.760487,-1.1108747
0.48914698,1.6032368,-0.9775426
0.3426505,1.7327664,-0.98124105
0.27867165,1.2059996,-0.6579693
0.46982408,1.8038015,-1.0982453
0.78611356,2.0627046,-1.3710992
0.5825675,1.3892785,-0.8785116
0.45600295,1.3443033,-0.7858509
1.0279783,2.478099,-1.7131962
0.32987568,1.6811079,-0.94589835
1.4424773,1.5115467,-1.3373568
0.58855027,1.9079963,-1.1844964
0.23763429,0.9200071,-0.46531707
0.58459175,1.7451466,-1.0967779
0.3707661,1.7522323,-1.030038
0.53067756,1.7826028,-1.0839753
0.33013013,1.1703959,-0.6609423
0.44872004,1.6560915,-0.9852527
0.9222276,1.4297997,-1.0400946
0.9069919,1.6085036,-1.1379387
0.3230185,1.2797967,-0.7359061
0.20936708,1.648844,-0.8636407
0.39470118,1.5636584,-0.92050713
0.43716943,1.6880766,-1.0021732
0.76135474,2.6460385,-1.7148325
0.5453066,1.3220835,-0.8346302
0.8790474,1.666323,-1.1563096
0.8227804,1.721574,-1.1869149
0.41473797,1.7769748,-1.0497048
1.0335968,2.5477362,-1.7721906
0.64201945,2.2223015,-1.4061859
0.54744226,1.4933715,-0.92518014
1.0839448,1.9030486,-1.4027458
0.11204998,1.071981,-0.48769033
0.5295255,1.6692275,-1.0372224
0.33617434,1.610114,-0.919555
0.25955787,1.5960671,-0.8598921
0.7028281,2.0641696,-1.3338103
0.49564365,1.7624782,-1.0617847
0.90971893,1.3735427,-1.0161943
0.05950112,1.3041073,-0.605765
0.53736824,1.8105441,-1.1257846
1.074932,2.7721622,-1.9265528
0.12118953,1.2510202,-0.6115062
1.0756379,1.7827058,-1.319084
0.26509804,1.1869531,-0.6061853
0.07355835,0.995647,-0.44436538
0.36488175,1.3345938,-0.72501016
0.77241766,1.6747745,-1.1345111
0.23400101,1.3487424,-0.7266854
0.6859134,1.5707238,-1.0358138
0.60431224,2.2716124,-1.4420877
0.46901062,1.5136573,-0.9197237
0.064125225,1.0373995,-0.47733328
0.28148687,1.576154,-0.833606
1.0245976,2.0037847,-1.4374263
0.7350497,1.2799281,-0.8818807
0.50673217,1.6376683,-0.99082386
1.0093538,1.9609852,-1.3724642
0.6364234,1.8537103,-1.1844735
0.2868136,1.9451036,-1.0741355
0.55456007,1.240805,-0.7837253
0.4832366,1.554119,-0.9620077
0.749004,1.7768841,-1.170936
0.86520946,1.1814548,-0.8698032
0.54341793,2.1079597,-1.2964001
0.63954383,1.396262,-0.92047155
0.037152015,1.6897879,-0.8215504
0.72219825,1.6195256,-1.0830315
0.034333248,1.7782491,-0.88897103
0.22284715,1.7963622,-0.97137403
0.19078133,1.2748185,-0.6433076
0.8847346,1.9558623,-1.3420743
1.0258003,2.2421026,-1.5756303
0.52550507,1.4305739,-0.8975969
0.42056957,1.3182838,-0.76209176
0.3697079,2.2879126,-1.3318335
0.5612529,1.5751841,-0.99920785
0.9145225,2.1416712,-1.4715282
0.3675212,1.3771125,-0.77111906
0.21327296,1.1126623,-0.5793504
0.63544875,1.9261013,-1.232132
0.5678633,1.8817261,-1.1463001
0.8913967,1.7045296,-1.1842005
0.7996673,2.194143,-1.4427208
0.17607343,1.7465453,-0.9147908
0.2558983,1.6797358,-0.9214634
1.232746,1.5330054,-1.233869
0.14264905,1.3890746,-0.6954075
0.2917049,1.5814843,-0.8809179
0.14143874,1.5196161,-0.7794244
1.0352962,0.9660962,-0.8071378
0.25740075,1.217417,-0.63661426
0.122491986,1.901277,-0.98706627
1.616038,1.5426532,-1.4050347
0.87912345,1.9055146,-1.3070481
0.25372133,1.2528151,-0.6529148
0.69031346,1.7525735,-1.148025
0.06638116,1.7625788,-0.8819167
0.59949934,1.3792145,-0.878952
1.0870997,2.2382643,-1.6031406
0.39584246,1.6954979,-0.98848194
0.89465773,1.358855,-0.9976562
0.28950348,1.3856969,-0.7613199
0.5368523,1.1768508,-0.74671054
0.040442828,1.7168083,-0.8458105
0.34608233,2.0900402,-1.2026263
0.5567957,1.6683197,-1.0313425
0.91702783,1.4608004,-1.0788704
1.2470871,1.7650607,-1.3796057
0.4900009,1.320032,-0.78183377
0.47192207,1.5366551,-0.92486817
1.0319437,2.2488651,-1.5793451
0.40284553,1.884339,-1.1328074
0.57712454,1.6408389,-1.0336732
0.5905678,2.0946014,-1.3132598
0.59843534,1.6797999,-1.0413231
0.31657594,1.1069889,-0.5898771
0.8147314,1.8812988,-1.277329
0.44919464,2.2098289,-1.315163
0.34183556,1.102524,-0.623532
0.5787171,1.8268992,-1.13962
0.22347143,1.2661018,-0.68096507
0.0764625,1.0146049,-0.45527354
0.47330332,1.9311728,-1.1536251
0.13503797,2.053704,-1.0781224
0.3589217,2.0243926,-1.1874732
0.45107633,1.9169856,-1.1505386
0.6598432,1.2865789,-0.85647064
