parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
-0.27884674,-2.438429,-4.5711575,-4.3549275,-3.102136,-1.0828102,0.026089614,0.8329242,0.20983414,-1.2006149
1.0671912,-1.5196857,-2.9067657,-3.921977,-2.8994505,-0.8845612,-0.25275543,-0.39798355,-0.8564849,-0.95374566
0.8903538,-0.84081876,-2.2438781,-3.3679605,-2.8262954,-0.8424651,-0.71074885,-0.10280925,0.48804542,-0.7365975
0.5833921,-1.6719004,-3.5252907,-4.2286353,-3.129644,-1.5039259,-0.16215497,1.3584414,0.5157464,-1.5251868
0.11718761,-1.4543111,-3.1834464,-3.9799085,-2.5885322,-0.9622937,-0.11856492,0.28604567,0.25992352,-0.5635419
0.14310804,-2.3408585,-4.251753,-4.631161,-3.3213465,-1.5078447,-0.13574395,0.7821992,0.37883714,-1.1297196
0.32607818,-1.4862432,-3.0486991,-4.1615663,-3.2554324,-0.7658821,-0.053385742,0.6679153,0.53849274,-0.80600375
0.39685863,-1.185346,-2.6951427,-3.62568,-3.0056193,-1.3936647,0.3413612,1.2150083,0.29854402,-0.8989501
0.39024383,-1.4312762,-3.2462664,-4.3352933,-3.1062787,-1.2339898,-0.17779982,0.4284404,-0.3115334,-0.9617369
0.71378535,-1.6480899,-2.6574876,-3.6013372,-3.0402634,-0.96724826,-0.20629269,0.7317081,0.1718508,-1.2275679
0.47472167,-2.127208,-3.7800443,-3.9636424,-3.1735837,-1.167722,-0.016209384,0.6092866,-0.09994092,-0.5383477
0.63611466,-1.5994021,-2.519919,-2.8716934,-2.663136,-1.4745146,-0.22353384,0.66178775,-0.24427657,-1.0382112
0.72858185,-1.4102525,-2.5677276,-3.6439977,-3.6085439,-1.3699833,-0.097964205,0.67982274,0.55069405,-0.75140303
-0.23653014,-1.526383,-2.927032,-3.9429607,-3.0707738,-0.73977435,-0.14138208,0.6590408,0.20175871,-0.7820928
0.33993167,-2.0091693,-3.7292466,-4.317903,-2.6876915,-1.4758601,-0.11154447,0.845376,0.80748713,-1.2031267
0.8409021,-1.1536688,-2.9840913,-4.848726,-4.063205,-1.3269908,-0.2399984,1.146441,0.6515407,-0.15969121
0.45431927,-2.2229912,-3.8442903,-4.2104254,-2.979863,-1.7818431,-0.677025,0.80896986,0.2990447,-0.54713434
-0.067706205,-0.8419877,-2.1509361,-2.774926,-2.323379,-1.0422295,-0.30627102,0.15643805,-0.00085722096,0.13018605
0.07492819,-2.0968766,-3.5719945,-4.1401267,-2.693551,-0.6042594,-0.10612599,0.6843542,0.5649593,-0.9448046
1.2595354,-1.5076973,-2.8010552,-3.595557,-2.6545763,-1.093694,0.0799368,0.6475401,-0.0020847612,-1.0442342
0.20349318,-1.8115245,-2.61606,-2.885849,-2.204572,-0.55103743,0.16286199,0.5808363,0.4368937,-1.1844071
0.7891836,-1.7900559,-3.7002354,-5.989113,-4.248807,-1.9978744,-0.97133136,0.79250747,0.47276956,-0.50065905
1.4176873,-1.6341846,-3.431067,-4.6359715,-4.0489464,-1.5920306,-0.23290081,0.6322028,0.57295144,-1.1217585
0.5389684,-1.0154665,-2.0946825,-2.9701364,-2.5463276,-1.0519156,0.035688184,0.03706104,-0.034015674,-0.3961701
0.05560226,-1.3597944,-2.984381,-3.9060788,-3.1992607,-1.0136623,-0.14291501,0.12585066,-0.49583846,-1.2644308
0.11405911,-1.360235,-2.383268,-3.120374,-2.5205019,-1.2263567,0.5098031,0.53651947,-0.061697364,0.16653278
0.1804083,-0.8464446,-1.6171813,-2.686534,-2.0870311,-0.66546094,-0.4888754,-0.09495249,0.05567805,-0.092968605
-0.02024461,-2.133827,-3.6055984,-4.804531,-3.6543434,-1.4812715,-0.7515686,0.91811913,0.19084713,-0.26785153
0.9138393,-0.9892726,-2.494606,-3.272614,-2.2331908,-0.8606086,-0.39451075,0.6645815,0.05273099,-0.8449634
0.08280293,-0.97362363,-2.2231853,-3.1542823,-2.055267,-0.8820861,-0.47873434,0.5538957,0.41536987,-0.36287373
0.47458395,-1.3329371,-4.450038,-5.448824,-3.46619,-1.2798707,0.0763773,0.92928815,0.6134797,-1.1083641
0.6628096,-1.9429325,-2.86143,-3.4020417,-3.0482357,-1.2819903,-0.7058327,0.9812684,0.2326297,-0.13520566
0.6094745,-1.2535168,-2.5753016,-3.9718733,-2.9532278,-1.5409266,-0.3397651,1.047846,0.30591643,-0.3283193
0.20736144,-0.95323855,-3.631251,-4.2254524,-3.3110936,-1.6354718,-0.69032717,0.0045670494,-0.48640856,-0.6474931
0.6838815,-1.6026758,-3.2446268,-3.8883321,-3.0985463,-1.076886,-0.17213441,0.40613475,-0.27038607,-0.6386828
0.59994006,-1.9529562,-4.6364374,-4.847404,-3.9107947,-1.789751,-0.083194815,1.5180162,0.3882713,-1.233389
0.5967266,-1.2433062,-3.056321,-3.603732,-2.6719563,-1.3584042,-0.9660068,-0.26456106,0.21432649,-0.38462624
0.49925122,-1.5541749,-3.488442,-4.3670154,-3.5905628,-1.3019893,-0.024660755,0.25674313,-0.5311343,-1.1732008
0.07189656,-2.357956,-3.9313884,-4.3560987,-3.2421257,-1.3572601,-0.16368784,0.42265823,-0.33058172,-1.6653003
0.08623549,-1.9862074,-4.006618,-4.8801208,-3.4544961,-1.0688071,-0.0077857324,0.9767229,0.10312939,-0.56219625
0.3551787,-1.2556334,-2.5990837,-3.3474677,-2.9220324,-1.0431858,-0.18165691,0.47908413,0.8559883,-0.9730675
0.2853444,-1.6907952,-3.0871937,-3.6275346,-3.3187633,-1.1365103,-0.72834915,-0.35012785,0.21021934,-0.26834753
0.3745689,-0.78075874,-2.127601,-2.4492779,-1.8231509,-0.5282962,0.24170154,0.6952986,-0.3511781,-0.45063597
0.61580384,-1.5880193,-2.8766713,-3.4173088,-2.4489882,-0.55156493,-0.10128507,0.36642647,-0.4150252,-1.018639
0.26681554,-2.2743645,-3.2790904,-4.260931,-3.2907252,-1.3811437,-0.2662474,0.66039723,0.5675074,-0.8558714
0.619401,-1.3349483,-2.736193,-3.8379385,-3.3019288,-1.2672822,-0.13267347,0.38508675,-0.12190234,-1.5238577
0.7391428,-1.6159818,-3.8432286,-4.1082587,-3.7768734,-2.057786,-0.3658037,0.9572331,0.25909737,-0.53757614
0.838395,-2.3965962,-4.2653127,-4.7649956,-3.7054114,-1.5329766,-0.040189844,1.1012805,0.09773119,-0.8985359
0.98894686,-1.5316767,-3.5097668,-4.5035763,-3.7009187,-1.8030734,0.17981341,1.2201681,0.43345153,-0.08487184
0.5508428,-1.0117685,-1.8182561,-3.0053334,-1.9806641,-0.62153316,-0.13577263,0.6795993,0.38731322,-0.8208747
0.330672,-1.4755794,-3.4154317,-3.9182715,-2.942821,-1.0544327,-0.6156665,0.609632,-0.061970722,-0.84981096
0.46922228,-1.1290195,-2.7250743,-3.4989061,-3.3423653,-0.82006246,-0.09615553,0.8159486,-0.16540493,-0.44937503
0.3943917,-2.0494132,-2.9687195,-3.7774935,-2.4649696,-1.3121076,-0.23112355,0.6236761,0.32266176,-0.3929357
0.07559374,-1.3739285,-2.473711,-3.0235612,-2.3389945,-0.81160814,-0.11059001,0.22643228,-0.66989744,-1.1475974
0.2881083,-2.1683192,-3.652685,-3.9299986,-3.168202,-1.9581572,-1.2015264,0.80423635,-0.13895752,-1.2253528
1.1688545,-1.7809399,-3.0461454,-4.0501137,-2.5962892,-0.68449026,0.10043152,0.5899356,-0.09124233,-1.0412875
0.26096883,-1.4714141,-3.1051798,-4.18286,-2.666339,-0.945702,-0.27553988,0.31570908,0.4079402,-0.53245944
0.7293854,-2.3840935,-4.807591,-6.037518,-4.666334,-2.1949315,-0.16023219,0.9373926,0.97984636,-0.27082667
0.8973217,-1.2722477,-3.0671585,-3.9181867,-3.1399734,-1.5156009,-0.313509,0.9776958,0.037990514,-0.87146896
0.7015233,-1.6398039,-3.7357004,-4.1643276,-3.6102145,-1.2217778,-0.23241876,0.50076216,-0.1141747,-1.0995377
1.106159,-1.9003434,-3.1740203,-4.4321547,-3.6402798,-1.8892322,-0.47365177,0.6310965,0.4065531,-1.0534587
-0.049362052,-1.3008586,-2.834535,-3.4910593,-2.7060688,-0.5966247,-0.28298238,0.09157687,0.4350916,-0.54644734
0.4258656,-1.1875279,-2.5612836,-3.392237,-2.5302744,-0.7040376,-0.021755833,0.5757846,-0.1248959,-1.3150107
0.06268832,-1.8492752,-3.6052837,-4.96764,-3.29348,-1.1686124,0.1775013,1.0855114,0.08599925,-1.1421127
0.56939906,-1.9038578,-2.8792415,-2.9493418,-2.39529,-0.5741537,-0.06876884,0.7410366,0.34024715,-0.60587454
0.765952,-2.1579387,-5.2681775,-5.336236,-4.2610188,-1.5922061,0.22873871,1.0531083,0.62781763,-0.8430295
0.11599815,-1.8808864,-3.4245503,-4.5146403,-3.0623553,-1.5682498,-0.08060416,0.65235084,0.07999369,-0.9187542
0.8468332,-2.9623528,-4.063859,-5.1236253,-3.9909112,-2.067807,-0.17798722,0.584024,0.46204996,-1.1140026
0.84633386,-2.0915077,-4.064131,-4.6416035,-3.4248946,-0.8908397,0.6883918,1.3039105,0.6150565,-0.74791706
0.8552035,-1.7749014,-2.8068376,-3.7451403,-2.803965,-1.251274,0.09904746,0.39806175,-0.19213158,-0.758506
0.24162138,-2.3017564,-4.014919,-4.259692,-3.9208286,-1.2330265,-0.39135012,-0.028060408,-0.7202208,-0.89529717
1.1600659,-1.841221,-4.73945,-5.692781,-4.35595,-1.3226455,-0.17896996,1.2053967,0.7857824,-0.6785112
1.1057762,-1.8386619,-4.8558073,-5.9128823,-5.058409,-2.2565625,-0.70698303,0.33394584,0.7724081,-0.7342247
0.9399669,-1.675365,-2.684915,-3.471267,-2.505235,-0.8360113,-0.6495509,0.6452965,-0.16699466,-0.68258494
-0.15228617,-2.1295497,-3.72741,-4.644494,-3.7959785,-2.0541904,-0.2499821,0.7426763,-0.37558177,-1.0907658
-0.055988673,-1.9740779,-3.594087,-4.8666763,-3.7362897,-1.3402878,-0.07504006,0.6732547,0.26474088,-0.99014944
0.1342864,-0.83311635,-2.687849,-4.066824,-3.0638075,-1.3393704,-0.07721325,0.37644774,-0.596912,-0.35104322
0.03722991,-1.5401876,-2.87006,-3.6867754,-2.8526566,-1.2128924,-0.5706392,0.5599313,0.43432924,-0.8188383
0.60508806,-1.5835191,-4.1415625,-5.6117435,-4.249963,-1.6862397,-0.2480417,0.9447075,-0.45566133,-0.6684928
0.7394684,-1.7462765,-3.0131812,-2.6624873,-2.6371262,-0.9989859,0.2777481,1.3690559,0.44723806,-0.75838107
1.0761709,-1.5342678,-3.9385874,-5.979943,-4.590679,-1.7597855,-0.77213705,0.3728824,0.46268427,0.12360507
0.2721209,-0.7391356,-2.6539688,-3.0255673,-2.809855,-1.007936,-0.3857584,0.5322582,-0.12826961,-0.8461591
0.7327923,-2.1879108,-3.919361,-4.1913877,-3.0415618,-0.9616761,0.029675849,0.47050714,0.02243242,-0.6038239
0.6857634,-1.7176591,-3.7770162,-5.4420433,-3.9245553,-1.3475717,0.38196626,1.0596317,0.015907247,-0.3569311
1.081059,-1.896,-3.229234,-4.143642,-2.7052839,-0.6043865,-0.34909862,0.6418043,0.73918843,-0.31770414
0.4526551,-1.2935256,-3.0434067,-3.740637,-3.079935,-0.94445944,-0.13834167,0.40438414,0.20844938,-0.8955898
0.23409037,-1.9236087,-3.6702511,-4.4963307,-3.4322643,-1.5994964,-0.1891361,1.1852766,0.5791829,-0.6155841
1.3894325,-1.600046,-3.88179,-4.8360415,-3.6080384,-1.178116,-0.0038931386,1.0532769,0.5083155,-0.62137604
0.63941115,-1.3595084,-2.7883716,-3.5370946,-3.4338434,-1.244625,-0.099725,0.97599417,0.35072145,-0.5522191
0.15582846,-1.835948,-3.2352428,-3.214003,-2.5517714,-0.99675804,0.017632611,0.93861604,0.34977087,-0.6217565
0.7647901,-1.8175998,-3.7928262,-4.5502377,-4.10791,-2.0080352,-0.80732864,0.4120279,0.17011333,-0.62200505
0.29263622,-1.6587828,-3.1008914,-3.8920588,-3.0963428,-1.2140042,-0.8848207,0.48130596,0.59772617,-0.7074018
0.6871035,-1.6159668,-3.0384135,-4.598858,-3.4167776,-0.6882766,0.019069202,0.81483376,-0.5688288,-1.1798702
