$\alpha$,$\beta$,$\gamma$,$\delta$
0.8524133,0.07092707,1.6724404,0.012026034
0.85039556,0.07369195,1.6613814,0.011973301
0.83942634,0.06802782,1.6945932,0.012606096
0.88831663,0.079277664,1.5802201,0.010932779
0.8565854,0.07840299,1.6357858,0.011705107
0.8165272,0.0745286,1.6911322,0.013124039
0.83388007,0.07459505,1.6658227,0.012559177
0.8630951,0.07482211,1.6423153,0.011533927
0.88043576,0.07751067,1.6054295,0.011023155
0.86930245,0.071497194,1.635642,0.011619102
0.83670306,0.07256831,1.6701081,0.012541362
0.8480207,0.07552842,1.6362511,0.012142673
0.8439603,0.073744394,1.6698118,0.012091331
0.85641307,0.07422528,1.6431632,0.011735375
0.84954685,0.07698497,1.6318256,0.0120665245
0.90247685,0.07860457,1.5983101,0.010383059
0.8658002,0.07454768,1.6328689,0.0115436325
0.8563045,0.078117214,1.6258161,0.011915923
0.83200216,0.07921516,1.642225,0.01253368
0.8636567,0.07648349,1.6574785,0.011335807
0.8345071,0.071113735,1.688219,0.012493629
0.89946514,0.076090425,1.6027287,0.010556747
0.88478726,0.07721405,1.5997509,0.010981568
0.87649345,0.0775651,1.609872,0.011317282
0.8800825,0.07360099,1.6203583,0.011120858
0.85324746,0.068382315,1.6705146,0.012174728
0.8494439,0.06882205,1.6886516,0.012111066
0.8473063,0.07255887,1.667635,0.012018949
0.89107746,0.07924616,1.6112237,0.010602422
0.83741933,0.06762024,1.698305,0.0125289885
0.8706336,0.08296185,1.5872573,0.011378861
0.8950485,0.082738586,1.5869187,0.010405625
0.85631293,0.072514616,1.6446261,0.011940495
0.8368873,0.06712602,1.7179826,0.012550377
0.88410616,0.084334694,1.5626514,0.01087991
0.851229,0.07683765,1.6444885,0.011928265
0.84544593,0.06853842,1.6750776,0.012389058
0.85484433,0.07572137,1.6156129,0.012069332
0.8695346,0.07932433,1.6204976,0.011218977
0.88329285,0.08003718,1.5897082,0.010817275
0.8537801,0.08164936,1.6110849,0.011754136
0.89712,0.07775874,1.5925326,0.010535802
0.86260325,0.07749186,1.630534,0.011522998
0.81311005,0.07364119,1.6888646,0.013262618
