parameter_1,parameter_2
-9.057473,0.22624977
-8.160516,-0.24402511
-7.9241548,-0.003344234
-8.095454,-0.06332362
-8.025336,-0.03142403
-8.817761,-1.8800739
-7.1383414,0.45034128
-9.529514,0.064317085
-8.194001,1.0204246
-8.016555,-0.15610182
-9.083181,-1.4873582
-7.9215593,1.743088
-8.975449,0.2903341
-7.910231,-0.00869519
-8.152599,-0.08576484
-7.987571,-0.08138693
-7.964748,0.8197508
-8.1527605,-0.051643774
-7.970866,0.098469496
-8.027073,-0.15440597
-8.106932,-0.017484346
-7.876653,-0.02606507
-8.275002,-0.041280374
-8.233896,1.3713808
-6.771534,1.3972335
-9.110036,0.7492576
-6.6737986,-2.0105891
-7.131573,0.17673364
-8.033698,-0.13424236
-6.5828648,-0.85744125
-6.496043,1.0552574
-8.239512,0.031380292
-7.8418336,0.20835337
-9.165555,0.8793425
-8.230553,0.03241201
-7.887506,0.018455666
-8.187097,-0.4871346
-7.816676,0.030256916
-7.958096,-0.034938462
-7.9721293,0.0018753614
-7.831894,0.04941906
-8.976271,1.341625
-6.4674115,0.25826123
-8.50174,1.4533507
-8.230828,0.08162357
-8.163367,-0.17403375
-8.1935425,-0.16453423
-8.166072,0.004042655
-7.885112,-0.057691332
-6.7534304,0.836942
-8.808124,0.5871889
-7.993857,-0.09057531
-8.019095,0.093886375
-8.3208275,0.98614347
-7.9470997,-0.12325592
-8.987826,-0.8983168
-8.925047,-1.0117693
-8.15455,0.006867463
-6.4318905,0.31147408
-7.9316654,0.113318905
-8.035275,-0.067551136
-8.038579,0.09680681
-6.9438205,0.14733706
-8.260985,0.5845916
-8.054218,-0.13067782
-8.305477,-0.049390137
-8.150391,-0.009564286
-8.246986,-0.13762933
-7.9064937,0.026585154
-7.962596,-0.09197936
-7.774839,0.90492004
-8.148848,0.07301759
-7.3225565,-0.7522447
-8.116461,-0.04910917
-7.9613495,-0.91852975
-7.8450727,-0.021866875
-8.127587,0.0016135722
-7.9317546,0.2555065
-7.332329,0.9369044
-7.993406,0.026599504
-8.392011,-1.2644793
-8.9949255,-1.2353245
-8.013357,0.44649467
-6.472478,-1.2460129
-8.17112,-0.03025119
-8.310796,-1.0273488
-7.7070856,-0.98113024
-8.080701,-0.21744642
-8.086575,-0.005250411
-6.8298306,0.2161285
-8.173112,-0.057845943
-7.7806973,0.013919238
-8.108963,-0.1892192
-7.8849745,0.85657996
-8.015719,-0.061486706
-8.226855,-0.30968663
-8.005379,0.1732768
-7.906353,-0.17098974
-7.977846,0.10566495
-8.104264,0.04731231
-6.862896,-0.6145315
-8.073389,-0.07029014
-7.7360964,0.35697976
-7.947666,0.08649136
-7.4871974,-0.38931552
-9.61017,1.0641234
-7.8595796,0.1258458
-8.034574,0.10554738
-8.025685,-0.19573651
-9.143472,0.13736631
-8.020457,-0.90025496
-8.055661,0.04705383
-6.600204,-0.22882499
-8.127484,0.10653129
-8.485138,0.9352862
-8.543641,-0.47060856
-7.983448,-0.18488434
-7.7404914,1.4775379
-7.9486976,0.037909556
-7.983852,-0.106855355
-8.039091,-0.014937134
-7.9752774,0.09195965
-8.009031,-0.1446718
-7.897688,-0.10557277
-8.141127,-0.19508754
-8.101074,-0.090481296
-7.021836,0.7131512
-7.5412045,-0.4716015
-8.198775,0.18603973
-8.022217,-0.12672397
-7.7065654,1.5224885
-8.065998,0.02946734
-8.771257,-0.27364397
-7.800325,-0.7422534
-8.13116,0.20942798
-7.977317,1.2541056
-7.8600035,-0.0062619355
-7.971235,0.0347789
-7.1356926,0.41262326
-7.997421,0.7781496
-8.014077,0.006085431
-7.3704844,0.02051657
-7.9378576,0.02903074
-6.7031097,-0.44187182
