$\alpha$,$\beta$,$\gamma$,$\delta$
0.68021125,0.10742933,0.9054755,0.12048256
0.6714996,0.10060518,0.91126746,0.11865773
0.6726693,0.09814062,0.90970826,0.11755653
0.6912237,0.102305844,0.90392816,0.120222904
0.6744998,0.1016688,0.9087214,0.118597284
0.6700322,0.0954261,0.9239908,0.120129615
0.68552554,0.110386334,0.87627095,0.11543908
0.68913907,0.11720055,0.8682818,0.11506823
0.6803574,0.0996013,0.90746146,0.11935586
0.6817497,0.101162314,0.9050816,0.119099595
0.6832588,0.113873616,0.8784922,0.11488265
0.6816436,0.10560551,0.8997511,0.117264695
0.6897453,0.10916942,0.879505,0.11754206
0.6685967,0.08965015,0.9364293,0.12187423
0.68864083,0.113632835,0.8731983,0.11436748
0.6933653,0.11565914,0.87493443,0.11679246
0.6998826,0.10702684,0.8770967,0.11619584
0.68131715,0.10220265,0.89947164,0.11750822
0.6738473,0.10137457,0.9186933,0.12154708
0.6684495,0.093480244,0.93615156,0.12298022
0.6821391,0.09948415,0.9077481,0.11862701
0.68706036,0.1026558,0.89548624,0.11795134
0.6773911,0.100892544,0.8990335,0.11644188
0.67256594,0.09735158,0.91910505,0.119372815
0.6997972,0.104910396,0.8811171,0.11658205
0.67323226,0.10699811,0.91313785,0.12112697
0.6809555,0.106645525,0.89208585,0.11665474
0.6938932,0.10773796,0.8808536,0.11526604
0.6931828,0.11551226,0.8689421,0.11429709
0.6766693,0.10049819,0.9000667,0.11666258
0.6900256,0.10142384,0.8941888,0.117727585
0.6873633,0.09725278,0.9021823,0.1184889
0.6829996,0.11459033,0.8902491,0.11923094
0.68414605,0.09999435,0.908773,0.120169915
0.6740311,0.099543706,0.915441,0.12043968
0.680372,0.09810132,0.9076729,0.118723266
0.68378466,0.105083376,0.8994788,0.118762985
0.666732,0.099246345,0.91693175,0.11945487
0.6751963,0.09170658,0.92826295,0.12086864
0.66450244,0.09697174,0.9386598,0.12433661
0.69806015,0.11869858,0.8572654,0.112985425
0.685637,0.10633557,0.9013848,0.11945313
0.68289196,0.10934763,0.89018285,0.117989816
0.6810935,0.105400406,0.9019429,0.11880575
0.67401206,0.09969248,0.9010234,0.1161654
0.6687677,0.09243486,0.92649317,0.11990825
0.6852756,0.105296776,0.89813215,0.118523
0.6811663,0.10434324,0.9062416,0.1201606
0.67847687,0.10106268,0.9061315,0.1178055
0.6850728,0.099849954,0.9079189,0.11987035
0.6729495,0.09745371,0.91195905,0.11873354
0.6848592,0.10340726,0.89786875,0.11822018
0.6761063,0.10210372,0.9024162,0.11785234
0.6811257,0.09733086,0.90800726,0.119361974
0.69555825,0.11206229,0.8703457,0.1141753
0.6777626,0.09914527,0.907567,0.11837457
0.6713304,0.09661981,0.920573,0.1208776
0.6775675,0.10038265,0.9079104,0.118819065
0.67370355,0.1025082,0.90968794,0.11954718
0.6739273,0.106795415,0.8956758,0.117118485
0.68582577,0.10526532,0.8857976,0.115602106
0.6758175,0.09915721,0.90810263,0.118016206
0.6783723,0.10315781,0.9027717,0.118277185
0.68073916,0.097276874,0.91655755,0.12083418
0.6839305,0.1045893,0.8981539,0.118553385
0.6991076,0.10413856,0.8873059,0.117943265
0.6842503,0.103326075,0.89454037,0.11626033
0.67526335,0.09417531,0.92243433,0.12061045
0.6898137,0.11044825,0.870578,0.11384297
0.6969806,0.106025584,0.87978333,0.11556038
0.67733335,0.099772304,0.91630495,0.12024033
0.68829393,0.11197354,0.8859537,0.11699627
0.6847105,0.10763888,0.8900258,0.11762563
0.68418,0.10716032,0.89234143,0.116823405
0.6777372,0.09882358,0.9097434,0.11807916
0.67691994,0.093464874,0.9231988,0.12110015
0.6700187,0.09666529,0.92179215,0.120102495
0.67475796,0.09528619,0.929493,0.12223186
0.68443763,0.103954464,0.8895497,0.11644843
0.6771733,0.1006173,0.90399694,0.1187806
0.68224025,0.09431971,0.91647315,0.12018356
