$\alpha$,$\beta$,$\gamma$,$\delta$
1.098129,0.11036062,0.8147384,0.06455833
1.1006882,0.1108854,0.8163377,0.066256344
1.0931015,0.11016125,0.81801,0.065495364
1.0867103,0.10623981,0.83309793,0.068756
1.1263344,0.10929201,0.81001955,0.064082935
1.1111693,0.1151109,0.80631316,0.065332726
1.0609488,0.09869093,0.8516303,0.06982851
1.1033795,0.11325831,0.8114462,0.06555068
1.0879226,0.10070617,0.8331485,0.064999916
1.1118923,0.10605246,0.81963485,0.06560845
1.0950444,0.10604589,0.82059634,0.06334278
1.0719312,0.102083825,0.8429467,0.06880669
1.0888246,0.10787763,0.8202808,0.064095065
1.0506524,0.09745432,0.85544115,0.069296695
1.1052042,0.107924655,0.8165677,0.06416069
1.0908641,0.10535709,0.8210574,0.065533206
1.111713,0.10993204,0.81555295,0.0655082
1.0883244,0.10553347,0.82948315,0.06713574
1.0927769,0.11204626,0.8138961,0.06399725
1.1336157,0.11303163,0.79876214,0.06190872
1.1102449,0.1053146,0.8168033,0.063497946
1.132871,0.11889685,0.79374,0.06311343
1.0994056,0.104722716,0.8257612,0.06655478
1.1070483,0.10590364,0.8249104,0.06604074
1.0995914,0.10289841,0.8280744,0.06519022
1.0868869,0.0971148,0.84011394,0.06650401
1.0551261,0.09636208,0.86062187,0.06908281
1.0927813,0.111548886,0.81589836,0.06611439
1.1048412,0.109009966,0.8198433,0.066744596
1.0847895,0.101901695,0.835391,0.066831425
1.044134,0.090025276,0.8690286,0.06921393
1.1014328,0.10872681,0.81600386,0.06390232
1.0896002,0.09914945,0.84421766,0.06947561
1.1056852,0.114789836,0.80676526,0.06400636
1.1122918,0.111202516,0.80536807,0.062718935
1.100545,0.10607545,0.82417357,0.066217475
1.1025522,0.10026291,0.832872,0.06579152
1.1187233,0.10994334,0.80712605,0.06456716
1.115101,0.1065848,0.81880146,0.0653808
1.1097648,0.11089322,0.80925035,0.064480014
1.0984596,0.11059167,0.8146845,0.06431538
1.1480498,0.114441425,0.79131883,0.061554972
1.0800369,0.09904535,0.8469258,0.06907412
1.1582341,0.11906007,0.782573,0.06147825
1.1018353,0.11278992,0.8123755,0.0656448
1.0949504,0.10436111,0.8282152,0.066745736
1.0895947,0.103985555,0.82802093,0.06537519
1.1247711,0.11654145,0.8022738,0.06513801
1.1185242,0.1135563,0.80650336,0.06499745
1.1257205,0.11115263,0.801214,0.06264775
1.0820147,0.09998664,0.83297426,0.06607731
1.1339043,0.11980917,0.79290736,0.06304431
1.1298556,0.11634479,0.7939534,0.06173048
1.0717791,0.10234573,0.8369929,0.06725499
1.1036911,0.10459421,0.82146317,0.065075554
1.1396611,0.12076293,0.7867515,0.062177747
1.1313179,0.11189452,0.80781645,0.06615959
1.0789326,0.09422268,0.84925544,0.06718108
1.0866024,0.10137589,0.835618,0.06558488
1.0953475,0.10884817,0.817775,0.064550765
1.0854225,0.104412355,0.8290492,0.0650606
1.1084342,0.10799014,0.81212485,0.06375349
1.1068715,0.11389259,0.80835336,0.06468307
1.0854785,0.10882229,0.82454085,0.06864131
1.0765117,0.10382302,0.8362506,0.06783167
1.0718806,0.106875345,0.8326417,0.06787403
1.0927521,0.10616755,0.82538754,0.06699194
1.09164,0.09669954,0.8394024,0.06607643
1.0926877,0.107978985,0.8216111,0.06654049
1.1027637,0.106339045,0.8178083,0.064315744
1.1291049,0.12235334,0.7895754,0.06451326
1.1261783,0.11954906,0.7937966,0.06460793
1.1188875,0.11010178,0.8130811,0.06467478
1.1291178,0.10768069,0.8128879,0.06559139
1.1128356,0.106427744,0.8139607,0.06288639
1.0885987,0.10013016,0.8410663,0.06884724
1.1122972,0.1200848,0.7930425,0.06264314
1.1033325,0.112284824,0.81358784,0.06630463
1.0675795,0.098068394,0.84842306,0.0685362
1.0941063,0.10733098,0.8261169,0.06583327
1.0788054,0.1072785,0.82793736,0.067445934
1.1037276,0.106218286,0.82440776,0.065912016
1.0469103,0.100274436,0.84870374,0.067772575
1.0884554,0.11610518,0.8087923,0.06606434
1.125158,0.10901638,0.80898756,0.06324386
1.1267899,0.11482418,0.79820734,0.06247439
1.1249534,0.10941311,0.81186044,0.06421488
1.0726415,0.101862565,0.84166515,0.06776477
1.1051265,0.110045016,0.8108651,0.06358134
1.0723631,0.09992828,0.84558535,0.06878474
1.1291413,0.11237288,0.8003153,0.06148684
1.1047286,0.103439875,0.8242173,0.06543438
1.1420033,0.11670278,0.79125065,0.063002825
1.0892513,0.09698335,0.83938,0.06714931
1.0799067,0.100210905,0.83816916,0.06723341
1.113088,0.10685522,0.8245769,0.06803497
1.0958782,0.106509,0.82402384,0.0658528
1.0949988,0.10849422,0.82296574,0.06728115
1.1133043,0.1085329,0.8146129,0.06536024
1.0931282,0.108277,0.8208068,0.06567445
1.093555,0.10734605,0.82203674,0.06604258
1.1206475,0.111342266,0.80234736,0.062221657
1.1287229,0.12312512,0.785072,0.063168064
1.0894665,0.11210018,0.816656,0.0651403
1.0756242,0.09431035,0.8512612,0.06785817
1.1126539,0.10705019,0.8193361,0.06631883
1.1070132,0.10504675,0.82254064,0.06525094
1.0854286,0.10042451,0.8359055,0.0663986
1.0758314,0.10434155,0.83525264,0.067432165
1.1033597,0.11727163,0.8005614,0.06326443
1.0555149,0.10074164,0.84723115,0.06895142
1.1268643,0.1168959,0.7977281,0.06475785
1.1085397,0.10490607,0.818796,0.063407615
1.1000669,0.105561554,0.82395154,0.06598995
1.0979601,0.116416596,0.813847,0.0679726
1.0980834,0.10650296,0.82099587,0.06656135
1.0715147,0.10300602,0.8402774,0.06900486
1.104791,0.107574716,0.819203,0.065211594
1.1005076,0.10495187,0.8266229,0.06664506
1.0909741,0.1062731,0.82620865,0.066124745
1.1161754,0.10780818,0.80845916,0.062241375
1.13373,0.11034373,0.80606997,0.064528115
1.0544436,0.09503716,0.8592571,0.06748743
1.0890503,0.10493859,0.8269929,0.06661356
1.0900464,0.101234935,0.833288,0.06678065
1.0736085,0.10707378,0.8274267,0.06562225
1.0927954,0.108274035,0.8167069,0.06551826
1.087258,0.1000814,0.8380074,0.06655718
1.1018221,0.11330466,0.80969983,0.064683594
1.0970168,0.11179175,0.8114594,0.06507864
1.0966779,0.10902137,0.82140416,0.06683554
1.1102834,0.11664269,0.80226123,0.065162964
1.0757391,0.096760266,0.84379995,0.06510743
1.0914438,0.103858,0.82686245,0.06512201
1.0977242,0.09871872,0.8306758,0.06490943
1.0993134,0.12085245,0.7966074,0.06328356
1.0704248,0.09924093,0.8479337,0.0685657
1.0961257,0.11179748,0.8138864,0.06481152
1.1139026,0.10898803,0.8097975,0.06277296
1.1304094,0.113284424,0.8026069,0.06407744
1.0896375,0.098124385,0.83719003,0.065753885
1.107755,0.10910086,0.81805587,0.06554575
1.1075711,0.11394749,0.81356454,0.06700452
1.0965532,0.11114529,0.8171869,0.066722065
1.092427,0.09522017,0.83896047,0.06528685
1.0632828,0.10178434,0.8467851,0.069067195
1.0980458,0.10321314,0.8282276,0.06543688
1.0839415,0.0960939,0.8451897,0.06712786
1.1410987,0.113411225,0.7963201,0.06385412
1.1017709,0.10885642,0.8138169,0.06326155
1.0903543,0.10945775,0.8241285,0.06541426
1.1060747,0.11376176,0.8069163,0.06395428
1.1073139,0.108027086,0.81449735,0.06412021
1.0919801,0.09957551,0.84223914,0.06852661
1.1250067,0.11152179,0.8024817,0.06281399
1.1147846,0.11484776,0.80836594,0.06586362
1.0910994,0.1015422,0.83495396,0.06767013
1.1052582,0.10712541,0.8178417,0.06560293
1.1195762,0.11844162,0.79539925,0.062227946
1.133428,0.12057897,0.790547,0.06400863
1.0882258,0.10180577,0.8318616,0.067217596
1.0577521,0.10231816,0.8383563,0.066897154
1.0732625,0.11170207,0.82443136,0.067190774
1.0661623,0.09809982,0.8480972,0.06830671
1.0886731,0.102391325,0.8276932,0.066111736
1.1136304,0.10907059,0.812158,0.064261235
1.0759513,0.1018266,0.83993405,0.06829672
1.0752136,0.10444455,0.830059,0.06640625
1.0886145,0.10505749,0.8289639,0.067204565
1.0604409,0.108613014,0.83409286,0.06788001
1.1583045,0.12224813,0.77749586,0.060887534
1.0775709,0.10744783,0.8254542,0.0655241
1.1209588,0.10904597,0.8092081,0.06377199
1.0834215,0.09886657,0.83802676,0.0655258
1.0819987,0.10374584,0.83701766,0.06777902
1.1033089,0.09913744,0.8324878,0.06561072
1.1294414,0.11530548,0.7985501,0.06292364
1.1332418,0.120350294,0.78635544,0.06252872
1.0782483,0.10128187,0.84071517,0.06795059
1.1166205,0.1114998,0.8062441,0.064672805
1.061785,0.09989744,0.8488699,0.06798226
1.1049142,0.10634699,0.8219409,0.065670624
1.1262538,0.12187412,0.7916264,0.064923495
1.0829062,0.096450455,0.85038847,0.06968046
1.1010813,0.11932114,0.80556613,0.06577572
1.1070539,0.111950904,0.8125749,0.06557358
1.0975444,0.10985344,0.815015,0.065723464
1.077661,0.101413004,0.83798414,0.06664405
1.0981784,0.10579729,0.828891,0.06580281
1.1358422,0.11243808,0.79857445,0.062633
1.112289,0.111738905,0.8066225,0.06261829
1.0935944,0.10380891,0.82650304,0.06651968
1.1354531,0.11457517,0.79862064,0.06318826
1.0782354,0.10526168,0.83430326,0.06780485
1.1072404,0.11369617,0.81330884,0.06677079
1.0956092,0.11043661,0.8183399,0.06581767
1.0718396,0.10918882,0.8273166,0.065937325
1.1187285,0.11206474,0.80481404,0.06354124
1.0897894,0.103563406,0.8302521,0.066744894
1.0488822,0.099447705,0.85400635,0.06965729
1.0894852,0.10260442,0.8283671,0.06546916
1.0735056,0.10415996,0.83422536,0.0659005
1.0803204,0.10008729,0.8429588,0.06807323
1.1027063,0.10902504,0.816699,0.06501907
1.0906208,0.10443003,0.82654166,0.0653137
1.1046399,0.11177707,0.81494415,0.06535734
1.1010067,0.10526178,0.8237522,0.06538752
1.1086699,0.10130723,0.8272831,0.06383368
1.0711161,0.102866456,0.8401906,0.0672793
1.1033158,0.11662134,0.80419564,0.06515293
1.0838063,0.09785042,0.8443659,0.066708446
1.1156698,0.10996512,0.8148145,0.06610458
1.0722734,0.109846,0.8252709,0.0679028
