parameter_1,parameter_2
0.70752865,-0.97398394
0.88256645,-0.6591548
0.643919,-0.8897524
0.65039957,-0.90868163
0.9925023,-0.7308466
0.6853786,-0.97775656
0.6475571,-0.8408826
0.97964835,-0.6880175
0.8361239,-0.6683155
0.66320413,-0.9786748
0.7081958,-0.9943602
0.6810476,-0.9112677
0.67868435,-0.96730554
0.94659144,-0.65539473
0.6604149,-0.9081891
0.8773988,-0.65446156
0.8455068,-0.6724335
0.9844346,-0.7007581
0.8097774,-0.9662782
0.66506445,-0.92476153
0.6993501,-0.97976744
0.82288957,-0.67270815
0.8091466,-0.9771697
0.9618743,-0.6707863
0.88487065,-0.66401994
0.89204675,-0.64372164
0.85770255,-0.65427274
0.9623856,-0.67256767
0.6646754,-0.95710295
0.83805716,-0.6583097
0.8513432,-0.6661982
0.8296148,-0.67549735
0.981645,-0.7041371
0.6618257,-0.9698575
0.78326523,-0.99565613
0.66933656,-0.9356437
0.6553482,-0.9093529
0.6575914,-0.88475424
0.6638343,-0.87081486
0.8856075,-0.64906394
0.69059956,-0.97831094
0.6843262,-0.863013
0.6480083,-0.93092495
0.97848535,-0.7532587
0.92301905,-0.66669834
0.9950004,-0.76876813
0.9165591,-0.6441574
0.6512379,-0.8923133
0.91859454,-0.65552753
0.79861367,-0.97585356
0.8121234,-0.9698974
0.9779304,-0.6832824
0.98368716,-0.77303946
0.7992764,-0.97800714
0.6866366,-0.84745115
0.8305675,-0.6757225
0.917096,-0.6489978
0.6447373,-0.857416
0.845504,-0.67049557
0.85511214,-0.67546636
0.7172737,-0.99954474
0.6896366,-0.96806633
0.66135174,-0.9099527
0.9862235,-0.7053508
0.9811103,-0.69768673
0.6681927,-0.83914274
0.91080123,-0.6630958
0.85680795,-0.6725451
0.65499336,-0.90795654
0.7286006,-0.98700774
0.6769702,-0.9700319
0.6542875,-0.85922354
0.65215844,-0.90067333
0.9932757,-0.67457813
0.6616806,-0.8903016
0.96380776,-0.8155907
0.6516279,-0.92979074
0.6630664,-0.95316863
0.9451318,-0.6786735
0.6883243,-0.97670704
0.6957353,-0.97496563
0.79614395,-0.9866139
0.66432625,-0.84116155
0.849558,-0.67774856
0.6663306,-0.9336263
0.9485658,-0.6824307
0.6505428,-0.9223133
0.6487375,-0.89301056
0.6933277,-0.8541289
0.90557486,-0.653377
0.64874053,-0.89605105
0.9021842,-0.63860935
0.98673385,-0.7017725
0.6604265,-0.87213254
0.9812643,-0.80969304
0.978655,-0.6978842
0.66317046,-0.91661596
0.87598443,-0.6724262
0.6427009,-0.8646755
0.6375971,-0.9260889
0.9961266,-0.78584534
0.6808572,-0.8605517
0.6773446,-0.8424508
0.9880408,-0.8050209
0.86483467,-0.65308964
0.96342444,-0.68428516
0.7590283,-0.9955176
0.95508957,-0.6700305
0.92390555,-0.6735104
0.99977344,-0.75936383
0.9831214,-0.71178436
0.8901386,-0.64983416
0.7601903,-0.99192244
0.8276893,-0.98391116
0.67302674,-0.9629802
0.7546543,-0.9902122
0.98712707,-0.8170905
0.67376715,-0.9176412
0.97055984,-0.78315544
0.9755211,-0.6683754
0.72435796,-0.98354495
0.6841121,-0.995515
0.9238488,-0.66698414
0.79268587,-0.99319136
0.8528536,-0.6482151
0.82669914,-0.9751096
0.693165,-0.9977109
0.95433384,-0.6845246
0.9941046,-0.78662634
0.7775082,-0.98386365
0.664513,-0.8933904
0.85294974,-0.68053603
0.6813936,-0.9860729
0.9794545,-0.681447
0.6697083,-0.9244514
0.9346235,-0.65212226
0.95406556,-0.64211226
0.9263954,-0.6568543
0.99634326,-0.7052425
0.8670069,-0.6553674
0.97361165,-0.69231266
0.97651553,-0.71808815
0.96831393,-0.8153533
0.8100565,-0.97055084
0.97565794,-0.78255546
0.97980195,-0.8090953
0.87901586,-0.6545909
0.64919806,-0.9202541
0.9617487,-0.8137324
0.91141164,-0.6600268
0.9815394,-0.698368
0.74666303,-0.99488574
0.98069763,-0.71307087
0.85902,-0.66575396
0.8964932,-0.6528157
0.96611404,-0.6720933
0.89727354,-0.6463438
0.9862418,-0.6949557
0.9999376,-0.74454814
0.8150422,-0.96579987
0.91130245,-0.6573161
0.8085743,-0.9824103
0.6706434,-0.92540103
0.68194073,-0.84429425
0.93458146,-0.6670014
0.7248938,-0.98993146
0.79058224,-0.9972165
0.9861376,-0.7248627
0.66553265,-0.86292344
0.85046494,-0.6502739
0.98675466,-0.7852974
0.9971145,-0.7494914
0.9825708,-0.77484006
0.999608,-0.68490344
0.7707405,-0.98801756
0.9037675,-0.6626342
0.9179508,-0.6563222
0.65538013,-0.92099285
0.962854,-0.66679883
0.65347123,-0.8716121
0.97130793,-0.7060155
0.799552,-0.98967355
0.9076924,-0.6438605
0.7799352,-0.9965494
0.6467981,-0.9089157
0.826103,-0.976223
0.9873176,-0.7847422
0.6728406,-0.9653566
0.87499183,-0.6443842
0.7997828,-0.9871209
0.8085315,-0.96890485
0.8403764,-0.67803633
0.6875044,-0.8448272
0.8772698,-0.65881115
0.6548464,-0.88203055
0.98027086,-0.69303536
0.6964115,-0.9690138
0.8689312,-0.65790164
0.6922631,-0.97311175
0.86600095,-0.67423147
0.86845887,-0.66603565
0.6704593,-0.9716699
0.6568224,-0.89484316
0.96268475,-0.6650518
