$\beta$,$\gamma$
0.24339002,0.12624504
0.23467731,0.117211
0.24239561,0.124668024
0.23089463,0.11289509
0.24001624,0.12274594
0.24526693,0.12793976
0.2418924,0.124353416
0.24187353,0.12583414
0.24307895,0.12522073
0.2322222,0.1136789
0.24961884,0.13023147
0.23314485,0.117830336
0.24279436,0.12529692
0.23914395,0.12102807
0.23932557,0.121714815
0.2334446,0.11615737
0.2346983,0.11590165
0.23660119,0.11728427
0.2453565,0.1275137
0.24510676,0.12841307
0.24362895,0.12385517
0.24289264,0.12509301
0.23593643,0.118619286
0.23672459,0.11900944
0.23292606,0.11318327
0.23658654,0.11881036
0.24578024,0.1287319
0.24436204,0.12702245
0.24421583,0.12565587
0.23760393,0.12019648
0.2407459,0.12148751
0.24129304,0.12362968
0.23817661,0.120113544
0.23778987,0.11726003
0.25267416,0.13489547
0.24579589,0.12894425
0.24574351,0.12775788
0.23214266,0.11345969
0.23688897,0.11705104
0.24358842,0.12645678
0.24226426,0.12411205
0.23690385,0.11796683
0.24264994,0.124388374
0.2393658,0.121321455
0.2374154,0.11830099
0.2469174,0.1290028
0.23695229,0.11735286
0.2358221,0.11678536
0.23894767,0.11906822
0.24124067,0.12315263
0.24171653,0.12429579
0.24097072,0.12557462
0.2427721,0.12487668
0.23859163,0.123142175
0.2384141,0.12049951
0.24279387,0.12612726
0.23689182,0.11748398
0.24234858,0.1270767
0.2394255,0.120855555
0.24004382,0.1227455
0.2391176,0.12243533
0.23734245,0.12109339
0.23376122,0.115743004
0.23478787,0.11706701
0.23550229,0.1156431
0.23404798,0.11545667
0.23956154,0.12177107
0.23232467,0.1147591
0.23714605,0.1199798
0.250142,0.13178161
0.2395655,0.12093015
0.24783479,0.12823807
0.23146994,0.11342085
0.24339704,0.12523025
0.24115257,0.12372847
0.2389872,0.1219296
0.24001555,0.1223971
0.23602146,0.11745819
0.2454184,0.12853329
0.23936272,0.120136656
0.24109858,0.12524107
0.23938367,0.12159363
