parameter_1,parameter_2,parameter_3,parameter_4,parameter_5
-2.8882103,2.754086,-2.4439723,2.3756618,-0.79034823
0.5707687,2.6702998,-2.3821874,1.7041135,-0.9419322
1.3750502,2.3957407,2.8514042,-2.094965,-1.6526508
-1.7818133,2.3337727,2.315649,2.1893451,-0.94485366
0.38768154,2.018613,-2.8788333,2.1308298,-1.106323
1.7492049,0.49389637,2.7024748,-2.2314663,-1.8431177
2.48545,-0.8374363,-2.981747,-2.3440864,-1.6753482
-2.902526,-0.365933,2.3545218,-2.4370997,-0.90424657
0.59058934,1.9786314,2.5486693,-2.0114713,-1.6305603
2.6065876,2.3951921,2.8016133,-2.578583,-0.7498133
0.5777783,2.8786166,-2.65873,-1.8957397,-1.6219308
2.298592,2.5676916,2.6661978,1.7412946,-2.002884
2.224955,2.4133348,-2.8964553,-1.8746796,-1.4439042
-1.459616,2.4226546,2.9071093,2.5689275,-1.6200975
0.93966466,2.9940732,2.4122326,1.8526022,-1.0808084
0.3837934,2.9297943,2.7149758,-1.9992105,-1.7602081
0.8355449,2.6859655,-2.5783768,1.8666096,-1.676477
0.5493279,1.8364286,-2.982269,2.1476772,-0.39429358
2.0970383,2.0049264,-2.8553295,2.2267795,-1.9440981
-1.2172022,1.9627451,-2.8227296,-2.5188587,-1.0525151
-2.7042005,1.9230437,2.4976747,-2.471052,-1.2739418
0.98161334,1.8861772,-2.6184046,-2.053973,-1.6563618
-0.7765861,2.963447,-2.821134,-2.3009183,-1.7975757
0.6997559,2.3502235,-2.616761,2.0587423,-1.8743875
0.5101142,2.3132823,2.682365,2.0274374,-1.490186
2.1382997,2.9341688,2.3552668,1.6770037,-0.8739854
-1.3467224,2.755543,2.7774756,-2.0110147,-1.0864044
1.8937074,2.328245,2.844015,2.390951,-0.91066587
-1.8275459,2.8049607,-2.8118956,2.3403225,-1.3435767
-1.343681,2.26007,2.1946807,2.2953386,-0.8454393
1.9735631,1.0969919,-2.549066,1.8641729,-1.4928945
-0.2379694,-0.097575895,2.7714498,2.2257226,-0.93031406
0.48303694,2.4534411,-2.05454,1.8639796,-1.0617882
0.47007567,-0.22062923,2.615612,-2.8671405,-0.60461515
0.10884136,-0.5662335,2.7346737,2.9447782,-0.72965497
0.62365115,1.9873129,2.9640636,2.593625,-1.931037
2.646271,1.4002889,2.6125464,2.0616918,-1.7969693
-2.7324677,2.214933,2.0852008,2.0661826,-0.5296029
0.19238093,2.8541431,-2.7449155,2.1974275,-1.553362
0.08249965,1.0161104,-2.3037846,2.513683,-1.3929403
-1.8032215,2.5805302,2.7448738,-2.695372,-1.4641125
1.5878782,2.7569742,2.2840354,-1.6103303,-1.0343738
2.3781557,0.56666183,2.902178,2.4451675,-1.5464191
-1.2692714,0.71104103,-2.81576,2.246231,-1.4612339
1.8064567,1.1374269,-2.5057063,1.9117435,-1.579547
-2.188485,1.9544288,-2.6023285,-2.5921886,-0.9396267
-2.7256532,2.3750052,2.330723,-2.119249,-0.95033956
2.1590712,2.7854474,-2.6215374,2.0803185,-1.3399041
-2.9883375,2.5353205,-2.4887733,2.2519715,-1.0786268
-0.10479309,2.52974,-2.2344875,-1.7260202,-0.81990105
-1.6925156,2.976838,-2.6979825,-1.944198,-0.805891
2.9766006,2.977216,2.7589805,-1.6978567,-1.7942681
-2.345597,2.5429387,2.8948517,2.3089345,-1.2683537
1.3126527,2.4941654,-2.643497,2.0905545,-0.9094014
-1.1345352,1.9816172,-2.436705,-2.01181,-1.075907
-0.08452222,2.6425967,2.992423,1.8952647,-1.1991729
1.5158429,1.1313132,2.8489568,-2.2251573,-1.706263
-0.13560466,2.943769,-2.6640854,-2.2928362,-0.689334
0.29530442,1.7322347,2.7589784,1.9242895,-0.93360555
-2.7965577,2.7357295,2.3688898,2.7274082,-0.25039154
2.395122,2.8473775,-2.6556547,-1.83272,-2.1228526
1.7662963,2.650341,-2.4127808,1.8566115,-1.3086119
-1.4230653,2.1621757,-2.6775453,-1.8248101,-0.78726494
-1.114204,2.2028072,-2.3102012,2.071016,-1.428655
-1.4450802,2.806055,2.9726233,2.0762124,-0.13673118
-1.6101046,1.1803827,-2.5139663,2.5939453,-1.0369508
-0.7349523,2.6078317,2.5307078,1.8795974,-1.5829891
1.8425889,2.6706793,-2.806415,2.3080115,-1.4196734
0.752708,2.8558967,2.602468,1.9377095,-1.951463
-1.1654207,2.227797,2.5999877,-2.8622885,-1.6254219
-1.0537298,0.8557267,-2.9273367,-2.8598797,-0.58607346
-2.8216846,1.1754446,-2.6984518,-2.6021297,0.5587871
-0.64295495,2.916699,2.692753,2.484194,-1.7346612
1.5543826,-1.5263758,2.721904,2.7232692,-1.5850351
0.66144836,2.824049,-2.2297661,-2.3144262,-0.517694
1.2995425,0.53865075,2.542087,-2.672313,-1.4304614
0.11385578,2.2670038,-2.6254869,2.0724595,-1.3574787
2.5487483,2.976128,2.5698633,1.7183642,-2.3641198
2.336753,0.34613824,2.7987852,2.2251687,-1.3940681
1.1139591,-0.2941876,-2.2625616,-2.3365605,-0.5471662
1.010637,2.989094,2.7758553,1.8200582,-1.3885742
0.20500293,1.8776641,-2.3124652,-1.6651433,-1.2630477
-0.97173107,0.8225759,-2.884622,2.5029705,-0.8487365
-0.6215004,2.6105707,2.7216978,-2.0937607,-0.9336905
1.6186733,2.8549058,2.9231763,1.8976332,-1.8213191
-1.912239,2.7953298,2.7501302,1.7420534,-1.0327306
-0.60141325,2.907719,-2.8225238,-2.1110446,-1.07247
-1.1400585,2.3347685,2.6688223,-2.0665085,-1.5358976
-0.8657259,1.7024949,-2.2922273,1.7274576,-0.90888035
-1.030297,-0.5430293,2.828226,-2.639935,-1.0006253
-0.924585,0.9410578,2.7448583,-2.2146506,-0.586878
-2.3546436,2.3410141,-2.8897283,2.789463,-0.9403428
0.93452173,2.5830467,-2.8642085,2.091052,-1.4163089
2.3420048,2.1384363,2.7753508,1.9443705,-1.3432207
0.12041035,2.85244,-2.7163591,-2.1242607,-1.463501
2.1879716,1.7644299,2.7376838,-2.801005,-1.0950912
1.8379263,2.6825364,-2.282223,1.9394922,-1.4607999
2.2997181,2.8885455,2.899441,-1.8433172,-1.3465439
2.0861514,2.7806513,-2.8953917,-1.9701236,-1.4128125
-1.0101689,2.7234714,2.7618265,-1.799029,-0.8988573
-2.1757424,2.8891263,-2.93109,-2.3454683,-1.3671277
0.0068204403,2.7207801,2.5294266,1.8086832,-0.56772566
-2.8491955,2.562191,2.243654,2.2834086,-0.021502212
2.3623643,2.3478577,-2.6256523,-1.8921112,-2.0737221
1.1963334,1.3104888,-2.5423853,-2.2540329,-1.3057266
-2.862514,0.64691126,2.1734006,-2.9648547,-0.60240716
2.7335668,0.16244411,2.8955696,2.2639089,-1.6603698
1.307057,2.5057683,-2.7537177,-2.0907373,-1.6992639
-1.754356,2.7389126,-1.8655125,-1.6284382,-1.1044407
1.1169393,2.2312016,-2.5293212,-2.1834278,-0.6762671
-2.6658375,1.1971091,2.40088,-2.8965127,-1.1869787
-0.8688429,2.656527,-2.689507,1.9578346,-1.6058031
1.096878,1.1156118,-2.4640508,-2.3642812,-1.0232761
-0.47718298,2.941573,-2.841426,2.2107568,-2.2670212
-1.1970608,2.0375168,-2.874028,2.1375706,-0.25444326
2.533547,1.8226445,-2.6812296,2.1097164,-1.3205572
2.6635869,1.5124049,2.7121086,-2.1087973,-1.4552778
-0.47331354,2.8546271,-2.7646258,-2.1610274,-1.1663369
0.81952375,2.34472,2.4528058,-1.7091405,-0.5147192
1.5572144,1.3030609,2.7065232,-2.3499374,-1.8129842
0.49191537,1.8008443,-2.3965938,1.9388374,-0.9971546
0.6032451,1.4619802,-2.352085,2.1107333,-1.1911525
-0.5022532,2.7195284,-2.5237515,-1.8855721,-1.2808449
-0.9164269,2.7230425,-2.8913145,2.3743377,-0.8040365
0.649828,2.7859182,2.8057952,-2.1370776,-1.975141
-0.34718332,-0.18531506,-2.2633069,2.290895,-0.74421287
1.8522806,-0.5072998,2.558842,2.2157927,-1.3018928
-1.3796061,1.7558182,-2.9453294,2.2199018,-1.2796125
0.7316896,2.4259317,-2.9456482,-2.1263354,-1.3208885
-1.4185271,2.9452486,2.237109,2.1826775,-1.5850307
-0.028488845,1.4753287,2.4964592,-2.305915,-1.2611964
-0.54393095,2.626538,2.2073212,-1.6998088,-1.2450038
2.3891573,1.1369528,-2.6029112,2.2919357,-0.7473527
0.5572629,2.8789103,2.9957147,2.2652102,-1.9873681
-0.759601,0.8669136,-2.6451051,-1.9386294,-0.65675944
2.121668,2.156525,2.404984,-1.662142,-1.5057601
0.06711498,2.5091681,-2.7753625,-2.1327262,-1.6897333
0.5250528,2.6695359,-2.674535,-2.08954,-1.6210175
-1.4520056,2.2879832,-2.3005004,-2.5380754,-1.1887759
0.6228194,2.6004796,2.5736547,2.1112447,-0.8440741
0.05864352,1.9338151,2.734015,-2.1057792,-0.4603812
0.4802104,2.9147458,-2.7979693,2.1993577,-1.3839551
-2.7552235,1.5718197,-2.725587,2.6051433,-1.1688744
0.95108634,2.4534354,-2.7762668,2.000346,-1.5506604
0.6666077,2.5737195,-2.702846,2.1135828,-1.0574747
2.0170844,2.2146122,-2.9902847,2.107678,-1.9907259
2.7683887,2.449252,2.7347803,-1.791694,-1.8387493
2.7024474,1.6534253,-2.4271736,1.6529862,-1.6052406
-2.0744307,2.0946581,-2.5625463,2.524972,-0.5477733
-2.2207727,-0.06800826,2.8102665,-2.7411642,-1.2428738
-0.20624971,2.8261604,2.7793076,1.6973064,-1.0534354
-1.8257977,2.9513345,-2.7494895,-1.9267597,-1.7277492
-0.7188975,0.97084236,2.569627,-2.2908554,-0.79543465
-0.9659816,2.9294875,2.8765657,-2.202698,-1.653504
-0.2071308,1.949535,-2.3203237,-1.7576395,-0.5608307
2.938226,2.1887374,-2.8496034,1.9520668,-1.6002442
2.1765554,2.7389972,2.991487,2.0486078,-2.0716648
-0.8736691,2.8741987,2.4156265,1.7476397,-1.1204705
-0.038415402,1.9727906,-2.6131427,1.9579608,-0.83419955
-2.3587172,2.3897548,-2.828062,2.016629,-0.90225184
-2.392122,1.5785187,-2.3551023,2.149594,-1.0895724
2.8718858,2.1223495,-2.8978198,2.1312215,-1.6625001
-2.4550393,2.9825866,-2.9982219,-2.4825668,-1.7942344
2.3998108,-0.21706118,-2.6419342,2.4744682,-1.6289155
0.90544844,1.7612436,-2.7805467,-2.7940753,-0.845263
-1.5430379,1.3289039,-2.579129,-2.622523,-0.66973567
-1.6577334,2.3906686,-2.729828,1.8877676,-1.3424494
-1.2694597,2.7650635,-2.523488,2.1725817,-1.6510626
0.62865186,2.4946256,2.504534,1.8874384,-1.2172518
-2.0238645,1.6158881,-2.787882,-2.473115,-0.9887079
2.1949522,2.9035654,-2.7296422,1.8437678,-1.2868078
-1.2260835,-0.18935187,2.7942865,-2.7261734,-1.3432007
-1.6368508,2.7358804,2.2251053,1.6874729,-1.0309155
-0.32594007,2.289433,2.4645772,-1.9397836,-1.2918817
2.8499606,2.7492423,-2.7257266,1.7467159,-1.7587944
-1.002542,2.5243504,2.3923419,2.4004993,-0.86929685
0.26920342,2.5958278,-2.7320507,-1.7630372,-1.3426039
0.46064106,2.3376954,2.277907,-1.9911957,-1.3712256
-1.7741023,0.34481186,-2.7572618,2.457801,-0.96183634
-2.913264,2.191496,-2.4905493,2.8317733,-0.6506645
-0.86693096,2.890863,-2.9693418,2.7451878,-1.8172609
-0.99148124,2.9612746,2.7112482,1.6347821,-0.6033057
1.7244108,1.7712221,-2.9250646,2.482266,-1.891137
-0.9072394,0.8322478,2.4337068,-2.3475761,-1.5471171
1.2747521,2.5606134,2.532746,-1.8576347,-1.8944515
-0.7210328,1.3880022,-2.6752117,1.9148889,-1.2776545
0.6023681,2.5941427,-2.9951866,2.3322115,-1.8440336
