parameter_1,parameter_2,parameter_3
0.5307508,1.0017761,-0.5817975
1.5760205,1.6949424,-1.4841487
2.869698,1.4625076,-2.0012686
2.3074133,1.8337424,-1.9666902
1.1373591,0.84695274,-0.76789427
0.8051459,0.47678816,-0.547878
1.8251622,0.9737618,-1.2060897
2.9645967,0.15939905,-1.2666808
1.0037386,0.25118464,-0.54131633
2.032418,2.0112522,-1.9449716
2.6966352,1.8421907,-2.1877618
1.2929304,0.5035443,-0.8014154
0.9417521,1.3994967,-1.2213132
0.6960312,1.0513821,-0.78733003
1.8116922,0.7458274,-1.160514
0.35413268,0.7125939,-0.58379436
1.632774,1.886416,-1.5920362
2.078524,2.1577177,-1.9244643
0.3815982,1.4374019,-0.7303669
1.9638765,1.101233,-1.3340952
2.8448632,1.5280606,-1.9848475
2.6063423,0.12767886,-1.0456847
2.459951,0.78638154,-1.3810301
1.6866417,2.1897912,-1.7756053
1.316149,0.9175416,-0.96046305
0.37272626,1.3369756,-0.8658179
2.1416092,1.1448212,-1.4581677
0.51296085,1.8810737,-1.1997645
0.7327081,2.0685124,-1.2428572
0.15877776,0.38777938,-0.19850983
2.1076694,1.2250422,-1.4449672
1.1541238,1.088561,-0.9726345
2.2865415,1.2237293,-1.6496972
2.6137311,1.2734537,-1.6575538
2.2149153,1.1841931,-1.5112509
2.9838805,0.98629516,-1.6402957
0.34867278,1.931789,-1.1346027
2.2351205,0.7803272,-1.2880832
1.1773311,1.0269245,-0.96530867
1.6596159,1.0037185,-1.031264
0.52953446,0.21131462,-0.225623
1.2592394,1.3515203,-1.0552853
1.4006785,1.2495531,-1.2168173
2.1949525,0.17129843,-0.9477321
2.1135302,2.032984,-1.9799902
0.93106717,1.4321274,-1.1376159
2.970156,1.2923778,-1.8271078
1.0178314,0.88422716,-0.8979267
1.8334718,1.4082212,-1.6709577
0.3500564,1.0464609,-0.4755055
1.1163905,2.4187455,-1.5545202
2.6098673,1.9036976,-2.193362
1.7268943,2.5682085,-2.137409
2.5082643,0.8371239,-1.3725158
1.3854684,1.6287957,-1.4003412
1.6585853,1.5846567,-1.5459007
1.4982781,1.5351859,-1.3780904
2.7583756,2.4901867,-2.539885
1.2589123,1.1464804,-1.0039692
1.4764155,1.0180869,-1.1630272
0.6065667,0.49087417,-0.41970184
0.7699751,0.8871519,-0.8046822
2.0741425,2.422401,-1.9626392
2.1227047,0.03138913,-0.7986878
1.4049368,1.40593,-1.019423
1.1451536,1.3581887,-1.0397227
2.3518922,0.19591847,-1.0712017
2.1207337,0.96598613,-1.2516589
2.2576354,1.8057035,-1.8834286
1.3684205,0.6325217,-0.935866
1.8837247,0.14033487,-0.8877713
2.388895,0.76117986,-1.2311895
0.21005923,0.5113053,-0.2625369
2.9888136,1.9578333,-2.356458
1.9222574,2.3465812,-2.0681744
0.53070176,1.8820752,-1.1264653
0.8888607,0.1710108,-0.31766492
2.0544994,0.9430159,-1.2032932
1.6406186,0.5649987,-0.97381777
1.7209138,2.1763124,-1.8258688
0.61885554,1.1491066,-0.87653667
1.1974944,2.4105196,-1.7889123
1.4333404,1.4667777,-1.3955706
2.1067736,0.8866145,-1.4270302
2.8346245,0.6085511,-1.5130696
0.5568822,0.30742994,-0.26566592
0.68720496,0.22511391,-0.36022884
1.2470963,0.09386753,-0.48070544
2.6180265,1.9002047,-2.1748521
0.30371228,2.247891,-1.2315392
0.39069417,1.3585461,-0.8775608
1.959659,0.69846153,-1.1873974
1.4479028,0.73642707,-1.0100338
2.792432,1.2585768,-1.9143944
1.4872415,1.5209227,-1.4098428
2.5720587,0.41095844,-1.2125368
0.23768911,0.86489964,-0.56498533
1.9156706,2.1120977,-1.8293512
2.9633784,1.5245574,-1.963256
1.4167173,1.4199787,-1.3405933
2.9169445,1.0333863,-1.689027
2.4351385,1.5762194,-1.8922634
2.3755126,1.4547925,-1.8823751
1.0201125,0.58152944,-0.531508
1.8120036,1.6912055,-1.568188
0.74306005,0.772448,-0.6751358
0.24049705,0.9926948,-0.4617636
2.5969818,0.8331135,-1.4855537
0.3428496,1.7378277,-0.97148734
1.7444122,2.6161523,-2.1014416
2.2104945,0.8108665,-1.2935404
0.35207412,2.408203,-1.4831833
0.34973845,0.8469885,-0.6138975
0.7231526,1.693591,-1.1174909
2.0178156,0.3855634,-0.97483444
2.0391555,0.11819528,-0.8965366
1.183832,0.48988163,-0.6652288
0.6677193,1.5098622,-0.95552516
1.5468203,2.034086,-1.528753
2.0724993,1.3510344,-1.5438851
2.5501804,1.8757747,-2.0476058
1.7966281,1.5222319,-1.5689734
2.1887903,1.3247411,-1.6546588
0.27794626,1.3307498,-0.6770131
0.14333363,2.794168,-1.5524969
2.7739608,0.8033516,-1.5770396
0.15108551,0.13672505,-0.09609
1.1420465,1.0624559,-0.93043023
2.697705,2.6048133,-2.572056
1.7446918,1.3583237,-1.2751065
2.731578,0.36858892,-1.3045353
1.9041102,1.0007371,-1.3423792
2.9944358,1.4676083,-1.9030026
0.95599866,0.51940805,-0.63349366
2.725468,0.92574364,-1.6113735
2.3237712,2.9223957,-2.4525037
2.1562648,1.5244057,-1.7060475
2.6932442,0.3085724,-1.1961987
1.1807406,2.0453193,-1.3901196
2.761226,1.4273357,-1.8377054
0.51502615,1.2753313,-0.72479635
1.8686844,0.712739,-1.0905436
1.5515239,0.7159144,-1.0465562
1.6467853,1.6487355,-1.4820963
1.2632815,0.8073291,-0.8719292
2.8854265,2.1574333,-2.3623507
1.9596474,2.0430937,-1.7507395
1.7476978,1.0069859,-1.1787431
2.154046,0.50454324,-1.0915356
2.0635753,2.8451211,-2.2779167
1.4341352,1.7767535,-1.345378
2.8125038,0.23824468,-1.3574191
2.662582,0.7280087,-1.3998328
2.4161432,0.27114573,-1.1487459
1.8171695,2.637877,-2.0962288
1.8468431,0.25820693,-0.89738643
2.870203,1.0282319,-1.6433408
2.8082595,0.7080298,-1.4468808
2.9355917,2.552018,-2.5603068
1.7666851,1.2035939,-1.450971
0.96197355,0.124026954,-0.45610896
0.923149,0.39411104,-0.4840555
2.2817736,0.57771033,-1.2631216
2.4876385,0.5442765,-1.2686764
2.375767,0.8424387,-1.2821766
0.047351092,2.3912926,-1.2765317
