parameter_1,parameter_2,parameter_3
2.9611783,1.9691222,-2.5246825
0.8539066,1.2305734,-1.1527072
0.076232225,1.7391455,-1.0998499
1.2371478,0.4092845,-0.8777632
2.1465669,0.936898,-1.6113315
1.8282642,0.59256685,-1.1614983
0.8295408,2.1285093,-1.6500996
1.0063986,2.6173933,-2.0702436
2.139465,1.1772312,-1.6495003
0.3265489,1.9739631,-1.3839926
0.7042473,2.9035504,-2.049708
1.7304524,1.2817935,-1.5531555
2.0318074,1.3225211,-1.7219204
0.30755165,2.09086,-1.4034773
0.18246296,1.0498902,-0.76118416
2.8402224,2.5513597,-2.8131735
1.3171668,2.8536081,-2.3427494
0.92391676,2.9240673,-2.2289133
0.2981443,0.9352816,-0.72910655
2.6841702,1.3242996,-2.1086981
2.7393858,0.39019346,-1.6387156
1.7488184,2.3802874,-2.2206645
2.012797,1.2331691,-1.6109942
0.29518303,1.1065319,-0.90698457
1.4166538,2.6480536,-2.2463422
2.2658942,2.941643,-2.7387586
1.8724637,1.0389903,-1.4820912
0.85079163,1.301254,-1.2130955
2.9153526,0.9746822,-1.8831875
1.155152,1.4763671,-1.4917413
1.0125567,2.6410184,-1.9935578
2.8281116,2.7059944,-2.845761
1.6652718,1.0458133,-1.4358728
2.405869,0.10512146,-1.206491
0.16973493,1.969523,-1.2960339
0.58688676,0.46919718,-0.6304823
0.10291595,2.6520762,-1.677007
1.567371,2.8856747,-2.5027616
0.8358232,1.9430395,-1.6725398
1.970314,0.59440947,-1.2842449
0.5717861,2.7884672,-1.9939134
1.8906157,2.1491404,-2.191171
1.7660345,2.0137753,-2.0370476
2.8458889,2.7310677,-2.9199016
0.86753017,0.30196857,-0.5865193
0.14734115,0.9795284,-0.6965316
1.1807292,1.2270943,-1.2365594
1.4036528,1.6310858,-1.7370018
0.44662404,2.3716154,-1.7191825
0.8839989,0.89210904,-0.9633299
2.8664944,2.5287008,-2.8092418
0.5919529,1.1125853,-0.9668171
0.9746976,2.2051086,-1.7561163
1.5235612,2.330749,-2.0717516
0.82873213,2.2469492,-1.7436885
1.3208534,2.682036,-2.1978447
1.1383704,2.3351936,-2.032133
1.2454875,1.293606,-1.4230695
0.42470628,0.4770131,-0.57181
0.24460606,1.2463695,-0.9041866
0.4441684,1.5260946,-1.1399282
0.4972206,1.171354,-0.94315976
0.23955795,2.4322171,-1.6093987
2.1931705,0.95401335,-1.6387527
1.5836465,1.352503,-1.5357947
2.0913932,2.3536942,-2.3191772
0.91923416,1.86007,-1.6799811
0.6332317,0.23410204,-0.49353847
1.3782828,1.0247855,-1.184592
0.6330149,0.15443873,-0.37913334
0.368789,2.5842175,-1.7401621
1.9834735,0.10736748,-1.0288688
0.061656326,2.67322,-1.6591512
0.3209078,1.5913495,-1.1658875
2.8293335,1.6032764,-2.1683059
0.48072627,2.5650587,-1.7617611
1.2050653,2.2427216,-1.9354705
1.7039934,1.5148892,-1.6966364
0.72368693,0.8881812,-0.94789916
0.23314863,1.2451946,-0.97439754
0.37591815,0.72290224,-0.69482976
2.773702,1.5163594,-2.2989798
0.26605016,1.2017986,-0.893517
0.12965578,0.030662593,-0.09547688
0.2032725,2.5673962,-1.6587764
