parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
0.24265997,-0.012214854,0.35023278,-0.16082026,-0.040376656,0.32197523,0.31854504,0.58259195,0.010504574,-0.006192319
0.33031464,0.32869345,0.06926869,-0.03410101,-0.045661632,0.02305597,-0.19718342,0.4725803,-0.36622906,-0.32450706
0.22994953,-0.21044777,0.26572868,-0.54445636,0.18699947,0.39136672,-0.2732799,0.49738115,-0.13821664,-0.017882608
0.36087912,0.20150155,0.304776,-0.2816562,0.30021286,0.24977608,0.03070873,0.4664867,-0.33081448,-0.029566213
0.23504406,0.5251912,0.59311175,-0.36053318,0.102806166,0.20571345,-0.11900374,0.25437257,-0.123098396,-0.022745818
-0.11758283,0.093449675,0.32371804,-0.26957697,0.17684902,0.38661677,-0.11848875,0.6489352,-0.2442553,-0.2506572
-0.046994016,-0.22102581,0.017907158,-0.21709143,-0.058369365,0.10232861,-0.32768124,0.41292796,0.113005236,-0.10454876
0.4077114,0.025766125,0.15978011,-0.40940008,-0.36300263,0.025172241,0.15751718,0.514663,-0.06904809,0.06819111
0.29719827,0.28406173,0.35590243,0.096081555,-0.2278282,0.14350373,-0.17068319,0.027022272,-0.34494787,-0.16190866
0.39627293,-0.17975852,0.28639278,-0.69633317,-0.21750738,0.20944211,-0.12598887,0.33746508,0.12143679,0.0362792
0.24840903,-0.17301205,0.21588,-0.22457899,-0.06871176,0.32209268,-0.2919362,0.5129301,-0.15130632,0.13764934
-0.055919066,0.2195169,0.33671278,-0.33773077,0.16797625,0.09322928,-0.46854085,0.46055716,-0.07992122,-0.06505917
0.46852437,0.3447643,0.5417882,-0.3123264,0.06376614,0.24949762,-0.4323396,0.48041818,-0.5941167,0.21336664
0.18755156,0.4667427,0.7192352,-0.702108,-0.47416404,0.015860513,-0.18964784,0.3445003,-0.062394038,-0.6747537
-0.123075694,-0.16946293,0.28113568,-0.386264,0.32449123,-0.30045277,0.42034024,0.40641442,-0.4118272,0.022527829
0.17602663,0.17959929,0.28394908,-0.33836794,-0.26349705,0.120461494,0.108618975,0.4400996,-0.44603705,-0.55981904
-0.13593692,-0.06532183,0.2510694,-0.35816455,-0.026712304,0.1167453,-0.16507114,0.20608096,-0.27280354,-0.06579294
0.2790535,0.21266958,0.06648491,-0.13109377,-0.18747823,0.3898983,-0.42412412,0.8135096,-0.17694242,-0.14662315
0.13085148,0.03312657,-0.21417332,-0.31013685,0.15916826,-0.016536385,0.093018994,0.22950636,-0.29723856,0.02140814
0.12777534,-0.14040351,0.19871452,-0.46141198,0.0704951,0.3142439,-0.11636244,0.21154791,-0.33752504,0.13508107
0.2516172,0.04062994,0.39492542,-0.33075938,-0.02930686,0.0002873987,0.07808459,0.5639781,-0.63025135,-0.3717568
0.35572463,0.09226317,0.15012717,-0.17187047,0.121831775,0.52686006,0.096211314,0.3365899,-0.07400554,-0.34544283
0.317012,-0.076418914,0.23320997,-0.5683688,-0.0020683073,0.42078507,-0.19297613,-0.067074835,0.3294083,-0.1961115
0.26332965,-0.22092326,0.16028728,-0.6631882,-0.14662945,0.19305524,-0.26486057,0.34921825,0.23907532,0.17051591
0.19517468,0.3604477,0.2920473,-0.34273967,-0.15468656,0.73533946,0.043533504,0.26856515,-0.18413645,0.0994941
0.12736882,0.11168128,0.15336423,-0.11502899,0.12701483,-0.006743297,-0.12064813,0.30896747,0.049638018,-0.32036293
-0.18579078,0.058262505,0.3907258,-0.25192782,-0.35194305,0.046561897,-0.28681782,0.28576767,0.11978634,0.049497545
0.3124631,0.004156217,0.31315604,-0.42882478,-0.56600416,-0.23107697,-0.3612572,0.6880342,0.19967635,0.31483024
-0.007922888,0.11248943,0.059895843,-0.49822515,0.00620066,-0.18098609,0.0511242,0.20292996,-0.14580803,-0.2147063
0.55912364,0.25372505,0.10687453,-0.19044003,-0.18742496,0.29233712,-0.351883,0.33154798,0.01580508,-0.17855309
0.013235062,-0.303011,0.18175547,-0.39438993,0.12687227,0.3780738,0.025589481,0.4461159,0.40217942,-0.105805635
0.042344682,0.278803,-0.12229803,-0.3702228,-0.266372,0.6816201,0.19137435,0.29014656,0.20057593,0.22012202
0.11291677,-0.010626301,0.24945515,-0.237703,0.058008175,0.17035219,-0.24530219,0.31222096,-0.48073202,-0.13956472
0.12144283,0.19470099,0.34530026,-0.2950835,-0.4467701,0.32787892,-0.3606485,0.6846632,-0.14142309,0.077855945
-0.16366887,-0.44177657,0.35381716,-0.8329897,-0.072157785,-0.11840713,-0.038968123,0.52080846,-0.24591061,-0.45546687
0.11707151,0.27646548,0.3389584,-0.38220313,-0.24573259,-0.06618035,-0.2863096,0.0048474967,0.06392823,-0.26947045
