parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
0.6348432,0.57197785,0.25892377,0.3397018,-0.280739,-0.4464706,0.023552155,-0.19463676,0.033853322,0.5080104
0.4261609,0.31683913,0.15648866,0.05761351,-0.3802807,0.044322867,0.21428968,-0.36057177,-0.26206726,-0.30783355
0.45700225,0.32142928,-0.1560356,-0.1748723,-0.6504683,-0.03370647,0.2542507,-0.5045278,-0.37347728,0.08145194
0.98475647,0.3584188,-0.30824086,0.24981098,-0.79803395,-0.283999,0.18372029,-0.23328453,0.07829329,-0.11643399
0.86520106,0.63071764,-0.39659163,-0.22942948,-0.6506766,-0.32021427,0.058323864,-0.44297978,-0.37967676,-0.24276917
0.33670783,0.07686937,-0.16632584,-0.0670086,-0.3685101,0.3188963,-0.16527085,0.20438492,-0.4477881,0.29645318
0.8517812,0.555841,-0.20638108,-0.3915609,-0.5545958,0.2846612,0.11418401,-0.116737396,0.17258337,0.39028317
0.35261714,0.3719405,-0.5010619,-0.23610744,-0.23600757,0.40345687,-0.05104895,-0.10798219,-0.5149487,0.13389476
0.19884652,0.06793079,-0.11803696,0.077597074,-0.27448446,-0.10700256,-0.10545138,-0.103503585,-0.26511648,0.02219142
0.28490335,0.31364015,-0.17406854,0.25212702,-0.33712527,-0.16614321,0.26976863,-0.10156475,-0.5288111,0.4701988
0.43746722,0.7864908,0.015131392,-0.025600623,-0.402377,-0.45398048,0.18171152,-0.15425737,-0.098246224,0.53814113
0.18055528,0.2644725,-0.12616454,0.2006293,-0.5440705,-0.004251778,-0.075732574,0.09702067,-0.6762171,-0.06877445
0.19397801,0.23493941,0.0967736,-0.07326015,-0.16654772,0.22583547,0.22439307,0.028351367,0.14854649,0.47863168
0.18650267,0.37334776,0.027532317,-0.03924548,-0.5632509,-0.14903003,-0.4456668,-0.31850496,-0.20440236,0.46349913
0.8686372,-0.05721721,-0.20782155,-0.16581574,-0.50628084,0.28459522,0.17658013,-0.24773982,0.21580976,-0.031537235
0.43966612,0.13475515,-0.32055843,0.1860972,-0.75415695,0.21534231,-0.21537146,0.16586584,-0.13439791,0.24800347
0.56882775,0.12029581,-0.055671778,0.19227044,-0.37044162,-0.62006724,-0.051525995,-0.19353959,-0.04092972,-0.07601458
0.21416205,0.30577996,-0.08099116,0.24883585,-0.43164414,0.14102504,0.0110431,-0.6315,-0.64850533,0.5121722
0.47174805,0.1788507,0.12087969,0.046569508,-0.30919212,-0.11906637,-0.21704295,-0.26450837,0.11582473,0.23210146
0.4123049,0.15822029,0.040301047,-0.095004015,-0.46474797,0.019973986,-0.3700113,-0.0043165833,-0.4829863,0.60371876
0.44788706,0.52188855,-0.56560886,-0.119259045,-0.4764359,-0.1214959,0.13081059,-0.12110576,0.07170293,-0.00906007
0.7092904,-0.053358138,-0.4561914,0.21351217,-0.10445964,0.07854495,0.1626672,0.30268988,-0.33905727,0.14712764
0.35648736,0.75550556,-0.069331504,0.10376849,-0.5195396,-0.16990507,0.055176668,-0.11972222,-0.06838175,-0.24822934
0.10583186,0.08404875,-0.07985504,-0.164193,-0.451827,0.06023061,-0.16380948,0.10259287,-0.52773845,0.3185571
0.49854705,-0.10706249,-0.14870597,-0.17747922,-0.8460783,0.15890794,-0.028363137,0.056181014,-0.033196583,-0.09638837
0.7055757,-0.01791054,0.089421935,0.28856125,-0.29509833,0.18198362,-0.0015103426,-0.4384183,-0.12842187,0.34254375
0.14042535,0.30381674,0.0024800003,0.32302934,-0.37123463,-0.093378484,-0.054921016,-0.41769662,-0.4600434,-0.033884615
0.57941306,0.24514125,-0.48155832,-0.2286443,-0.45664623,0.19835778,-0.38042858,-0.09297824,-0.105980635,0.1146571
0.51228553,0.40581852,0.07461613,-0.09705813,-0.47699752,-0.29788688,-0.09651085,-0.17273659,-0.59339637,-0.23934214
0.6692385,0.15947977,-0.14133759,0.19432269,-0.33539718,-0.09256431,-0.21973866,-0.104960516,-0.27134854,0.20929083
0.601884,0.4274618,0.1612196,0.016578862,-0.16362429,-0.12019886,0.42293108,-0.030782647,-0.21410023,0.46465194
0.54735005,0.24618058,0.09129063,-0.50094956,-0.52890235,-0.22088519,-0.073296405,-0.121313535,-0.12390773,-0.01715146
0.28265843,0.042478025,-0.08788909,0.1345441,-0.3774592,-0.0005869174,0.16165774,-0.025456868,-0.20291829,0.09403723
0.5547671,0.07068281,-0.35925627,0.29739535,-0.7588731,-0.24582317,0.59592575,-0.7465597,-0.30299526,0.44400734
0.6089732,-0.12646735,0.2020671,-0.19697535,-0.31776273,0.43337506,-0.20485221,-0.08220136,-0.3059153,0.28849465
0.2760238,0.42800868,-0.23390019,-0.06374302,-0.27018398,0.09866876,-0.07494686,0.20021024,-0.5133071,0.27756196
0.8165971,0.65530556,0.037889324,-0.13387647,-0.38770315,-0.065963306,0.363093,-0.20061249,-0.31406134,0.18834533
0.79504853,0.40248352,-0.15790582,-0.38566092,-0.72413415,-0.019801192,0.19878115,0.21532279,0.009042725,0.04952632
0.70955837,0.37604105,-0.51006085,0.004938608,-0.34699184,-0.2860339,0.03190437,0.016161472,-0.5187762,0.15550284
0.18296242,0.31831872,0.08837385,0.10747933,-0.46188277,0.08411281,-0.12071236,-0.09319754,-0.18348952,-0.009952262
