$\alpha$,$\beta$,$\gamma$,$\delta$
1.2803605,0.045191314,0.9862925,0.1628584
1.2837087,0.04025405,1.0102296,0.1689184
1.2961258,0.040683355,0.9915764,0.16026834
1.2681646,0.04185293,1.0164031,0.17208552
1.270485,0.039945446,1.0118023,0.16773997
1.2797792,0.03751388,1.0070223,0.16307566
1.2934599,0.04690436,0.97611916,0.16241886
1.2803841,0.042115346,0.99987066,0.16617605
1.2924472,0.041933853,0.9823457,0.1601434
1.2878941,0.041650802,0.9961254,0.16487585
1.2842004,0.044821493,0.9897068,0.16526558
1.2776387,0.04352674,0.98674,0.16267528
1.2799773,0.04131839,0.99189454,0.16194674
1.2800727,0.0424399,0.99011546,0.16270489
1.2740238,0.041524254,1.0072888,0.16829401
1.2758937,0.045380227,0.9930527,0.16680102
1.2948785,0.051940553,0.95882595,0.16060095
1.2843564,0.041654963,0.9898099,0.16233163
1.281726,0.046841394,0.97609794,0.16197115
1.2905507,0.04704839,0.9744842,0.16284049
1.2613916,0.040206235,1.0064759,0.16436192
1.2765361,0.043751035,0.9898044,0.16404118
1.2758853,0.042086627,0.988092,0.16102764
1.2717648,0.042249043,1.0027329,0.16682644
1.2690616,0.041618235,0.9931792,0.16181305
1.2731375,0.042186435,0.99659985,0.16306962
1.2765214,0.04004218,1.0056136,0.16591088
1.2861809,0.044317223,0.9853368,0.16222472
1.2821412,0.038408108,1.006917,0.16476512
1.2645155,0.043029882,1.0067242,0.16886295
1.2647941,0.03973261,1.0084051,0.16675828
1.2803402,0.04633862,0.98509383,0.16550647
1.2817127,0.043590993,0.97903556,0.15863952
1.2901081,0.045233827,0.9691237,0.15765092
1.2647196,0.040075563,1.0141848,0.1686879
1.3093151,0.045553856,0.9746388,0.1623104
1.2799357,0.042562086,0.98945284,0.16279021
1.3079456,0.04537379,0.96958417,0.16002963
1.3110489,0.05060714,0.96122795,0.16206582
1.2891909,0.04510902,0.98690397,0.1653806
1.2777593,0.03955948,1.0161607,0.1690822
1.2814881,0.043330256,0.999278,0.16765392
1.2849314,0.039848812,1.0038699,0.16571666
1.2915573,0.046209484,0.97615546,0.16314314
1.2843071,0.042706363,0.982353,0.15972087
1.2838993,0.041877463,0.99882084,0.16547403
1.2675493,0.03712133,1.0241636,0.16825363
1.2882191,0.046761848,0.9683271,0.15884964
1.2672247,0.043076415,0.9903617,0.16285346
1.2880504,0.039575703,1.0045328,0.1656034
1.2653639,0.041202467,0.9964071,0.16426848
1.2886492,0.042081106,0.9989881,0.16620412
1.2844099,0.040287662,0.9884277,0.15815236
1.3040587,0.046347737,0.97893506,0.164701
1.253891,0.041397065,1.0135667,0.16861427
1.2870861,0.045389935,0.9811289,0.16276073
1.2819402,0.040001303,1.0056536,0.16605194
1.2854692,0.04093711,0.9993772,0.16488904
1.2845799,0.046090335,0.97699213,0.16127665
1.3066088,0.04411568,0.97843194,0.16180885
1.281742,0.04137793,0.9937898,0.1637288
1.2860714,0.03951901,0.9962288,0.1612809
1.2807335,0.043690376,0.989806,0.16468914
1.281254,0.046924703,0.9803722,0.16436693
1.284607,0.045446016,0.9763557,0.16024232
1.2976466,0.043504223,0.9794125,0.15977383
1.283123,0.042050216,0.99563366,0.16388932
1.2847834,0.03906864,1.0028456,0.16274883
1.2794123,0.042597625,0.99131197,0.16356349
1.295074,0.04539464,0.9727448,0.16086902
1.2887365,0.043135013,0.98736924,0.16340503
1.3109736,0.04566757,0.9648333,0.158196
1.2901633,0.04065513,0.9967379,0.16476345
1.2775854,0.042240046,0.9960742,0.16422018
1.2704862,0.043272343,0.99640566,0.166074
1.2845404,0.04425952,0.9733384,0.15819955
1.2867327,0.043161556,0.9961381,0.1663989
1.288995,0.043123722,0.9937642,0.166689
1.2809494,0.043353476,0.99264836,0.16394302
1.2695943,0.039810847,1.0012796,0.16249119
1.2784165,0.0416572,0.99777776,0.16539545
1.3245919,0.046373203,0.9548836,0.15535949
1.2739055,0.042096462,0.99974793,0.16573152
1.2828529,0.047241643,0.97360516,0.16142158
1.2635182,0.04100284,1.011002,0.16822352
1.2680596,0.04352986,0.99174774,0.16302502
1.2905729,0.046572845,0.98503584,0.16636279
1.2862395,0.043158233,0.99259967,0.16372104
1.2879094,0.04152786,0.9998652,0.16672677
1.2787,0.042776585,0.9908643,0.16293827
1.276836,0.047364302,0.9829571,0.16359638
1.284254,0.044958316,0.978382,0.16116798
1.2881153,0.043480944,0.98190284,0.16172796
1.2703589,0.044780478,0.98692864,0.16306405
1.2841291,0.04625307,0.9809095,0.16348219
1.3033062,0.042626724,0.9808844,0.16086337
1.2833728,0.04223123,0.99765736,0.16603293
1.2801821,0.037799586,1.008806,0.1632732
1.2814809,0.04065379,0.99697435,0.16254017
1.2844743,0.042896774,0.99307156,0.1649087
1.2763108,0.046196412,0.9831353,0.16526663
1.2907662,0.042875115,0.99383855,0.16605842
1.2737066,0.039169114,1.0022807,0.1636265
1.2747377,0.04381326,0.98372823,0.16037664
1.2831612,0.047282524,0.9831499,0.16621038
1.2789754,0.04251023,0.987457,0.1620523
1.2792536,0.03961137,1.0033208,0.16500166
1.2681078,0.04064786,0.99997044,0.16285428
1.2928824,0.0449052,0.97737074,0.16223294
1.2872554,0.04839451,0.97487396,0.1628503
1.2769909,0.042919442,1.0011545,0.1685048
1.2719657,0.040822938,1.0071452,0.16783178
1.2673341,0.042435974,1.0073166,0.1685524
1.2793335,0.043639325,0.9959258,0.16677429
1.2788203,0.039802533,0.9989781,0.16147389
1.2580897,0.03581181,1.0269035,0.16743088
