$\beta$,$\gamma$
0.6637551,0.100631505
0.7044999,0.09510027
0.68574446,0.09247381
0.67359424,0.10213844
0.68337715,0.090529345
0.67482424,0.09612965
0.68801534,0.09251454
0.6856434,0.092515625
0.67991376,0.09487489
0.7014597,0.089380406
0.69045097,0.095432036
0.676569,0.091568135
0.66686076,0.09573887
0.6891344,0.09325957
0.68908215,0.098329045
0.69062287,0.094574854
0.6894517,0.08859758
0.679434,0.09795608
0.7048336,0.086704455
0.6864316,0.0956335
0.67837936,0.09175334
0.6935541,0.09418106
0.6836568,0.09489285
0.67359436,0.09254382
0.6845796,0.095310025
0.67307705,0.09500722
0.689081,0.09250413
0.68177176,0.09626522
0.6874656,0.08891016
0.6877334,0.0962587
0.6878363,0.09306802
0.69211084,0.0911822
0.66692895,0.09553922
0.6950694,0.09191966
0.6782194,0.093480736
0.6856749,0.09496557
0.66946554,0.09870516
0.6881625,0.09518967
0.69672143,0.08857922
0.683925,0.09523757
0.6797395,0.09053681
0.6960502,0.090294085
0.6708736,0.099895194
0.6726036,0.10008906
0.6856386,0.10058084
0.68665123,0.0947385
0.6787147,0.09283127
0.68728983,0.09359715
0.6981222,0.09248563
0.6707307,0.09906174
0.6721154,0.09763339
0.6801194,0.099990726
0.6854033,0.092995085
0.68628234,0.09780487
0.7044258,0.09525312
0.69236606,0.09100975
0.69791394,0.09609718
0.6726974,0.09945119
0.6980245,0.09261244
0.69500905,0.09934786
0.69047505,0.09677081
0.69180197,0.093776494
0.6795647,0.09268648
0.67651135,0.10203721
0.6863549,0.0962155
0.6735043,0.100635126
0.6881709,0.09366463
0.68953645,0.09324636
0.6787886,0.09676712
0.70468134,0.08995038
0.6809487,0.098384194
0.6783136,0.09421753
0.68615466,0.094203494
0.69871634,0.09147576
0.68886834,0.08907744
0.66191095,0.100036
0.6831642,0.09312588
0.685276,0.09408875
0.69139344,0.0975801
0.68329453,0.092066765
0.6933317,0.09888203
0.6863296,0.0977874
0.68507993,0.091637515
0.668891,0.0924537
0.68675894,0.09179262
0.68823624,0.09788885
0.6860418,0.093525454
0.6689679,0.098122396
0.67612344,0.09273454
0.68107516,0.0941818
0.6809125,0.09419667
0.67335033,0.094546
0.69329935,0.09049022
0.68224597,0.08862549
0.69718176,0.092355736
0.6950539,0.09478723
0.6898653,0.091607265
0.68491066,0.097394906
0.68413717,0.09131047
0.66459626,0.09849955
0.67974454,0.093092605
0.67806494,0.09808586
0.67653745,0.09640172
0.69541615,0.08990898
0.6831118,0.09490425
0.6980064,0.08786461
0.6878388,0.09215797
0.68292725,0.09644195
0.68181384,0.097315475
0.691165,0.09121647
0.69539154,0.09392193
0.6848742,0.09297613
0.6903395,0.09118381
0.6609689,0.09616179
0.6874315,0.09587134
0.6906936,0.09345411
0.6831052,0.09702813
0.6671007,0.09623147
0.7033987,0.08661866
0.6813978,0.092635006
0.68180865,0.09813734
0.6789222,0.09798213
0.67168504,0.09898879
0.66223437,0.095107436
0.6670111,0.09450489
0.6791443,0.0937809
0.6698185,0.09602836
0.68799806,0.09857623
0.6889989,0.09239833
0.6707947,0.09513015
0.6769931,0.102871455
0.6853781,0.094744325
0.6814634,0.09120727
0.6817407,0.09653056
0.6815373,0.09730315
0.68561715,0.09129199
0.6920753,0.09327351
0.6613525,0.098587215
0.6754663,0.09450584
0.6932595,0.09259981
0.6923721,0.09433817
0.6793499,0.09896413
0.69430894,0.090387
0.6863529,0.09086806
0.68211305,0.09137256
0.6829474,0.09391949
0.67762345,0.09283561
0.67960596,0.09402836
0.6919822,0.08822114
0.68480873,0.09809124
0.679512,0.09243997
0.6705463,0.09403327
0.68107355,0.09585886
0.6872837,0.09216562
0.70202047,0.08934896
0.67108136,0.1010674
0.6781967,0.09068908
0.66837716,0.09587195
0.69275016,0.0939646
0.6811305,0.09046625
0.6894894,0.099129505
0.67761886,0.101227626
0.677484,0.09534714
0.69616216,0.09471684
0.6937717,0.09363708
0.6753297,0.091341496
0.6850794,0.09158986
0.68538326,0.096460395
0.6675051,0.10376469
0.6882543,0.09158796
0.67938423,0.0951429
0.70076174,0.08851024
0.6759042,0.08949406
0.6950245,0.09175117
0.66898423,0.095751844
0.6880332,0.09309101
0.6699681,0.094269186
0.6812366,0.09341768
0.6904094,0.09490106
0.6949296,0.09206481
0.6887285,0.08959416
0.68581414,0.08801055
0.67817146,0.089555874
0.67284167,0.09517453
0.6752212,0.093387134
0.68446344,0.09829168
0.6916388,0.09388851
0.6714588,0.09821297
0.6850335,0.098646365
0.6785055,0.09554163
