parameter_1,parameter_2
-0.009394795,0.7460592
-0.8918036,0.0423809
-0.7296853,-0.0032340586
-0.8951056,0.06289905
0.00877732,0.7712625
-0.0016329288,0.8445244
-0.8855138,0.004672259
-0.011717141,0.7697352
-0.84141743,-0.0021664202
-0.013142675,0.784032
-0.8066956,-0.013567865
-0.07873991,0.9030931
-0.87441015,0.025315076
-0.754388,0.019209296
-0.8995368,0.087395966
0.013004333,0.78919876
-0.094527364,0.90981007
-0.73410964,-0.007906646
-0.14506954,0.8852958
-0.80424654,-0.0058856905
-0.0064899027,0.7835549
-0.8722464,0.14453843
-0.74163103,0.016537517
-0.7976384,-0.010614872
-0.861128,0.016558409
-0.78958243,-0.01745367
-0.7668075,-0.0018031001
-0.902836,0.060055435
-0.8899494,0.14177996
-0.8813097,0.074599385
-0.028075933,0.8598659
-0.006910175,0.7413056
-0.14469954,0.8940594
-0.91347027,0.12840274
-0.8635942,-0.004324734
-0.89996994,0.06260368
-0.03135249,0.86826324
-0.8112843,-0.00813821
-0.89510286,0.14691186
-0.012009859,0.78216916
-0.86965644,0.005975157
-0.7805886,-0.009526879
-0.00890255,0.8657387
0.004889339,0.8626256
-0.038776815,0.8779629
-0.057210147,0.89980316
-0.010519475,0.85732985
-0.124997854,0.900156
-0.11348328,0.88959503
-0.023454577,0.8563646
-0.8948495,0.0782184
-0.121602446,0.9002695
-0.06735301,0.90013325
-0.16228786,0.87420726
-0.86816514,0.15880063
-0.8945181,0.09064323
-0.87502325,0.15462884
-0.8425704,-9.280443e-05
-0.023072422,0.85355026
-0.020971,0.85774106
-0.12005153,0.89189994
-0.015868545,0.76809555
-0.88887537,0.080037504
-0.8461572,-0.00799796
-0.15841004,0.8929734
-0.026617825,0.86615556
-0.0021129847,0.7859019
-0.8824478,0.042550206
-0.8953042,0.06275773
-0.096707195,0.8958751
-0.012800783,0.74069273
0.002496153,0.80994713
-0.09447861,0.916008
0.0019367039,0.8354404
-0.88481903,0.051737428
-0.06947115,0.8901235
-0.87952113,0.08022469
-0.0090173185,0.7282791
-0.03451258,0.88761276
-0.8967701,0.14274737
-0.02587682,0.8660538
-0.7615882,-0.0077137947
-0.86547184,0.15589106
-0.04023218,0.8898126
-0.771885,0.016518354
-0.11968857,0.9082785
-0.0671708,0.88458234
-0.019022286,0.76756936
-0.8855605,0.16511273
-0.77462566,-0.006078422
0.0123539865,0.7893475
-0.057079732,0.89186025
-0.0025107265,0.7731609
0.009173751,0.7788273
-0.8644429,0.034386873
-0.031348497,0.868117
-0.11690527,0.88042635
-0.73215914,0.017759055
0.01684758,0.84268224
-0.0568161,0.88771313
-0.12627831,0.87219226
-0.86597264,0.028173894
-0.11604199,0.88878584
0.016650617,0.76548326
-0.88012195,0.1399512
-0.09449214,0.8939654
-0.77339256,-0.0026263893
-0.018433392,0.8653882
-0.8219439,-0.02390948
-0.075752944,0.88917947
-0.8684326,0.035775244
-0.0026361346,0.8627304
-0.026532382,0.90212786
-0.76275617,0.011802256
-0.011971176,0.84806633
-0.040018857,0.86289424
-0.047378987,0.87367845
-0.05038345,0.8964543
-0.71934724,0.00880903
-0.8545885,-0.01632604
0.002536863,0.7734519
-0.015367866,0.7664549
-0.87800217,0.009463429
-0.9010061,0.06110525
-0.77072835,0.014515549
-0.88328636,0.058757484
0.0031727254,0.84096766
-0.054716647,0.8856269
-0.88669586,0.051355988
-0.014939934,0.86629367
0.002326578,0.806465
-0.8210918,-0.0063146055
-0.025602728,0.7484722
-0.8812629,0.06602827
-0.08691898,0.8864759
-0.91282374,0.0663957
-0.87940955,0.16788432
-0.8889731,0.06079042
-0.9019877,0.07389814
-0.015902728,0.85300434
-0.9197344,0.09707636
-0.03587401,0.8790386
-0.15370923,0.8678859
-0.091370374,0.91181326
-0.030134201,0.8674821
-0.8978989,0.10847211
-0.8496067,-0.0038499236
-0.8900227,0.03545153
-0.078225315,0.8861814
-0.0025665462,0.8460454
-0.018182099,0.7289618
-0.8592528,0.0074880123
-0.88861465,0.077408165
-0.1354945,0.8972069
-0.035862625,0.8977743
-0.84863365,0.01094088
0.006434679,0.81695294
-0.08016279,0.90619886
-0.8876694,0.037427306
-0.75939155,0.008440942
-0.82874835,0.014440477
-0.14164448,0.8852582
-0.8930931,0.057219625
-0.16201225,0.8870028
-0.020793736,0.7352521
0.0017893612,0.8286332
-0.8992101,0.088315874
-0.12531152,0.8988217
-0.011367261,0.7567582
0.013905942,0.79359245
-0.15292612,0.89081156
-0.84711945,0.005487293
-0.8961644,0.09806651
-0.046175867,0.88787997
-0.9109773,0.14528018
-0.84966505,0.031475037
-0.8435104,0.0036172569
-0.8924198,0.021129608
-0.007143885,0.73010004
0.009144545,0.81510377
-0.011414707,0.7375608
-0.9015297,0.079667866
-0.90079767,0.0508703
-0.017809153,0.7319467
-0.043755442,0.8907881
-0.019973516,0.8617918
-0.016652316,0.7545184
-0.05857581,0.9024048
