$\alpha$,$\beta$,$\gamma$,$\delta$
1.5303398,0.08172705,0.9794805,0.041665047
1.4731103,0.0851932,0.97920525,0.04734478
1.4891989,0.07969228,0.99053186,0.044130452
1.5470301,0.08411915,0.97080845,0.040668275
1.4702941,0.077403374,0.998943,0.045906585
1.4787825,0.07828984,0.99641865,0.044749036
1.4887947,0.08268181,0.9810603,0.043927874
1.4574457,0.078394994,0.9965968,0.045073487
1.5005473,0.07936365,0.9886433,0.04503982
1.4912184,0.08666229,0.9690808,0.044779602
1.4553293,0.07600117,1.0058392,0.045784492
1.5171888,0.08284363,0.9731333,0.044657417
1.4696541,0.076164804,1.0038583,0.046580307
1.491095,0.0816486,0.98143184,0.043101203
1.5095015,0.082772404,0.9756564,0.042505793
1.4882821,0.07708882,0.9947577,0.044186313
1.4537387,0.07522548,1.0074692,0.047905974
1.5343548,0.08055311,0.9796476,0.042135563
1.4824834,0.082328014,0.98257154,0.0448107
1.4835862,0.079844564,0.99093944,0.044042483
1.5168806,0.0848536,0.97077453,0.043979913
1.4403867,0.072843514,1.0164232,0.04793472
1.5348403,0.08363396,0.97526383,0.041238938
1.4774107,0.08311475,0.9805683,0.045519754
1.4489199,0.0747789,1.0107881,0.04662165
1.4989082,0.08718986,0.9705031,0.04332194
1.498891,0.081729725,0.9824161,0.043688722
1.4930532,0.07837813,0.9919137,0.04484568
1.5252858,0.08284231,0.9742149,0.042502582
1.4538704,0.077366605,0.9996562,0.04745087
1.4868343,0.07857913,0.98977715,0.044683777
1.5372307,0.08127979,0.9795247,0.040875882
1.4444076,0.07803138,1.0019612,0.049157888
1.4662203,0.07836362,0.99435383,0.04614244
1.4651845,0.07446671,1.00729,0.045871496
1.4708655,0.08000692,0.9909051,0.04619393
1.4903283,0.084715314,0.977086,0.04382177
1.4454725,0.07408933,1.0128472,0.04542695
1.450982,0.07390476,1.013155,0.047555633
1.4975982,0.082555115,0.97889924,0.044232722
1.4527438,0.07007967,1.0218351,0.045756884
1.5098149,0.08268601,0.97828466,0.043329813
1.4883887,0.08028856,0.9879195,0.04451197
1.4800345,0.08151045,0.9860559,0.044934064
1.475744,0.079240285,0.9931614,0.04507802
1.4439409,0.07355994,1.0163469,0.046281517
1.5139675,0.086513594,0.9660686,0.043366667
1.4886199,0.0776173,0.99143386,0.043423757
1.5078278,0.0810717,0.9825371,0.045011416
1.4590129,0.07518628,1.0101345,0.04542381
1.4642864,0.075017415,1.004661,0.046643496
1.4691488,0.07901245,0.9935561,0.04590538
1.4967593,0.08376545,0.9764207,0.04460984
1.4741846,0.07991415,0.9908028,0.045197725
1.4307792,0.07495515,1.015246,0.04883757
1.4929183,0.082173645,0.9831537,0.044483412
1.4498338,0.07755546,1.0023307,0.046949457
1.4787112,0.07781174,0.9959442,0.045011524
