$\beta$,$\gamma$
0.5581903,0.11713077
0.5572792,0.12770766
0.5713124,0.11780407
0.5628192,0.1274424
0.5540136,0.121434115
0.54424566,0.123405494
0.56143206,0.1160625
0.550218,0.12272768
0.55765176,0.124071784
0.5656176,0.12827896
0.56621456,0.12570137
0.5638119,0.123899564
0.55681205,0.12158192
0.5482118,0.120263524
0.56470704,0.120878235
0.5720016,0.1243654
0.5536527,0.12638909
0.55583453,0.118975
0.5525231,0.12610927
0.54813915,0.11628097
0.5533737,0.12212799
0.5483199,0.12326549
0.546803,0.12131186
0.55791813,0.12946562
0.546161,0.12351794
0.5509369,0.12598765
0.5555995,0.12355805
0.56450564,0.12036519
0.5575839,0.122678444
0.5419273,0.11869635
0.55423784,0.121321425
0.55234295,0.12166572
0.55475426,0.12573797
0.5451984,0.12109862
0.5607261,0.12550366
0.5556179,0.12233779
0.5514683,0.12315322
0.55423546,0.12409332
0.5553111,0.12266973
0.5467408,0.11911214
0.55809385,0.12866096
0.5630332,0.12030625
0.54858816,0.12002729
0.5583434,0.11722266
0.5486498,0.11985203
0.5469016,0.12155085
0.5420205,0.12030907
0.5561562,0.12679681
0.55251205,0.12505
0.54374,0.114192255
0.5573464,0.117948495
0.5643524,0.12499362
0.55592483,0.12661143
0.55998886,0.12941116
0.5537257,0.123618014
0.5521945,0.11533418
0.561425,0.12621215
0.55072635,0.12265756
0.5614708,0.12747592
0.56170636,0.12296427
0.5475309,0.12044448
0.55539393,0.12697048
0.5537156,0.124151945
0.58255076,0.1236293
0.5599052,0.1279984
0.5648484,0.13033089
0.5684483,0.1237336
0.5563697,0.123921365
0.54009897,0.11631952
0.549728,0.11641695
0.55507964,0.1181572
0.55817044,0.11996406
0.5576925,0.12041022
0.5522795,0.12967359
0.54586667,0.12023715
0.56200737,0.12828001
0.5533807,0.1240129
0.55427706,0.12384035
0.562891,0.12657204
0.56215525,0.11886771
0.55027354,0.114377595
0.56251067,0.117673345
0.5713389,0.12000271
0.55719477,0.1244731
0.5643752,0.125383
0.5571989,0.12236407
0.55989,0.11666725
0.5578297,0.12816727
0.5492867,0.12777296
0.55491585,0.12554912
