parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
-0.07453588,-0.6514305,0.8511067,-0.97423077,-0.9321841,-0.65024936,0.3818551,-0.67431074,-0.030374981,0.71243715
0.67471063,-0.34650305,0.91765517,-0.8586941,-0.93504506,0.8105817,0.4873979,0.45625108,-0.3325582,0.6433643
-0.4319135,-0.36497554,0.7003922,-0.48194546,-0.92423534,-0.4672607,0.41604155,0.25616652,0.08125193,0.23488069
-0.571532,-0.031122148,0.7652546,-0.5714682,-0.7870236,-0.31441128,0.5481531,0.09984787,-0.2192511,0.76265645
0.3047547,-0.70575887,0.8785557,-0.91135764,-0.8177525,-0.3907007,-0.4539546,-0.22396693,0.01205036,0.8677367
0.468728,-0.59127575,0.833282,-0.6567709,-0.86574113,-0.8759825,0.5491164,0.19792183,-0.21890086,0.74760056
0.3800902,-0.47121948,0.7038148,-0.8733495,-0.7123495,-0.14284141,-0.024104714,-0.34348443,-0.09150344,0.88877547
0.26642942,-0.7020875,0.8534876,-0.5097886,-0.782678,-0.21501544,0.65286463,-0.5132443,0.53393734,0.8477555
0.098145984,-0.8833811,0.7716818,-0.8582358,-0.6674695,-0.1736731,0.1379042,-0.03158267,-0.25670075,0.8077323
-0.35511923,-0.22867866,0.6788922,-0.8646953,-0.30078155,-0.40275118,0.66252077,0.2291394,0.64411694,0.8989295
-0.001653079,-0.21826711,0.95554787,-0.6179773,-0.85833406,-0.41787434,-0.53355217,-0.05643072,-0.08168392,0.8246037
0.4723772,-0.9026486,0.99052024,-0.69876003,-0.744151,0.030983686,0.2929542,-0.3063957,0.20444727,0.88947517
-0.22757903,-0.4492489,0.5303589,-0.4657185,-0.7766764,-0.3974627,0.3108777,-0.20176029,0.1247821,0.61808723
0.44789836,-0.45623514,0.014588475,-0.32645726,-0.9354373,0.0019829422,0.19395395,0.17948847,-0.17411003,0.6911064
-0.2086144,0.25859442,0.3166864,-0.8904314,-0.7199425,0.3598584,0.13757174,-0.63801455,-0.51744217,0.8163376
-0.68571925,-0.41457143,0.8914943,-0.5656775,-0.6414014,-0.09561139,-0.09416339,0.30362427,0.02021785,0.9642596
0.043080226,-0.3743241,0.5634526,-0.83220524,-0.93306714,-0.30152643,0.19392471,-0.11744654,-0.010430865,0.98093295
-0.43611664,0.059465528,0.5062932,-0.61729544,-0.77593434,-0.4326515,0.4096238,0.25410563,-0.41406363,0.9176532
0.13640489,-0.3892911,0.84852046,-0.6769866,-0.968959,0.109274626,0.2708531,-0.49089062,0.40838194,0.6905048
0.13197905,-0.6465435,0.7711973,-0.14738148,-0.9623513,-0.59735143,0.24482426,-0.31775647,0.17734145,0.7918906
0.4651138,-0.7008529,0.6558706,-0.5913891,-0.9192823,-0.37765417,-0.13996327,-0.33091187,-0.15597719,0.9966992
0.14132625,0.09207025,0.28877592,-0.37846297,-0.93391037,-0.3826852,0.42242122,-0.3242442,-0.013826646,0.829194
0.40501723,-0.050842047,0.9743875,-0.4586088,-0.8689327,-0.16346046,0.36314315,-0.31782252,0.008584604,0.60213584
-0.24877298,0.044409513,0.9884608,-0.67985463,-0.9559089,-0.30500555,0.21330623,-0.16705741,0.2687379,0.35920525
-0.09570413,-0.11901122,0.67183125,-0.74966526,-0.96774364,-0.91365325,-0.5008942,-0.15680161,0.54281956,0.8160628
0.5481608,-0.22805429,0.85450715,-0.410483,-0.80566156,-0.19775277,0.28841457,-0.6467844,-0.24789253,0.8814875
0.1937539,-0.5232482,0.990459,-0.92295754,-0.98083997,-0.25897694,0.2447336,0.018122494,-0.14685069,0.9543692
0.24365687,-0.60519826,0.6870971,-0.6426263,-0.84865177,-0.0012231991,0.6247083,-0.368854,-0.41032,0.8442886
-0.44329217,-0.6249827,0.7661483,-0.46301597,-0.83091015,-0.5229945,0.5942241,0.10805239,-0.31344426,0.93367535
-0.030901294,-0.38443816,0.7561869,-0.8139585,-0.78849787,-0.14313485,0.25731963,0.07393037,-0.3778183,0.8538264
0.030425955,-0.43014348,0.7560101,-0.51207507,-0.87207425,0.14367789,0.58584887,-0.3014853,0.5650426,0.8955455
0.0062113972,-0.8035703,0.7866253,-0.8244636,-0.8567631,-0.08448006,0.21323653,-0.50116074,0.14925256,0.82463837
-0.16429374,-0.7435188,0.99304235,-0.92674875,-0.8729912,-0.01790315,0.33023345,-0.21092363,-0.017648421,0.99154055
0.017108355,-0.7948191,0.667987,-0.4928741,-0.86599606,0.1360789,0.4159895,0.541813,0.05510189,0.9418192
-0.5150311,-0.9391813,0.25495684,-0.32175973,-0.9943379,-0.054083265,0.84469646,-0.3161113,-0.30432612,0.93023586
0.55721056,-0.99086046,0.42027485,-0.70181453,-0.9207053,-0.46855348,0.10056549,-0.34615883,-0.06253669,0.7535565
0.3482705,-0.7810597,0.60975015,-0.466853,-0.7911338,0.10277578,-0.37999305,-0.19095388,-0.22623393,0.64740413
0.18916814,-0.26957,0.99926525,-0.32092798,-0.6991256,-0.18367365,0.14868434,-0.15846533,-0.41068095,0.859609
-0.54881585,-0.34789875,0.8548944,-0.30366272,-0.59666353,-0.123827025,0.39689893,-0.07785774,-0.2048477,0.91117316
0.48754317,-0.41387323,0.4314196,-0.72597927,-0.9236542,-0.3798537,0.17770635,-0.4077794,0.14872995,0.71263194
-0.17998977,-0.537157,0.66780174,-0.63241947,-0.6806532,0.007339388,0.045437753,0.17672686,0.18964544,0.9897969
-0.24348307,-0.014124364,0.86940306,-0.7474646,-0.6433149,0.6099827,-0.082855314,-0.806742,-0.12723881,0.7025736
0.049899034,-0.23570533,0.9227984,-0.64198184,-0.7325572,-0.25426936,0.2932251,0.50512254,0.48601055,0.9798721
0.015291762,0.18967256,0.7436213,-0.077112675,-0.95209,-0.12045306,-0.1695827,-0.38003948,-0.21032792,0.706155
0.24480362,-0.53501976,0.3808881,-0.6443867,-0.69813365,0.08263314,0.026980847,0.15248783,0.13906589,0.88473916
0.36417806,-0.5529237,0.98449636,-0.49241138,-0.70804197,-0.20911,0.39233127,0.26557004,-0.1257237,0.7923696
0.10832839,-0.14207762,0.719328,-0.57876414,-0.57292354,-0.008615449,-0.17427668,-0.56119114,0.22850955,0.84655917
-0.22902797,-0.68592495,0.63630545,-0.68381375,-0.90554464,-0.3173946,0.6198764,-0.11881128,-0.24984425,0.9244398
-0.051464587,-0.40361616,0.6422496,-0.22712287,-0.7581819,-0.17171255,0.4825283,-0.32986552,0.45222658,0.9553946
-0.31812066,-0.5710694,0.9313195,-0.6864287,-0.90165347,0.28353053,0.34516507,-0.22596215,0.27453595,0.48762113
-0.24847141,-0.65341127,0.84839666,-0.8758915,-0.87094903,0.18050426,0.9292792,-0.49285513,-0.14381662,0.5546663
0.28855905,-0.8852527,0.8850513,-0.8708741,-0.90479577,0.05658269,0.04912117,-0.500297,0.090385616,0.8221235
-0.13604939,-0.43798444,0.74492687,-0.95953137,-0.60049605,-0.54709566,0.42184526,-0.393076,0.3918436,0.6502806
-0.5613475,-2.3305416e-05,0.79425174,-0.41548637,-0.81165123,-0.6407609,0.13903524,-0.05058077,-0.46330208,0.8065373
-0.041148555,-0.9710598,0.5398998,0.2694229,-0.6709021,0.48040238,0.04838127,-0.016947955,0.30371067,0.8872849
-0.49497113,-0.20706496,0.45810914,-0.7815171,-0.9699016,-0.09983291,0.81606317,-0.15501705,0.70652664,0.94592273
-0.5205529,-0.31145775,0.83447087,-0.26856893,-0.7382722,-0.27548283,-0.11421013,-0.6521516,0.48287135,0.684692
-0.21146819,-0.24694575,0.8317704,-0.104663014,-0.86707354,-0.56520414,0.6999586,-0.41231602,-0.31323612,0.87126565
0.24430618,-0.42079532,0.9192901,-0.35467947,-0.5712935,-0.38110375,0.4288396,-0.065769725,0.47757757,0.5825176
0.27064747,-0.41271597,0.49675113,-0.19780022,-0.875656,0.3880807,0.5282842,-0.27625647,0.35554415,0.999461
-0.03157292,-0.6113223,0.7696166,-0.6017225,-0.7967687,-0.6384779,0.6145733,-0.08060255,0.38661164,0.8640145
0.09410404,-0.2828139,0.8594957,-0.65181935,-0.8546728,-0.11972165,0.60916406,0.0018278211,0.3127584,0.913085
-0.024500571,-0.15047109,0.7350924,-0.32527354,-0.9861189,-0.14652224,-0.009819508,-0.2787712,0.26232976,0.9619405
-0.30985957,0.2455565,0.6730145,-0.6894433,-0.559143,0.087126374,0.55212814,0.09677006,0.7176814,0.5784672
-0.08475245,-0.30585113,0.8601599,-0.49099395,-0.7550342,-0.46024972,0.22232127,-0.30168563,-0.2105228,0.99499893
-0.5020722,-0.13219944,0.748117,-0.46351734,-0.9907053,-0.070819706,0.8990532,-0.6280754,0.36819172,0.91950405
-0.2654181,-0.20132141,0.8867659,-0.7527166,-0.91718006,0.3019127,0.615508,-0.54430306,0.03964669,0.7468324
-0.3470293,-0.5505209,0.18196464,-0.31856793,-0.7671932,0.3439497,0.46252882,-0.35307693,0.027081378,0.7856258
0.004454596,-0.33309266,0.8619979,-0.71654224,-0.8977511,0.056161374,0.39031816,0.13071673,-0.21493915,0.9656605
-0.13858142,0.16723046,0.94910127,-0.6542855,-0.75929964,-0.49358085,-0.10748693,0.10520829,0.019194663,0.8550688
-0.050099626,-0.19584993,0.98603284,-0.67409474,-0.9666399,-0.111317605,0.96332324,0.103219196,-0.21424425,0.9512402
0.5829642,-0.6775016,0.64268374,-0.5066792,-0.45530403,-0.21278511,0.16677149,-0.177025,0.553439,0.6902207
-0.10873066,-0.6216684,0.7389839,-0.5370705,-0.759651,-0.0073716715,0.19918181,0.08477165,0.2210537,0.94300187
0.14243105,-0.47847188,0.82252884,-0.43871874,-0.7351266,0.44923958,0.18362911,-0.33203852,0.2233766,0.9250766
-0.48690793,-0.10323495,0.9844773,-0.73767674,-0.9067943,-0.06257495,0.34047365,0.07177827,-0.05724618,0.8034084
-0.43728706,-0.6184878,0.97741747,-0.6169519,-0.9856809,-0.2863093,0.46793276,0.12609465,0.4791135,0.93653494
-0.48662725,-0.7780832,0.5849023,-0.6022633,-0.9202902,-0.3086135,0.5211546,0.6049691,-0.4385571,0.71790934
0.017586071,-0.30154645,0.9701153,-0.7540252,-0.824878,-0.022685274,-0.12067497,-0.10452058,0.31085742,0.9032513
-0.38343915,-0.70336163,0.9636688,-0.5611322,-0.7543607,-0.12869196,0.58551544,-0.66738373,-0.1332606,0.9481915
0.75512505,-0.58944225,0.76154375,-0.298463,-0.9190755,-0.21861188,0.246795,-0.8668693,0.13739046,0.92132235
0.26177782,-0.1128234,0.9751865,-0.4964949,-0.8797151,-0.55253625,0.48396468,-0.00094638765,-0.05369708,0.4346981
-0.3666255,0.0725511,0.7493928,-0.5460354,-0.8946334,0.5670165,0.24617699,-0.27789885,-0.43211722,0.9439635
0.24432108,-0.4347377,0.43351698,-0.5027897,-0.8219365,-0.20707168,0.6003404,0.4470309,-0.4308474,0.79708534
-0.2330544,-0.60118383,0.61919206,-0.78461707,-0.59423465,-0.2287191,0.40264496,0.08781813,-0.677755,0.97580326
0.12014194,-0.14175624,0.8039057,-0.43203107,-0.5085598,-0.15094729,0.5252559,-0.7830247,0.14325234,0.8313248
0.31500366,-0.10644299,0.7488061,-0.5579582,-0.5520031,-0.15544192,0.36718982,-0.09956765,0.1166373,0.98984826
0.42009437,-0.6098021,0.7088429,-0.4067771,-0.8807875,0.37797928,0.6667014,-0.10016023,-0.22235379,0.9166865
0.02672081,-0.4303595,0.7873943,-0.76674885,-0.6809116,-0.00916823,-0.04088795,0.09084548,0.47770786,0.9132173
0.031832844,-0.8409661,0.8400179,-0.70733404,-0.5987203,0.4746231,0.5094353,-0.42256445,0.20743605,0.85697186
-0.25975856,-0.48687908,0.8764312,-0.87548214,-0.87413,-0.114495486,-0.0008889735,0.03264007,0.26443508,0.78712535
0.15606326,-0.6140361,0.34807712,-0.9024014,-0.82622683,0.23297644,0.012645841,0.0107212365,-0.5095928,0.45539457
-0.06941695,-0.15215573,0.7966975,-0.5871514,-0.53546494,-0.34124464,0.29726672,-0.45160365,-0.4391964,0.81301117
0.20061418,-0.27351192,0.9435438,-0.85789883,-0.9772038,-0.29612342,0.6101204,0.14632846,0.07703618,0.51460123
-0.106411174,-0.35493454,0.6159862,-0.79790723,-0.80357724,0.12149419,0.034959227,-0.22311448,0.60264605,0.91521645
0.28581497,-0.3957387,0.8842906,-0.38178855,-0.9814622,-0.33126634,0.5850975,-0.24901234,0.20584896,0.36849308
-0.18724214,-0.34557086,0.61644286,-0.25691688,-0.9147699,0.35282075,-0.035967767,-0.31150553,0.07308742,0.8278653
-0.5658665,-0.58219105,0.70317125,-0.9910844,-0.5338918,-0.3957154,0.2728779,0.28801382,0.68889,0.8329999
0.03334825,-0.043464333,0.58683026,-0.9025844,-0.94767207,0.08402619,0.3580028,-0.34519684,-0.018518656,0.90543425
0.16461825,-0.86181504,0.9174734,-0.77984,-0.87842417,-0.8420533,0.7324464,-0.4755643,0.12786816,0.9875685
-0.19310257,-0.31334773,0.5993469,-0.9315185,-0.61101425,-0.080652416,0.8020537,-0.10927981,-0.060309365,0.630343
