parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
0.79581773,2.1659887,2.8625944,2.5857174,0.37223274,-1.0456705,-1.8206171,-1.4685378,-0.1532412,0.32404324
1.1254988,1.4808013,2.243243,1.769182,0.14957437,-1.8736277,-1.6082593,-1.2682627,-0.22691987,0.24650964
1.0999492,2.3252208,3.517087,2.367744,-0.023193762,-1.774443,-2.217996,-1.8398447,-0.21027896,-0.083346345
1.0524096,2.2737832,3.3400252,2.6198115,0.9858131,-1.1093866,-2.1862392,-1.3506011,-0.49208364,0.7376906
1.6703608,2.9824007,3.8158305,2.9665623,0.32205534,-1.5088346,-2.4030297,-1.7907364,0.30205524,0.50021636
1.4845072,2.0670178,3.4209871,2.130566,0.16338979,-1.3695133,-2.7786965,-1.8612643,-0.31685862,0.63000864
0.46363956,2.7833378,3.8255115,3.0323784,0.3554238,-1.4771763,-2.6406083,-2.1337554,-0.8549043,-0.04076855
0.78247285,1.8304216,3.051752,2.6135585,-0.28823864,-1.7842822,-2.5217178,-1.1646495,-0.5996692,0.4005905
0.88200855,2.0703092,3.411803,2.638312,0.72515416,-1.3562534,-1.9922607,-1.4702536,-0.61602354,0.2114183
0.42811012,2.2031567,3.0063004,2.8147948,0.1388343,-2.0591724,-2.5860898,-0.9517922,-0.03266624,0.0546521
0.484032,1.7616147,3.2026942,2.1827486,0.3496182,-1.6232774,-1.9342226,-1.2048982,0.028023807,0.74474955
1.0613996,1.3229638,2.4773989,2.2600532,0.22242717,-1.1141107,-1.5031872,-0.9413344,-0.0034928834,0.26090494
0.5960489,1.9015697,2.7270007,2.2249734,0.30978447,-1.8340962,-2.188477,-1.549686,-0.3863155,-0.1472172
0.92749214,0.84715843,3.1267252,2.0875394,0.18557708,-2.3768733,-2.8825395,-1.7146093,-0.5812793,0.221239
1.291321,1.0697273,2.2890146,1.3434833,0.088842794,-1.0480351,-1.5693396,-1.3146168,-0.30507448,0.022499673
1.3194705,1.2390039,2.7801657,2.1834972,-0.11882168,-1.3253042,-1.6099386,-0.82156235,0.21846703,0.06791053
1.2952676,1.3165776,2.9806638,2.462875,0.1984423,-1.5089108,-1.9369174,-1.7437416,-0.5022291,-0.12371081
-0.030473381,2.2095942,2.8267272,1.9960396,0.5508895,-1.8281709,-2.5580974,-1.2550743,-0.25653207,0.9386586
0.5571987,1.7733521,3.1736574,2.6999092,0.05101776,-1.5367432,-2.5330641,-1.8626245,0.58508307,0.986231
