parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
0.96502614,-0.45041743,-0.13107093,1.2057835,0.7263433,-0.45875043,-1.0016456,-0.28211388,0.10848142,-0.43501487
1.5104327,-0.43187347,0.30183914,1.1668813,0.4595073,-0.22102687,-0.84903425,-0.52782816,0.117060736,-0.4192911
1.2823322,-0.5604642,0.67507356,1.0668786,0.05064037,-0.028948974,-0.4555906,0.05339457,-0.234248,-0.3929145
0.9087202,-0.49356115,0.12250201,1.2770184,0.046411753,-0.37227306,-1.027601,0.2851725,0.14581217,-0.37788057
1.5921177,-0.5065962,0.21227506,1.5303168,0.7032546,-0.77266586,-0.83831406,-0.22674048,-0.28416374,-0.49446625
1.6513968,-0.54107887,0.46794546,0.94613266,0.2889083,0.24921234,-0.78553176,0.08510674,0.0029867752,-0.3158771
1.0887953,-0.27070618,0.16754769,0.9587237,0.3478107,-0.437122,-1.4215771,-0.65437365,-0.1845657,-0.5978122
1.0649011,-0.55961704,0.03844753,1.2272195,0.24247825,-0.800002,-0.8521947,0.2151523,-0.049805056,-0.3822683
1.0145049,-0.98205864,0.11543596,1.6145145,0.48557895,-1.149757,-0.98370594,-0.26823193,-0.001342796,-0.8644151
1.5600536,-0.73785603,0.49737906,1.6032572,1.0272073,-0.9207717,-1.548808,-0.625653,-0.4958867,-0.8069368
1.661473,-0.36705408,0.4653618,1.2849221,0.37895295,-0.49493572,-0.46474493,-0.2568549,0.1755397,-0.036839567
1.1766783,-0.36021268,0.13071927,0.83180875,0.38669208,-0.4574179,-0.8463944,-0.12158332,-0.05906339,-0.65686935
0.9334569,-0.07142369,0.61673206,1.1485201,0.15096924,-0.52624077,-0.90357393,-0.45909885,-0.34733623,-0.36114812
1.0824293,-0.6085037,0.0714396,1.0466902,0.5921868,-0.49214566,-0.71466047,-0.3730829,-0.16435044,-0.45325607
1.345228,-0.6651202,0.3855067,1.0176297,0.40540367,-0.2681757,-0.60369736,-0.043808445,-0.33492917,-0.6599694
1.5912199,-0.77060467,0.3493773,1.3613566,0.66514355,-0.49702674,-1.3970761,-0.13597992,-0.17314963,-0.23063153
1.3544401,-0.59993225,0.6870526,1.1956497,0.5875425,-0.31171155,-0.92078245,-0.25402132,-0.30188495,-0.115977705
1.3022685,-0.5174096,0.5337067,1.455018,0.13562205,-0.9742651,-1.318703,-0.37250298,-0.23918,-0.26321942
1.086926,-0.5586962,0.82757866,0.90535927,0.46339408,-0.22627297,-0.5713626,-0.14040755,0.33002168,-0.1528645
0.90446055,-0.4194654,0.42969844,1.1728556,0.4898722,-0.25736517,-0.69199276,-0.18424085,-0.70985454,-0.611799
1.298948,-0.77424425,0.15630752,1.216593,0.6083213,-0.739442,-0.87903094,-0.56723493,-0.22379386,-0.44891152
1.3273791,-0.8706618,0.028497415,1.1652193,-0.18078937,-0.97888917,-0.35245824,-0.009008551,-0.11969948,-0.7563815
0.9804714,-0.96313983,0.22954315,0.9559233,0.2508672,-0.41094458,-0.9590361,-0.40936133,-0.17564335,-0.4075684
1.1696235,-0.6011199,0.5071841,1.284445,0.24173757,0.1577883,-0.9341531,-0.012883548,-0.10647469,-0.28423035
1.350721,-0.6197485,0.70575327,1.0103422,0.72360253,-0.35642445,-0.55411786,-0.35131437,-0.03529474,-0.31685582
0.17430635,-0.47602248,0.75123376,0.85242504,0.12841436,-0.49250504,-0.75782007,-0.34649247,0.22308889,0.14137243
1.6684898,-0.64268696,0.4843978,0.8770357,0.12970597,0.11117695,-0.45159823,0.07433884,0.31364772,0.00060453464
1.6362586,-0.26353937,0.5072671,1.0090635,0.027045516,-0.24579898,-0.44156316,-0.28832075,-0.16535223,-0.18656597
0.84684634,-0.14331824,0.6618059,0.8086185,0.018198285,-0.74063194,-1.052142,-0.20184691,0.22285388,-0.5033554
1.3548245,-0.48374137,0.49452582,1.370753,0.46319243,-0.28875402,-0.5086,-0.46854907,-0.43141326,-0.5049427
1.4230534,0.013422226,0.31924558,0.8935518,0.6728037,-0.5760034,-0.31285995,-0.015870752,0.15938535,-0.6297881
0.8769144,-0.63479954,0.02617393,1.104865,0.56836814,-0.34375736,-0.75008285,-0.094220884,0.12589733,-0.2288367
1.2744299,-0.16362792,0.99930185,1.2955608,0.33056036,-0.5798237,-0.685716,-0.40430537,-0.16463251,-0.31810766
1.119435,-0.77125716,0.62801516,0.91087854,0.27457976,-0.9621532,-0.6729783,-0.10878427,0.19396554,-0.2118811
0.8354736,-0.63814455,-0.24624935,1.2607843,0.61951965,-0.26863533,-0.9402938,-0.35336614,0.17830707,-0.40075406
1.6761355,-0.5682948,0.56187296,0.89238185,0.08199276,-0.41014647,-0.22373371,-0.4789982,-0.2564952,0.27466345
0.6883347,-0.06445144,0.48930857,0.70816207,0.16587082,-0.60756904,-0.69383913,-0.23604599,0.076829456,0.00082147337
1.0087982,-0.30736667,-0.051560044,0.64779603,0.40720224,-0.3094529,-0.81935716,-0.04755454,0.083415866,-0.19748868
1.6504421,-0.6672501,0.052415162,1.0900803,0.116439335,-0.54719067,-0.6486676,0.17434408,0.101017214,-0.066190235
1.4165214,-0.6467981,0.43383512,1.2631462,0.3818951,-0.70945686,-0.8198784,-0.095209636,-0.024013186,-0.6003258
1.1467472,-0.9510953,0.56562644,1.3539314,-0.12554342,-0.2560581,-0.4176368,-0.3632697,0.103561744,-0.13594723
1.7650573,-0.3713685,0.9187859,1.1120005,-0.17747326,-0.48885617,-0.86116654,-0.14252728,0.24542591,0.20913637
0.86620146,-0.8501876,-0.08871647,1.0314255,0.4907815,-0.5745244,-0.6621702,-0.371194,-0.35430342,-0.5260607
1.410751,-0.734509,0.41798663,1.3634913,0.4705031,-0.68538076,-0.81043154,-0.23258537,-0.110497475,-0.33403105
1.2274257,-0.36068404,0.6509919,0.69853395,0.21297303,-0.7355685,-0.7004467,-0.18674871,0.16798678,0.062878124
1.1003253,-0.49283236,0.19670318,1.1478394,0.18012978,-0.8219632,-0.95269644,-0.5724493,-0.29925507,-0.34538388
1.1661624,-0.39431655,0.13589895,1.2058694,0.3302372,-0.23916544,-0.66167724,-0.36130655,-0.16252427,-0.19257702
0.9651303,-0.7744708,0.37662637,1.4030068,0.2519579,-0.61323315,-1.1950715,-0.41474265,-0.11365631,-0.46255705
1.26692,-0.71926516,0.11798752,1.2976472,0.7813525,-0.70752245,-0.8807292,-0.11805769,-0.0015077527,-0.50049305
1.5414795,-0.53810775,0.20593034,0.99866706,-0.20727706,-1.1232555,-0.69695646,-0.15089263,0.40781024,-0.24967901
1.6418334,-0.7514849,0.22078508,1.3246005,0.31113702,-0.5391638,-1.1043967,-0.44116917,0.048152726,-0.28119683
1.7276784,-0.27047592,0.63591605,1.645398,0.8282764,-0.74107516,-1.3167828,-0.47860804,-0.27727944,-0.5976732
1.2010753,-0.6166753,0.682825,1.0219223,0.32097754,-0.6842871,-1.0122058,-0.30692032,-0.08973378,-0.312977
1.3411798,-0.6437893,0.2073342,1.0665709,0.35750407,-0.5787912,-0.9800898,0.042327724,-0.25456357,-0.7466537
1.3644853,-0.76833063,0.5200775,1.1547885,0.708529,-0.065622054,-0.33586106,0.071734145,-0.02543316,-0.4006135
