$\alpha$,$\beta$,$\gamma$,$\delta$
0.46538392,0.04296876,1.3368583,0.094116725
0.45845807,0.04529545,1.3207412,0.09165467
0.46272272,0.044474777,1.3139066,0.09121647
0.46492139,0.045692552,1.3010312,0.08873782
0.4493081,0.043830454,1.3456306,0.09381158
0.45595777,0.04590096,1.3243513,0.09227712
0.4689851,0.04667371,1.2891866,0.09070147
0.45465335,0.04689804,1.3210952,0.09388307
0.4740063,0.051040832,1.2569242,0.08882177
0.46728352,0.05027371,1.2854443,0.092756495
0.4523553,0.045918167,1.3317639,0.09156154
0.46298224,0.04399918,1.3186284,0.09151156
0.4586324,0.043806195,1.3269988,0.09267197
0.45644888,0.04489729,1.3169423,0.091595665
0.47808138,0.049765103,1.2556541,0.08852748
0.44752184,0.04450089,1.3456339,0.091088295
0.45877865,0.043103803,1.3375723,0.093093805
0.44544446,0.041262295,1.3646026,0.0934437
0.45400834,0.04595674,1.3128524,0.089242294
0.474274,0.044784833,1.2711859,0.08780204
0.45057097,0.04500146,1.3314388,0.09319518
0.46582845,0.042379808,1.3267376,0.093396485
0.47998533,0.04797334,1.259544,0.087785125
0.474421,0.044189125,1.3078321,0.090975
0.46429974,0.050943363,1.2660458,0.08757743
0.44790825,0.040710386,1.3742247,0.0944923
0.45473385,0.043111347,1.3432368,0.092145406
0.46978095,0.046082675,1.2865391,0.08932493
0.48253816,0.04602086,1.2758857,0.08836241
0.4643478,0.048164684,1.28239,0.08989226
0.46701068,0.046900835,1.30113,0.091581754
0.45165625,0.045369897,1.3413168,0.092192166
0.4575369,0.04396313,1.3222307,0.09238344
0.44581994,0.04366168,1.3595961,0.09336438
0.4662964,0.047070548,1.2916924,0.08821731
0.47656515,0.049108524,1.2604712,0.08728612
0.45097902,0.040576093,1.3701808,0.09420289
0.45884538,0.045397714,1.3222946,0.09161458
0.46264887,0.04720379,1.2982215,0.08950872
0.47133213,0.04872645,1.282729,0.09050051
0.4595766,0.05058183,1.2780128,0.088601425
0.45275757,0.04222881,1.3400544,0.09194673
0.46168277,0.043173246,1.3274161,0.09178154
0.46574235,0.042278655,1.3310276,0.09361318
0.45475382,0.04802571,1.3088456,0.0913389
0.4566181,0.043699015,1.3413699,0.093383744
0.44928977,0.042306416,1.3461083,0.092156164
0.46718153,0.05077748,1.2735735,0.08948335
0.4688454,0.04525318,1.2885568,0.08978204
0.44002518,0.044761103,1.347284,0.09104928
0.44353327,0.041449647,1.3618301,0.09376408
0.45836142,0.04542865,1.3179232,0.09125632
0.45964575,0.046429448,1.3062745,0.09045834
0.4499277,0.042724185,1.353934,0.09335243
0.4695677,0.050614826,1.2673248,0.089198135
0.46929187,0.045201045,1.2873594,0.089958034
0.47128716,0.047722504,1.2721285,0.08737515
0.4601974,0.043213584,1.3331739,0.09181564
0.4613197,0.049089186,1.2939093,0.08967396
0.4659891,0.045107007,1.311069,0.09263814
0.45524266,0.047487438,1.3038279,0.08954601
0.4602397,0.04546949,1.3143096,0.09181919
0.46126965,0.04602489,1.3117797,0.09228772
0.4776591,0.048950642,1.2573172,0.088828884
0.48208308,0.056834355,1.21564,0.08673954
0.4785791,0.04620171,1.28244,0.08884947
0.4735043,0.049439672,1.2651415,0.08860907
0.4713475,0.045397997,1.2972535,0.09022449
0.4517749,0.044263706,1.3293904,0.09126792
0.45680666,0.04897766,1.2832597,0.088185914
0.49592462,0.047728058,1.2353189,0.08680854
0.45585588,0.044845864,1.3258919,0.09246755
0.46476838,0.044266157,1.3175927,0.092885464
0.48541307,0.04776921,1.2655112,0.09064309
0.44827956,0.044726253,1.3415046,0.09197263
0.46783048,0.044920847,1.2894818,0.088869154
0.4902343,0.046763644,1.266604,0.09103901
0.47508067,0.046061695,1.2856351,0.089798674
0.47586638,0.046259806,1.279685,0.08984366
0.44624937,0.048014555,1.3174196,0.09069085
0.4714976,0.044997156,1.3032583,0.09302733
0.4746128,0.05159958,1.2599272,0.08665661
0.4641486,0.050758258,1.2691538,0.088783324
0.4563712,0.04783836,1.3115522,0.091137536
0.46260598,0.045683794,1.3113475,0.09241355
0.45907798,0.049547266,1.2926238,0.08876523
0.4560515,0.043118276,1.3312432,0.09248494
0.45609885,0.04280563,1.3352945,0.09174044
0.45705253,0.043725286,1.3417693,0.092030816
0.4522603,0.039763853,1.3705683,0.09445664
0.47639248,0.04498586,1.2832663,0.0897863
0.44674864,0.040022835,1.37628,0.09461584
0.44754508,0.047128752,1.3243655,0.09053981
0.43135825,0.04244576,1.3941095,0.094830655
0.46268278,0.044164564,1.3223945,0.09267188
0.47956482,0.048924986,1.249759,0.08635333
0.45819256,0.04477595,1.3259724,0.09013006
0.47372553,0.047633022,1.275857,0.088383146
0.44271615,0.04762622,1.3373319,0.091702275
0.45901746,0.04585254,1.3188838,0.08972152
0.4437446,0.042501718,1.3600085,0.0930931
0.46286932,0.048297383,1.294264,0.09193158
0.47305298,0.047157075,1.290843,0.08976327
0.4546641,0.04060832,1.3606889,0.09528485
0.47395897,0.04744655,1.2785863,0.087658964
0.46076313,0.04619706,1.3108317,0.09280228
0.4811728,0.051561102,1.2537005,0.09004288
0.4686195,0.04655504,1.2827926,0.089543276
0.45500565,0.042797253,1.3478568,0.09348031
0.45669687,0.044004858,1.3354522,0.09418095
0.4708563,0.04478968,1.301445,0.09269088
0.47114885,0.047386326,1.2906973,0.092034176
0.45191944,0.041528475,1.3635588,0.09405847
0.46700296,0.046719857,1.30695,0.09188859
0.4515076,0.046601158,1.3139682,0.08908133
0.4279656,0.04256838,1.3950713,0.09583324
0.4519599,0.046161838,1.3223561,0.090971835
