parameter_1,parameter_2,parameter_3
1.7291113,1.5583549,-1.7531472
1.2907122,2.2438264,-2.0003772
1.1520821,0.8095366,-1.0291815
0.8920892,1.1401844,-1.1365119
1.6605753,0.7063025,-1.1833338
1.4333094,0.66416866,-1.0332342
2.9609559,0.29748896,-1.5280689
1.1199762,0.20808968,-0.70364213
1.1349348,1.3951484,-1.3424748
0.09888419,2.080698,-1.3925159
2.944412,1.6637926,-2.2966473
1.2420506,0.20457396,-0.8159288
2.6565382,1.884948,-2.356238
2.0951114,0.5110303,-1.3277701
2.077283,1.7500598,-1.9854681
2.1848817,1.5055062,-1.8351312
1.5417278,0.7191839,-1.2392548
0.8251102,1.0417978,-1.0103309
2.5452106,0.37997302,-1.3748246
0.555342,0.83641404,-0.8332131
2.5524774,0.5220588,-1.4808906
2.1292436,0.8922434,-1.5180725
0.77447546,0.76776135,-0.91948396
1.4398813,1.1549741,-1.3273597
2.9145877,0.16022332,-1.5259777
2.6679244,0.32753262,-1.3707644
0.15678038,0.60137945,-0.5784351
0.25444403,0.3959229,-0.3925154
1.8875418,0.5764686,-1.207616
1.3550446,1.9345076,-1.7408711
2.895134,2.1043048,-2.560539
2.7714174,0.544016,-1.6235954
2.0167198,0.4824609,-1.1929858
1.6074564,2.7794688,-2.3485522
0.67172956,1.3997643,-1.2011887
2.9144802,2.6740322,-2.927717
0.069374084,0.0869362,-0.15554105
0.5212165,1.1185956,-0.9435283
0.51557326,0.6823225,-0.6697439
1.0673076,1.0296236,-1.2101319
1.5926491,0.20810953,-0.93244624
1.4638754,1.7915298,-1.8107173
1.9948499,0.4049122,-1.1443009
1.6715645,1.330755,-1.6413131
2.5619643,2.6967862,-2.772082
0.021359842,1.2595887,-0.86655325
1.5952207,2.8859239,-2.4411643
2.750633,1.0278018,-1.9842911
1.2367132,1.4474156,-1.4258323
1.2920226,1.8779001,-1.7108244
2.3995528,1.6199442,-2.1442192
2.953317,1.3172431,-2.0556157
0.062218357,0.26320565,-0.36408636
2.5233006,0.079882436,-1.2101163
1.6229188,0.60123837,-1.0668374
1.9852645,1.5430564,-1.8288324
2.1812778,0.5544216,-1.4694039
0.22750048,1.1198162,-0.8294574
1.6780041,1.2954153,-1.5078565
2.2296247,0.26118812,-1.3125781
0.13559923,2.5985968,-1.6888876
0.82568944,0.529756,-0.7461682
1.9760786,2.3198454,-2.2948391
0.8040208,0.28711808,-0.5611309
2.0362089,1.416759,-1.9216099
1.6373559,0.112985246,-0.8681375
1.5871968,0.15826869,-0.901364
0.49297988,1.7350111,-1.2739993
0.40426126,1.2290034,-1.0720038
2.6976185,0.57024056,-1.6017092
0.9328271,0.8025736,-0.9355349
1.9563292,2.1891818,-2.1654718
2.6148481,1.1235148,-1.8287619
0.42739457,0.62990946,-0.60027486
0.7936456,2.077141,-1.6423942
1.9726173,0.9378988,-1.4173963
1.8563812,0.81509227,-1.4350078
1.0453112,2.3763816,-2.0479403
2.2240639,2.1041572,-2.2427588
2.115622,1.1567377,-1.6350491
2.3343635,0.9531202,-1.5712665
0.8965406,1.0008172,-0.963375
0.08360586,2.4790957,-1.5910952
0.5242824,0.76103383,-0.81330293
0.20773275,0.6673503,-0.70662427
0.9274282,2.393677,-1.9146087
0.6248728,0.38840505,-0.6152454
0.85743827,1.9444038,-1.6100435
2.39587,0.6569067,-1.6131011
1.2992934,2.3955605,-2.0464015
0.61422515,0.44424462,-0.5608525
2.4668794,2.5908477,-2.7436776
