parameter_1,parameter_2
-0.8059562,-0.5836492
0.6062782,0.7996782
0.60452163,0.80601346
0.5375483,0.83735573
0.6254579,0.7441226
-0.813882,-0.5984745
-0.8173506,-0.4767594
-0.8534748,-0.48292416
0.59654117,0.69241047
-0.76415914,-0.6057376
-0.7707419,-0.60773844
0.6149721,0.74233425
0.45747244,0.8366084
0.571031,0.79848933
-0.75777113,-0.6149771
-0.7808782,-0.61267245
0.5999958,0.68983287
0.5099877,0.8279309
-0.8441694,-0.47648478
0.60366565,0.686243
-0.69530624,-0.60613316
0.60529715,0.79517287
-0.8164835,-0.5413251
0.44613534,0.82638294
-0.82847536,-0.55208504
-0.8267191,-0.57092816
-0.8357763,-0.48507524
-0.77862835,-0.62291336
0.57936525,0.8306854
0.5025029,0.8441284
0.58093834,0.6807389
0.59534866,0.6810091
-0.8080683,-0.57921755
0.5952853,0.7617886
-0.8654428,-0.53816825
-0.71139485,-0.61908776
0.5843405,0.6746728
0.44288415,0.8261507
0.5765825,0.8189154
0.61005044,0.7313734
-0.83263284,-0.5717048
-0.80199385,-0.4641528
-0.82278323,-0.45814717
0.55440575,0.83697647
0.60816884,0.7859584
0.5858509,0.8113026
0.59101427,0.7655245
-0.8475038,-0.4829677
-0.8338549,-0.49563777
-0.68109286,-0.61395776
-0.80939174,-0.5725523
-0.85418713,-0.5417839
-0.757046,-0.6219721
0.5192938,0.82272816
0.60485625,0.69762206
0.62118334,0.7685289
0.5683307,0.83029574
0.5328368,0.8444694
-0.83516026,-0.5090786
-0.68643755,-0.5866806
0.44860613,0.82267785
-0.6782909,-0.5862811
0.5990767,0.69888526
-0.8436237,-0.5370706
-0.7438919,-0.5912978
-0.84831893,-0.53529704
-0.74081737,-0.62193567
0.6102509,0.6987483
-0.70981795,-0.60659117
-0.7719576,-0.620138
-0.8584994,-0.50211275
0.5340393,0.85840183
0.62695044,0.74310154
-0.72957855,-0.6056531
0.63039744,0.7784952
-0.72262365,-0.6203509
-0.69232994,-0.6092252
0.50016904,0.8376578
0.61384827,0.8019995
0.622611,0.7606347
0.49428752,0.83542585
-0.71987855,-0.6198803
-0.8068641,-0.56784123
-0.82032824,-0.54085374
0.605731,0.7211127
-0.67041737,-0.60179263
-0.7518204,-0.6184204
-0.68749577,-0.5818439
-0.8504504,-0.5272515
0.5556218,0.8316385
-0.83028555,-0.4714588
0.5284545,0.8582427
-0.72934175,-0.5994942
-0.8054813,-0.5881187
0.60600793,0.8003125
-0.83614105,-0.46489054
0.6010856,0.6974779
-0.7175241,-0.59976083
0.46834123,0.8325025
0.60285693,0.75634044
0.46950567,0.8179065
-0.8026141,-0.5939082
0.6035552,0.8115449
-0.724874,-0.60402
-0.8120805,-0.5890448
-0.8475316,-0.5167425
0.4987821,0.8378877
0.6125184,0.7566924
-0.73483866,-0.61882526
-0.7939663,-0.6071217
-0.8266878,-0.5715885
0.51622427,0.8379562
0.57578427,0.8264087
-0.84271014,-0.4931214
0.48749244,0.8529854
-0.75892466,-0.6166871
0.61811435,0.7352594
0.48462152,0.82747006
-0.83990294,-0.47165507
0.45109534,0.8337306
0.57309777,0.8325873
-0.8423848,-0.5015849
-0.76798224,-0.5955024
-0.71003354,-0.6057317
-0.8197613,-0.54671896
0.48638076,0.8473745
-0.83412397,-0.46621692
-0.8315731,-0.5424175
-0.81761026,-0.52946293
-0.7878538,-0.5914226
-0.83435994,-0.5454255
0.6229529,0.7677005
0.47589993,0.82717156
-0.84625256,-0.49818873
-0.79798156,-0.5904376
0.61025786,0.7211319
-0.72180283,-0.59846604
0.539466,0.8033017
-0.6841099,-0.6110225
0.6002503,0.6795642
0.61662924,0.76305234
0.50216943,0.8444454
-0.7652566,-0.6058118
-0.8423307,-0.56637156
0.59066397,0.7010568
-0.82135034,-0.5709543
-0.7925615,-0.6014264
-0.83002716,-0.4707356
-0.7627877,-0.59901035
0.5800861,0.83208823
0.5956295,0.7888847
-0.8017729,-0.6031706
-0.8486978,-0.49184248
0.6080011,0.7549393
0.45487118,0.82472074
-0.8391148,-0.48388147
0.5945294,0.77513087
-0.68952835,-0.5824194
0.56833947,0.8393705
0.61185926,0.76740557
0.5750319,0.80571914
0.4921165,0.82367164
0.45528314,0.8047582
0.60399085,0.77047235
0.5959251,0.7931242
-0.8242829,-0.5763382
-0.8395001,-0.4811551
0.60347784,0.788502
