parameter_1,parameter_2
0.9265256,0.45097518
-0.44497445,-0.94651973
-0.43645337,-0.9965093
-0.4387752,-0.97770035
0.9332263,0.4297418
-0.43906656,-0.9662844
0.9420929,0.45036745
0.95590425,0.45018896
-0.44384417,-0.9246731
-0.43634272,-0.9494549
-0.43675786,-0.92011124
0.91262037,0.43883067
-0.4289823,-0.876021
0.9155685,0.43424404
0.9088431,0.42471558
0.9191969,0.4636956
0.9981897,0.41036797
0.9053887,0.43482387
-0.43550143,-0.91570425
-0.4422622,-0.9758122
0.89329904,0.42764288
-0.44183776,-0.99173653
-0.41976613,-0.9965487
0.9884731,0.42218345
0.9623841,0.44295654
0.924386,0.43978158
-0.42569697,-0.90136313
-0.45676777,-0.9518331
0.9572983,0.4433408
-0.42416257,-0.92595655
0.9396633,0.46369526
0.9469513,0.42974442
0.9303253,0.45079774
-0.41774863,-0.95802623
0.9482242,0.4378812
0.98329824,0.45021504
-0.43971097,-0.93127716
0.9502666,0.43815443
-0.4451703,-0.96968627
0.99719435,0.42061216
-0.44037876,-0.965405
-0.4286393,-0.9102391
-0.4256137,-0.89567095
0.8908818,0.4147328
0.8817856,0.42129034
-0.4344778,-0.9480095
-0.4294307,-0.9463494
0.9513005,0.4341887
-0.4487776,-0.9558737
-0.45753235,-0.97310764
-0.42347524,-0.97271156
-0.44161838,-0.951323
-0.42872864,-0.9560669
0.9391025,0.4441722
-0.43921965,-0.8880301
-0.4415898,-0.9459474
0.9798844,0.42334434
-0.43245888,-0.89551854
-0.42991126,-0.9251528
-0.45302352,-0.9333104
-0.44533724,-0.97810835
0.94072914,0.4299079
-0.41904622,-0.8805874
0.892752,0.427759
-0.42859605,-0.95450914
-0.4222382,-0.9991865
-0.4215394,-0.9048085
0.9459901,0.4373543
0.91588074,0.43585235
-0.45393524,-0.95268846
-0.45156896,-0.93985724
-0.42949128,-0.9118509
-0.42595652,-0.9540323
0.963689,0.43323094
-0.4399957,-0.91849154
0.8847454,0.43673915
0.88966465,0.43680027
0.9516579,0.44838652
-0.43145826,-0.9279244
0.93799484,0.44293168
0.97004575,0.46418768
-0.4554027,-0.9872285
0.8781822,0.42492986
-0.43788147,-0.9182184
-0.4451975,-0.9894538
0.88787806,0.41001797
0.88457733,0.427424
0.94951427,0.44171086
-0.434789,-0.99204
-0.44372654,-0.8902601
0.9061113,0.4238556
0.98431444,0.43205774
-0.44141394,-0.93764967
0.9205601,0.4427116
0.9488167,0.45758337
0.9174766,0.45172852
-0.45381337,-0.9102052
-0.45314187,-0.93545336
0.96864676,0.4248388
-0.4142247,-0.9923451
0.95344543,0.4534538
0.8944722,0.44195265
-0.43055385,-0.9242224
0.9342226,0.44524646
-0.43816245,-0.9689102
-0.44876862,-0.9902468
0.8739959,0.4292022
-0.42787015,-0.9712757
-0.44745168,-0.94886935
-0.45424592,-0.9239408
0.9597775,0.45014083
-0.41054386,-0.8971004
-0.4463347,-0.9583894
0.9967109,0.43018684
-0.4340277,-0.996896
0.94592917,0.45325115
-0.43333527,-0.90728617
-0.4437508,-0.94353193
0.8632911,0.43500322
-0.43105263,-0.9293048
0.9078884,0.42631269
-0.451028,-0.91494024
0.90567994,0.43144056
0.9478058,0.43975908
0.9403111,0.4239806
0.90996623,0.43038082
0.972362,0.43086356
0.8946796,0.43405873
0.9301883,0.44840884
-0.4379296,-0.92985606
-0.43772423,-0.9715847
0.8841155,0.40959507
0.9507185,0.44911537
0.90707195,0.42268765
0.94149315,0.439913
-0.4465704,-0.88985705
-0.41879416,-0.99047506
-0.4286429,-0.9254029
0.895646,0.43950424
0.965625,0.4468662
-0.44971022,-0.91551125
-0.42881808,-0.8726139
0.88556296,0.42160863
-0.441735,-0.91781366
-0.44787538,-0.99842334
-0.43276143,-0.9891918
-0.4409969,-0.9574553
0.90404946,0.44478577
-0.4443904,-0.95215285
0.90685713,0.44609642
-0.45282406,-0.916241
-0.42755067,-0.9234129
-0.45160258,-0.9254614
0.9824693,0.43850756
-0.44224292,-0.9124146
-0.4270175,-0.92229325
0.9497901,0.44992995
0.90145826,0.4204243
