$\beta$,$\gamma$
0.3324703,0.09961484
0.33211607,0.097877644
0.33836934,0.101282015
0.3369487,0.09899844
0.33702737,0.099531345
0.3354758,0.10043723
0.33875802,0.09995175
0.33289433,0.09458746
0.3356771,0.096777916
0.33537582,0.099900626
0.34087884,0.10077414
0.33515203,0.097783625
0.3345818,0.09770101
0.33386084,0.098909475
0.3368785,0.10426588
0.3349692,0.100548334
0.33578405,0.099616334
0.33622518,0.09839508
0.32536265,0.091177225
0.3317999,0.09233499
0.33565655,0.09676832
0.33213213,0.09773428
0.3323894,0.096898414
0.32865885,0.09496534
0.33176854,0.09792458
0.33444956,0.09569907
0.33069465,0.094875656
0.33505222,0.09646165
0.3345415,0.099493645
0.3391591,0.10250825
0.3392432,0.09690201
0.3306008,0.09667963
0.33280367,0.096599974
0.33557624,0.09539603
0.3346524,0.099174276
0.33320406,0.09604136
0.3346837,0.09624615
0.33622542,0.096931525
0.33243728,0.094772585
0.32903534,0.09331827
0.33663726,0.1001745
0.33424875,0.095654294
0.33431953,0.096080385
0.33941674,0.1028977
0.3311364,0.095888115
0.3352977,0.09893192
0.33717865,0.09806564
0.3386991,0.0974545
0.33431426,0.0960565
0.3320715,0.09664372
0.33523506,0.09706566
0.3324466,0.09607475
0.33410826,0.100052916
0.33386365,0.0977978
0.33534968,0.09659263
0.33406103,0.09782501
0.33460075,0.09869276
0.3331913,0.098646745
0.33714077,0.09640096
0.33725038,0.10297255
0.33549234,0.10196306
0.33441496,0.09678544
0.33618373,0.09866911
0.3330743,0.09989905
0.33364898,0.094189234
0.3344192,0.09584158
0.334372,0.09535951
0.33390117,0.09668463
0.33538777,0.09706517
0.33667514,0.10193431
0.33208263,0.098461
0.3373873,0.09769221
0.3363345,0.094839334
0.33403692,0.09882002
0.33286753,0.09433201
0.33406547,0.09587757
0.33941808,0.10086654
0.33445337,0.09756351
0.33744243,0.10333433
0.33899555,0.09991823
0.33261257,0.09583728
0.33127007,0.095476486
0.34509808,0.11016787
0.33397385,0.094611056
0.33109078,0.09538154
0.33614397,0.099008545
0.3317427,0.098748565
0.33285582,0.09619717
0.33330885,0.096896976
0.33428913,0.09614804
0.3348267,0.09732227
0.33512834,0.09969825
0.33286315,0.09436256
0.3335755,0.10188748
0.33614314,0.0984425
0.33371592,0.0974915
0.33587804,0.100591585
0.33682573,0.099095926
0.33322567,0.09480108
0.3307939,0.091400556
0.3335616,0.10117896
0.33242705,0.10033805
0.33420807,0.097813584
0.3324673,0.0954029
0.33239907,0.09378148
0.33869582,0.100722015
0.33439785,0.09919752
0.33157054,0.09299172
0.33746392,0.09938394
0.3350148,0.09646899
0.3393425,0.10535782
0.33565086,0.09616145
0.33218572,0.09515538
0.3360285,0.09728828
0.335121,0.099769734
0.32905656,0.09097088
0.3337042,0.10021146
0.3348046,0.096857645
0.33859184,0.101816624
0.33659396,0.100378364
0.33426234,0.09484646
0.33500978,0.095031954
0.33390298,0.09631598
0.33360103,0.098461255
0.33418465,0.096751526
0.33146763,0.097787194
0.33438486,0.09781128
0.33591413,0.09864298
0.33421442,0.09551508
0.33601442,0.10142098
0.3311986,0.093756795
0.3423457,0.10272227
0.33719775,0.09967428
0.33738142,0.10437129
0.33234662,0.09915737
0.33894068,0.10009467
0.33277792,0.094720945
0.3343818,0.09334199
0.3375302,0.101956084
0.33424848,0.10130573
0.33330074,0.09409117
0.3352715,0.10241246
0.33287537,0.09539403
0.33022904,0.08920594
0.33429784,0.09647304
0.3317575,0.096092165
0.33247462,0.099516205
0.3332342,0.094439395
0.33764634,0.101191066
0.3336383,0.09759567
0.33665654,0.100361064
0.32993183,0.09246642
0.33440325,0.09926502
