$\alpha$,$\beta$,$\gamma$,$\delta$
1.3570447,0.14120944,1.168717,0.047645118
1.4147174,0.15229082,1.1349934,0.043399137
1.4127825,0.15050562,1.1291857,0.043473337
1.4010237,0.15909867,1.1207669,0.04372024
1.3701261,0.15356101,1.143615,0.045423288
1.3796004,0.1467983,1.153496,0.046180464
1.3844007,0.13939248,1.1580713,0.046769843
1.3905535,0.15212129,1.1395383,0.043950386
1.370297,0.1410295,1.1679429,0.046124533
1.332609,0.1458386,1.167419,0.047885064
1.4397762,0.1605572,1.1067176,0.042745
1.4285059,0.16139607,1.1099705,0.04110131
1.4085201,0.14665644,1.1431782,0.044469733
1.4363937,0.1567045,1.1154113,0.04229033
1.4539485,0.16580462,1.097225,0.040571805
1.3363805,0.14118807,1.1781255,0.046245392
1.3743421,0.1419263,1.1612376,0.045042645
1.4003992,0.15538242,1.1283679,0.044756845
1.4112765,0.16207783,1.1111099,0.04403753
1.327689,0.13104102,1.1987289,0.046479046
1.4647559,0.1554523,1.1109414,0.039770804
1.4527063,0.15145943,1.1269403,0.041788805
1.3715792,0.15048236,1.1464971,0.04654143
1.3322402,0.14725831,1.1697567,0.0488906
1.3818707,0.15308934,1.1350528,0.04493263
1.3382277,0.15366597,1.1536752,0.047525097
1.3997978,0.15583253,1.1306398,0.04332977
1.4105561,0.15746295,1.123307,0.043776534
1.3960456,0.16403934,1.1144241,0.04436598
1.332147,0.14477623,1.174799,0.04767832
1.3826417,0.14408603,1.1612085,0.043172125
1.3438722,0.13574134,1.1875569,0.04744981
1.3722458,0.1539427,1.1429737,0.046110414
1.3154569,0.1465955,1.171754,0.048856948
1.2639563,0.13320144,1.2209783,0.051752787
1.332278,0.15048149,1.1607598,0.048408642
1.4310795,0.153475,1.127963,0.042793244
1.459346,0.16029164,1.100929,0.041265503
1.3998854,0.15735504,1.126458,0.0440612
1.4944397,0.17626564,1.0659817,0.040844563
1.4288152,0.15012962,1.1380924,0.042698972
1.274507,0.12904412,1.2254363,0.050679766
1.4516915,0.16322269,1.1011038,0.04124301
1.34394,0.14685698,1.1625334,0.0472007
1.4335096,0.15765227,1.1156663,0.0418477
1.3520218,0.14460988,1.160596,0.047672674
1.4014051,0.15170178,1.1431609,0.043046433
1.4172208,0.16091053,1.1159688,0.043995436
1.4188993,0.15059385,1.132,0.04317505
1.3485441,0.13995233,1.1717988,0.047475666
1.3936608,0.15078413,1.1405313,0.045547154
1.4045135,0.15563014,1.1257743,0.0449391
1.3918618,0.15763523,1.1251973,0.045330152
1.3608048,0.14549607,1.1570148,0.04532196
1.360075,0.14446609,1.159395,0.04709363
1.4815235,0.16671756,1.0838584,0.04152163
1.3983954,0.14302202,1.1535314,0.046066012
1.3442767,0.13567597,1.1839088,0.04757093
1.3862132,0.14922659,1.1414405,0.04492571
1.4088397,0.1587662,1.1258276,0.0436733
1.3163894,0.14686902,1.175945,0.049281374
1.398943,0.15652314,1.1298975,0.045400854
1.4155582,0.16239886,1.115305,0.042457532
1.3786258,0.1458717,1.1553508,0.04581546
1.454488,0.15953307,1.1038824,0.04225159
1.3484983,0.14447747,1.1699318,0.046693522
1.3452199,0.14747807,1.1645073,0.04603672
1.4466233,0.16299437,1.0984466,0.043326683
1.3604761,0.1421484,1.16398,0.046922334
1.3883513,0.1520578,1.1413529,0.045453306
1.4083962,0.15603453,1.1259011,0.04308602
