$\alpha$,$\beta$,$\gamma$,$\delta$
1.289257,0.042487506,1.5593468,0.06646013
1.2752303,0.04412111,1.5514823,0.0682733
1.3240379,0.05005718,1.4968181,0.06443898
1.2657652,0.043480106,1.5615089,0.068859875
1.297613,0.044542015,1.5395592,0.06796205
1.3064606,0.047276236,1.5215609,0.0657014
1.2279236,0.043022025,1.5877985,0.0718413
1.3317059,0.045782547,1.5185935,0.06156268
1.323133,0.050910555,1.4929751,0.06517168
1.2773037,0.041518405,1.5710107,0.069179475
1.283154,0.04276335,1.5573776,0.0653236
1.3019962,0.045773696,1.5295359,0.06506899
1.2707838,0.043522224,1.5625541,0.06841713
1.2971281,0.048995435,1.5108769,0.06656449
1.274317,0.04498404,1.5501727,0.069491364
1.3173249,0.047051564,1.5114454,0.06317791
1.295402,0.044802018,1.5481771,0.06482987
1.3079365,0.054294467,1.4752282,0.06418313
1.3054228,0.04693643,1.5210459,0.065704815
1.2675781,0.046034314,1.5484846,0.06629698
1.2929429,0.04902626,1.5156639,0.06660772
1.3445903,0.04871155,1.4963387,0.06323729
1.303874,0.046160903,1.525779,0.066711135
1.313329,0.04859513,1.5142251,0.064452454
1.2806071,0.043131735,1.556414,0.067884736
1.2436012,0.044911604,1.5635376,0.071014196
1.2532798,0.045214184,1.5622638,0.06974641
1.2481357,0.04436762,1.5650884,0.07162936
1.3102608,0.044751544,1.5359993,0.06616841
1.2948151,0.04450453,1.5400301,0.06519819
1.2917482,0.04342549,1.560133,0.06254314
1.2552738,0.04191861,1.5820957,0.071126364
1.2718297,0.044927895,1.5562868,0.06772716
1.2633134,0.044859126,1.5563942,0.06956926
1.2532543,0.04515826,1.5633463,0.07074602
1.2570899,0.04578506,1.5573083,0.06998867
1.2880492,0.042153887,1.565327,0.065215275
1.2764114,0.04232164,1.5713598,0.06851138
1.2898483,0.04601826,1.537309,0.06475223
1.2995666,0.046814978,1.531472,0.06490074
1.3259513,0.048796773,1.5029022,0.0631898
1.3007255,0.046308063,1.5300577,0.06592744
1.2889578,0.042905662,1.5609254,0.06912298
1.2545471,0.043354757,1.5722945,0.07043332
1.239801,0.04103795,1.5963787,0.072620824
1.3326217,0.049853195,1.4922574,0.062158328
1.2924811,0.043171342,1.5474547,0.068323694
1.3571665,0.047487482,1.4974809,0.061104815
1.3078893,0.046990655,1.521803,0.064638965
1.3144842,0.044008635,1.5468422,0.062800474
