$\alpha$,$\beta$,$\gamma$,$\delta$
1.3867438,0.010931934,0.7868582,0.06568424
1.3981975,0.012800298,0.766227,0.06409806
1.4052628,0.012498158,0.76764053,0.06309744
1.3766892,0.011061382,0.78860575,0.066761225
1.3727162,0.011128476,0.7879905,0.06732264
1.3722354,0.011325845,0.7849116,0.06511241
1.3832977,0.011601568,0.780569,0.064943805
1.4014516,0.011261319,0.7812754,0.06517412
1.3839954,0.011729719,0.7795598,0.06474783
1.3875446,0.012346355,0.7726753,0.06608836
1.3434997,0.010420471,0.80151033,0.07054696
1.3937417,0.011376735,0.77896607,0.06318311
1.3906145,0.0127275055,0.7670362,0.06493671
1.3905318,0.011608923,0.7790038,0.06451261
1.387413,0.011545042,0.78006953,0.06502811
1.3955345,0.012459647,0.7679886,0.06403252
1.3930397,0.012322558,0.77412546,0.06617718
1.4105982,0.011615756,0.7768599,0.062635764
1.3747354,0.011942044,0.7782354,0.06631709
1.3688275,0.011781407,0.7830606,0.06906934
1.4001285,0.012075296,0.7699731,0.06185183
1.3853934,0.012402611,0.7721482,0.06573702
1.3861963,0.012439279,0.77075607,0.06334157
1.3753438,0.011387698,0.786098,0.06725188
1.4063748,0.0129698785,0.76604426,0.06429739
1.3553556,0.011097656,0.79057395,0.06901411
1.4051654,0.012218614,0.7711234,0.063979566
1.3602408,0.010927447,0.79416394,0.06880821
1.3918624,0.011772063,0.7784513,0.066749625
1.3741779,0.011460486,0.7829609,0.06677222
1.381829,0.011710326,0.7795599,0.06416488
1.374102,0.011408459,0.78397155,0.06695879
1.3783357,0.011297478,0.78424513,0.06638306
1.378949,0.012662776,0.7705685,0.066360414
1.3818823,0.011492319,0.7805464,0.064944655
1.409629,0.012317612,0.76902866,0.06272329
1.3922585,0.012616861,0.76859367,0.06457245
1.368463,0.011199997,0.78599304,0.067604974
1.3746027,0.011246004,0.78434736,0.066247575
1.3938614,0.01197763,0.77699655,0.06497134
1.3887926,0.012833043,0.769785,0.06590075
1.3861846,0.011841919,0.77770776,0.06447987
1.3932276,0.012192738,0.7718076,0.06372246
1.4072537,0.0132059045,0.762759,0.06296707
1.4010699,0.011928737,0.77469003,0.06259353
1.4088066,0.012727397,0.7676017,0.06313799
1.3845505,0.013198105,0.7635079,0.06453915
1.4004579,0.012884044,0.76542366,0.063187465
1.3944699,0.012027077,0.77389145,0.064207405
1.3906907,0.011568027,0.77937263,0.06493986
1.3968915,0.01113133,0.7830052,0.065429516
1.3775604,0.011716956,0.7798895,0.06571492
1.3954746,0.011509874,0.78115237,0.06532628
1.3943658,0.011878396,0.7754674,0.06485352
