parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
-0.24307065,0.003922373,-0.43812674,0.04674895,0.25407314,0.00208845,0.022436127,-0.22741774,-0.35153484,0.6171869
-0.13482198,0.20628038,-0.63209164,0.085452825,-0.28096634,-0.124490164,-0.08236507,0.08148877,-0.49771547,0.24886368
-0.18202767,-0.19837978,-0.5114009,0.4891399,-0.1073297,-0.2030411,-0.049296036,-0.54772526,-0.25050563,0.21638253
-0.37655437,-0.3667217,-0.25813368,-0.007703863,-0.033853758,0.1186725,-0.27296764,-0.018688003,-0.64531255,0.34754854
-0.3395633,0.04674287,-0.34674647,-0.18469602,0.038692012,-0.13254711,-0.29412553,0.1361584,-0.6456905,0.23477277
-0.4418609,-0.007787548,0.017156422,-0.002737686,-0.05886042,-0.2215563,-0.19666933,-0.050893314,-0.2523836,0.4785313
-0.2532824,0.22819017,-0.30917013,-0.039516307,-0.29790956,-0.10831507,-0.07883194,-0.09478293,-0.59502864,0.08473638
0.27422103,0.49920586,-0.33193597,0.01223249,0.08045101,-0.36201334,-0.19289541,-0.28185678,-0.029993117,0.48059145
-0.34046692,0.166572,0.20148718,0.46997523,-0.22479454,-0.06829856,0.2219164,0.3340886,-0.13235137,0.14420933
0.27990487,-0.09519172,-0.35326308,0.0804393,-0.3907132,-0.30484155,-0.080375336,0.2705878,-0.083152086,0.33529818
0.27485988,-0.24394488,-0.30304742,0.11782738,-0.43346384,-0.0155576095,-0.3214255,0.13050966,-0.16390447,0.17678118
-0.6554216,0.37159273,-0.11649339,0.4166342,-0.4089938,-0.30440372,0.09593037,-0.07026204,-0.30437002,0.1768255
-0.3283973,-0.12421827,-0.23417376,0.14392269,-0.2304902,-0.4208231,-0.12559439,0.043302584,-0.25505865,0.2822068
0.17623013,-0.5603249,-0.296206,-0.15914363,-0.40130863,-0.07847342,-0.25117794,-0.32680944,-0.56503963,0.22738218
-0.2793307,0.13519914,-0.48660362,0.42082474,0.116434395,0.16698563,-0.39525974,-0.15164277,-0.5423013,0.2628867
-0.62520456,0.14742067,-0.37132984,0.3494564,-0.83717513,-0.40868944,-0.22420694,0.07607682,-0.27992922,0.7469919
-0.09996748,-0.04883468,0.2850189,0.15157005,0.12386231,-0.51472664,0.008438244,-0.06165664,-0.18572119,0.2705691
-0.3232867,0.06555656,-0.2044271,0.11225762,-0.07198683,0.02875688,-0.24666056,-0.17382535,-0.35184774,0.39734247
-0.19063553,0.1123389,-0.24943055,0.1317,0.12888825,-0.15672195,-0.39230195,0.23884767,-0.55809706,0.5583658
-0.14029753,0.173168,-0.31765428,-0.25928998,-0.31587136,-0.007994354,-0.5815158,0.016953822,-0.6381926,0.045466065
-0.9027544,-0.07063268,-0.42047855,0.4263406,-0.19339421,-0.21036446,-0.35293096,0.20102243,-0.17966951,0.37743834
-0.22185351,-0.35141468,-0.18878238,0.25962046,0.09528193,-0.21985725,-0.16914907,-0.45056102,-0.192263,0.33622155
