parameter_1,parameter_2,parameter_3,parameter_4,parameter_5
2.932584,2.2715397,2.1602952,-2.4898577,1.8421781
1.4286964,-2.5317388,-2.6027784,-2.9862003,1.6359146
1.819398,1.2237624,2.4985304,2.878901,1.6203679
2.9075572,0.6687998,-2.2833416,-2.8829186,1.3060102
1.3888592,1.2234284,2.5752501,-2.9308982,2.1338327
-0.34638426,-1.0686411,-2.5921109,2.69969,0.8886862
2.0074272,-1.7598865,2.1658678,2.707913,2.0793142
2.2947757,0.91810644,-2.2932136,2.9228415,2.1351898
-1.8921568,-0.109228715,2.1815352,2.4422317,0.9674091
2.5324862,1.759046,2.4573817,-2.6879265,1.3646386
2.9939928,1.606064,2.6659186,2.6339974,0.8872352
2.862113,2.1914346,-2.5976312,-2.9712126,1.5763543
2.532355,2.6889,-2.8285794,-2.9162009,0.6967926
2.403225,1.5375171,2.3458953,2.8931835,1.7658383
2.9926028,0.7810638,-1.6028168,2.1440616,1.0359483
0.6861135,-0.9300498,-2.1129675,2.9539826,1.232999
2.2086034,2.514923,-2.3042355,2.7535324,1.7301508
0.2783161,-0.39967218,2.7152479,2.554343,1.112825
2.55585,0.95584875,2.2550957,2.8597484,2.0524092
-1.5063651,-2.8340597,-2.4141898,2.4994822,0.74184036
2.7307577,2.7668333,2.3309956,2.9758341,1.070318
1.6320617,-1.7329288,2.0077991,2.7710729,0.71820414
2.192825,-0.4892106,-2.0517266,2.5468774,2.1116936
2.7507987,2.0691705,2.5713449,2.9571676,1.5786105
2.892167,-0.8338661,2.12026,-2.9012928,2.122465
2.3466773,2.7117333,-1.9942992,-2.5794764,1.3656262
1.9307196,-0.18600671,2.5418618,2.9536517,1.9282203
1.9837217,0.6052485,-2.702022,2.524533,1.0385602
1.1481609,2.5870378,-2.4211876,-2.5027113,1.3325429
2.9402642,0.071959674,-2.1739516,2.7750924,1.7543137
2.2089913,1.4999305,2.1476,-2.3592927,1.4503736
1.9759877,0.7875404,-2.3621895,-2.9161081,2.0981627
0.7186191,-2.9432871,1.8579704,2.4170444,2.0022736
2.8156207,2.8035448,2.820997,2.549724,1.107716
1.9152262,-2.7904942,-1.9491649,2.9409823,1.4923759
2.0028014,-1.2446119,2.2091756,-2.940435,2.3625677
0.6871985,-2.2389493,2.0045488,-2.956912,1.3076899
2.4639883,-0.85469747,2.3778315,-2.9494863,2.159679
2.5983782,1.8901092,2.0558515,-2.7398558,1.5855079
0.971056,-1.0013552,-2.1325362,-2.6113575,2.2097263
0.29294083,0.6454819,1.9754772,2.1886392,1.2104745
0.34326816,2.3336449,-2.8446374,-2.6871743,1.0491024
2.437086,2.2032769,2.3084311,-2.7389631,1.7901152
1.3572671,-1.4399816,2.3075423,-2.658047,1.9789085
-0.62082994,-2.2110474,2.2929814,-2.9861493,1.2103357
0.580309,1.5433996,2.3538995,2.713745,1.2402523
0.35090792,0.2419613,-2.6407526,-2.6047554,0.95062435
2.648808,-0.8041271,-2.007557,-2.851339,1.9705322
2.4642427,2.9193265,2.8325992,-2.8302524,1.3341514
1.8160036,2.5417006,2.63041,-2.0392327,0.48971993
2.833754,0.005948098,-1.8914043,-2.5645823,1.8952291
2.724408,-1.4518305,-2.5106823,2.882471,0.86223817
0.98953843,-1.2780654,-2.0815268,2.782958,1.722635
2.3436847,2.495843,2.1537273,-2.6028042,1.3856951
0.5307566,-1.4576719,2.1592014,-2.6483526,1.6017442
1.9124439,-0.22695029,-1.9263577,-2.854163,1.9041868
2.4721966,2.10522,2.4149184,2.8717985,1.4027104
1.4299812,2.6423974,-2.3289137,2.6149318,1.1546254
2.6780233,1.3333011,1.8610867,-2.2158601,1.5513107
2.8593094,2.8881354,1.9090004,-2.2242224,0.6799309
2.4863298,1.2895072,-2.2493224,2.9622018,1.992433
1.7191911,2.1708927,-2.1528125,-2.7084365,1.6368234
2.4529016,0.7975185,2.433461,2.9917712,2.3770747
2.1050243,0.70849603,-2.7675745,-2.976307,2.1010003
2.474063,0.29821834,2.138712,-2.5737836,1.624539
2.9515316,1.7486897,2.2899222,-2.8638237,1.6748177
2.3963692,0.39658177,2.033083,2.699578,1.6044958
2.3072677,0.41157728,1.9166825,-2.5632973,1.1126478
1.6674986,0.90283436,2.8918123,2.8604693,0.8994293
-0.7519621,-0.7113331,-2.3551843,2.6162257,1.4089389
2.923756,2.8047779,-1.8049123,2.362386,1.4012762
2.7666593,1.727549,2.619714,2.9155931,1.9966449
2.2573826,-0.72095966,2.1037693,-2.6824687,1.6920072
2.5511932,-0.058530487,2.0182564,2.732434,2.054944
2.2200928,-1.8908814,-1.9278157,-2.6071215,2.2562451
1.4763498,2.5388188,2.4128568,-2.4770148,1.3580108
1.7395722,-1.1468407,2.2632778,2.6870692,1.7687527
2.4926293,1.8000714,-2.1112692,-2.8993123,1.444309
1.3412333,-1.7759535,-2.4402888,2.9217439,1.1711841
2.840667,1.5409297,2.2217925,-2.9403398,0.96133447
2.7750976,-0.11879812,-1.684123,2.5620642,1.1599541
1.6136056,-2.362657,-2.1758003,-2.7802064,1.6831145
2.446949,0.29836324,-2.1960251,2.702883,1.1838591
2.58772,0.103310205,2.3625693,-2.7572582,1.6130942
0.17572848,-0.9762353,2.0938492,-2.4366627,1.5633761
1.2501643,1.3991859,2.2051494,2.7048635,1.3094939
2.4934483,2.9261022,1.9763646,2.893544,0.6758872
-2.5018046,-2.2590928,2.6550097,-2.8224628,0.84316236
1.7020013,0.7866749,2.0161943,2.562614,1.5835227
2.1564193,-1.5965655,-2.0679867,-2.8434913,1.160075
2.3467522,-1.8382066,-2.3437529,2.882144,1.598205
2.6113997,-0.5363429,2.2735963,2.927667,1.9983746
1.3001525,2.473431,2.1614418,2.771264,0.58745223
1.5343463,-0.44662845,-2.5744667,2.9757981,1.4315876
0.4651715,0.963217,-2.5199564,2.596224,1.1752579
-1.0303148,-1.2829474,1.9187489,2.2849483,1.7080922
1.6624689,2.141216,-2.1141667,2.4937162,0.588977
2.8897746,1.4451236,2.223153,-2.859273,1.76935
0.9584738,-2.663343,1.8532549,-2.6690514,1.3352519
2.5609016,1.0311565,1.9995207,-2.678042,0.65285516
2.6308153,1.5529486,2.046276,2.6790478,2.074985
2.9880679,-1.5494128,2.0350735,2.5154083,1.8003433
2.4138863,2.4184089,2.20919,-2.9783192,1.223896
2.857374,0.3648483,2.1366982,2.7687101,2.2335153
0.3450643,-0.9659322,-2.2064683,-2.8725796,1.6571424
2.4878864,-2.4853907,-1.857327,2.7732387,1.5911858
2.7987275,0.49525222,-2.144195,2.680704,0.7507037
2.129398,0.7697476,-2.6651075,2.4373648,0.21835601
2.423595,-1.4654634,-1.9334483,2.8572094,2.1710854
1.6427468,-1.2337934,2.4097197,2.9459882,1.2761781
2.0363686,-1.0262378,-1.9039471,2.7435973,1.6766305
2.8672414,2.1190305,-2.301338,2.9149895,1.3408427
1.4588407,-0.75552875,1.8228436,-2.3896518,2.0232022
1.4949416,-0.9741417,1.7536104,2.3301277,1.2748976
2.3807724,-0.2209565,-2.125793,-2.8808024,1.9857054
1.4021006,-0.49862888,2.3269386,2.809416,1.4166249
2.0244997,0.3326478,-2.1894062,2.4685545,1.8083012
2.998566,2.018856,-2.3200293,-2.8779144,2.0356843
1.4974608,-0.3714613,2.565511,-2.8297057,1.8159143
2.4336827,-0.024692046,2.3658884,2.6818385,1.3253413
0.7271629,2.8822122,2.7686744,-2.5682874,1.0606213
1.9288807,1.6477879,2.444858,2.9148211,1.9503374
1.6653014,0.17606363,2.199232,-2.6466877,1.755397
1.1933625,-1.6269951,-2.6486766,-2.8910108,1.5799196
0.845141,2.18255,-2.4903734,-2.8982644,0.5431446
0.6106574,-1.5569092,2.1657329,-2.7418573,0.7478874
2.5961578,-0.057184476,1.9360505,-2.6894686,1.957344
1.3374505,0.14472619,-2.1446292,2.6036208,1.9613376
1.7350942,-1.3611807,-2.5696228,2.8130865,-0.0010888726
2.9098744,-1.9665357,-1.9574842,-2.8837986,0.8510668
1.2809265,2.5572727,2.2990527,2.5446332,1.7022904
2.0014174,-2.0058014,-1.8787982,-2.3466928,0.6661922
2.5803099,0.013921373,2.4123688,2.956434,2.3533266
1.4937713,0.60494626,2.2614706,-2.670158,1.7695618
2.7790995,0.36609963,-1.9147753,2.5934224,1.3585203
2.064157,0.42714986,2.329405,2.8060458,1.1398921
2.7317479,2.174266,-1.801529,-2.3218212,1.0989711
2.8467977,-2.1330886,2.276694,2.636511,1.2071767
2.105175,0.8675941,-2.4544737,2.8547242,0.87958205
0.5821834,0.3333081,2.3705204,-2.6647017,1.5523633
2.444911,0.8500099,2.049532,2.422714,1.6926099
2.955529,2.9241545,2.3075361,2.9569774,1.2906394
