parameter_1,parameter_2,parameter_3
1.3355273,2.1083639,-1.722705
1.2335275,2.8840606,-2.2183855
1.3612528,1.6431054,-1.6197239
1.6331861,2.906787,-2.3073797
0.11300854,2.9729474,-1.797623
0.60434234,2.5025103,-1.794924
1.5470521,2.516377,-2.2370396
2.8844345,2.8849456,-2.8750155
0.27432007,2.217708,-1.4137311
1.1056403,2.2954295,-1.9064345
0.46337372,2.313187,-1.625182
1.8679305,1.9446582,-1.9069201
1.2041606,1.3269724,-1.4148948
0.081236824,1.1317382,-0.68813854
1.9160805,2.5485556,-2.4074967
1.1590309,1.3134091,-1.2805551
2.8740757,0.9486124,-1.7845584
0.7062192,2.0120897,-1.4080112
1.0557259,2.3030663,-1.8786235
2.0757594,2.8157275,-2.4676936
1.4513972,2.3515332,-1.9585252
1.3603578,2.6150408,-2.1894507
1.0497856,1.0274085,-1.2424984
0.521457,1.8044273,-1.3385497
0.03574332,2.2653606,-1.2847867
2.2932515,2.6355858,-2.482086
0.7715776,2.4034386,-1.8302188
1.867863,2.6252668,-2.371596
1.3589476,2.685753,-2.1563513
0.15646215,2.4890633,-1.4954894
1.5586336,1.3208832,-1.5785908
1.6754091,0.8958139,-1.3201405
1.1962692,2.4879153,-1.8308437
0.33389205,2.1367977,-1.3594968
1.895006,1.9194374,-2.0478816
0.07776982,2.5904193,-1.5704286
1.1250993,2.8366544,-2.1963928
2.9219863,1.2012902,-2.0898972
1.1525716,2.533038,-2.058006
2.2521548,2.0417175,-2.1977148
1.267927,2.5185554,-2.0344028
0.22667538,2.3810966,-1.5475318
2.7565813,1.1038939,-1.9940937
0.94384724,2.3974528,-1.723977
2.2959163,1.7907114,-2.0707605
0.92841375,2.2242794,-1.7795382
2.6601045,2.6554577,-2.7101438
0.08325724,2.9125655,-1.8002052
1.5295848,1.2241603,-1.3699554
0.019282674,1.5996832,-0.8866757
0.89535916,2.4112968,-1.8638248
1.7499169,2.7745616,-2.3931882
2.3740778,2.8363993,-2.5163147
0.1634522,2.4262877,-1.5036436
2.7951064,2.5652328,-2.7856667
1.3701998,2.2214093,-1.9076325
2.566999,0.9135761,-1.6346774
2.3765216,0.93407685,-1.4090065
0.5856712,1.0896127,-0.97879195
1.021626,2.2342908,-1.8682159
0.40840384,2.7879696,-1.8924414
1.875676,2.773122,-2.4209852
0.11209766,2.9850695,-1.7537966
1.4413036,1.1279917,-1.2548256
1.3005478,2.7213862,-2.2410553
1.02688,1.9138926,-1.521582
1.9667531,2.2268498,-2.2000296
1.9494729,2.8862975,-2.5583403
0.55978525,2.3585095,-1.6190654
0.2979396,1.5951477,-1.1070285
1.4593735,1.4256505,-1.4855595
1.0296397,1.6056231,-1.3235666
0.3060645,0.62359995,-0.43376794
0.26311707,0.28295913,-0.2867883
1.2448719,1.7271526,-1.4915518
0.3836227,1.6807554,-1.198094
1.7048501,2.3886325,-2.2486172
2.9369826,2.7105818,-2.7441792
0.6443654,2.3821585,-1.7002861
0.7872201,2.4293892,-1.7409678
1.6302174,1.4282734,-1.6656842
0.025900578,2.5968342,-1.5184168
0.6277777,1.7182392,-1.3556958
1.6008352,2.5940852,-2.308868
1.2707673,2.7611346,-2.2816825
0.63445973,1.6957339,-1.1768868
2.5791595,2.911049,-2.7969718
1.8682152,2.80297,-2.336262
2.424419,2.014159,-2.3008723
2.2061687,1.9444817,-2.1901581
2.7575536,2.13966,-2.4799612
0.3881579,1.516881,-1.1043904
0.23813604,2.5322342,-1.5640177
0.45905215,1.5568371,-1.1978455
0.9420285,1.6256388,-1.3833807
1.2487452,1.1784095,-1.189355
1.0375794,2.3311756,-1.8554927
0.5781242,2.7810862,-1.8544471
1.5226512,2.511481,-2.0898407
