parameter_1,parameter_2,parameter_3
2.494629,2.9011502,-2.7283573
1.9842061,2.4885013,-2.2186139
0.6341569,1.6413947,-1.0696648
2.8744457,2.8204248,-2.7783854
0.87720793,0.87241083,-0.76922524
1.8556273,1.6174608,-1.5452272
2.0331295,1.7376125,-1.8065025
0.26882657,0.8715431,-0.5454576
2.6414342,2.3463724,-2.378619
0.7262628,1.6775076,-1.0009147
0.7915226,2.4115512,-1.6314338
1.2610872,2.687772,-1.8916891
1.1728563,2.939762,-2.030743
0.56577426,2.1960151,-1.3629516
0.32018673,2.637342,-1.5031105
1.5548564,1.0700722,-1.1363075
1.249956,1.2350855,-1.1689528
1.6639074,1.9654305,-1.6077106
1.9806411,1.4561249,-1.455436
1.595977,2.4056606,-1.8452804
1.4066529,1.8684156,-1.5296996
1.6720003,2.3592052,-1.7625492
2.8007843,2.9740307,-2.786718
1.276907,2.9531546,-2.1666105
0.16527222,1.7205588,-1.000168
0.45769948,2.7370825,-1.6695305
0.90518945,1.2355917,-0.8842211
1.6367456,2.872984,-2.1240754
1.0325675,2.2173724,-1.6842031
1.6817378,2.1571245,-1.8469604
1.4279366,2.8905425,-1.9531451
1.8049605,1.9507009,-1.7626288
0.023620686,2.1182835,-1.0793926
0.75571936,2.5563648,-1.7377527
1.37721,1.7982548,-1.5543884
1.2106571,1.2347027,-1.0995636
0.18853466,0.33218145,-0.2203299
2.0395172,2.5953753,-2.3083348
2.7240965,1.084743,-1.7770786
1.6948136,2.6703005,-2.1613247
0.048878722,1.6641465,-0.8562778
1.6216772,0.7647628,-1.1182178
1.3643425,2.5109868,-1.9160345
1.807674,2.152538,-1.9968898
1.3926345,2.4232209,-1.9471583
1.6588446,2.6606493,-2.0189824
1.4770921,1.2803483,-1.1743363
0.04474716,2.560164,-1.398801
0.13152926,1.9949832,-1.1079744
1.8343704,2.4233453,-2.0094278
1.9387536,2.4713726,-2.100251
0.2828204,1.0912242,-0.6205434
1.2673092,1.6891654,-1.4188379
2.0184605,1.9138414,-1.8468157
1.6968275,2.2942853,-1.9557095
2.1035016,1.2750907,-1.3785968
1.5278635,1.4411337,-1.2992178
0.9700553,2.0477986,-1.4675162
1.6817342,2.787456,-2.0123127
1.1578939,2.5261452,-1.777134
0.7095237,2.7511537,-1.7829313
0.03484608,2.1659105,-1.1002756
1.8667736,0.89344877,-1.1656777
0.27273378,2.40146,-1.3500336
1.403598,1.286878,-1.1672665
1.8986554,2.379414,-1.9418733
0.4304565,2.796052,-1.6238353
1.3757448,2.033231,-1.6333447
0.52844137,0.9123674,-0.7825773
0.0831872,2.199974,-1.0887796
2.4533975,2.1221843,-1.9461792
0.36702353,1.4640105,-1.0072782
1.0637938,1.638632,-1.3428049
1.5284154,2.9281647,-2.2311597
0.95133907,2.8137176,-1.712112
0.97632366,2.7235036,-1.782591
2.1116416,2.5512934,-2.0749006
0.25825548,2.478139,-1.4503487
0.3909766,2.9636705,-1.6379123
0.04700459,2.6205997,-1.344551
0.9631814,2.7641249,-1.8652914
2.116055,2.1795657,-2.0440438
1.9920652,2.1366663,-1.8701551
1.0017087,2.0028033,-1.4419395
2.9755785,2.8698423,-2.6993244
1.747833,2.4373343,-1.9894472
0.37514135,2.938879,-1.573769
2.2968645,2.3539715,-2.1417184
1.488131,2.383508,-1.864189
1.8731263,2.8007364,-2.3493798
0.9484462,2.4564106,-1.6229115
2.7491348,2.358874,-2.2676234
2.7277856,2.2465427,-2.3225229
2.6119914,2.5032618,-2.3871088
0.16027755,2.8266346,-1.5457433
2.1397407,1.9845545,-2.0368676
1.2698787,2.9387317,-1.9055403
0.37006667,2.7477202,-1.5826913
0.43994394,1.8638073,-1.166802
2.9082983,2.3580725,-2.5124228
1.6064475,2.9002988,-2.1879613
0.44638473,2.0572639,-1.2301028
0.66647136,0.30492783,-0.37121516
0.81437594,0.96886826,-0.72504854
2.9436233,2.9917154,-2.7062564
0.22913675,2.2744877,-1.2178206
0.70967865,2.8926966,-1.8555882
0.10847775,0.7502782,-0.3262192
0.18371755,2.7539635,-1.5394335
2.0062058,1.0685171,-1.2876761
1.5084696,2.96615,-2.1230016
0.56480443,1.9960442,-1.3593711
2.1052463,0.6798563,-1.2218469
1.8564409,1.669807,-1.5466568
0.7099481,2.6080709,-1.6524494
2.126488,1.3647282,-1.4839287
1.8871181,2.2226446,-1.9460802
