parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
-0.95963573,0.45213693,0.7397155,-0.34765244,-0.52071625,-0.13851726,0.7743877,0.6786679,0.52404135,0.04915686
-0.81437695,-0.08581698,0.019476533,-0.40845448,0.3295952,-0.59667355,0.68329597,0.95561546,0.21615465,-0.16380164
-0.95071745,-0.21552722,0.53640294,-0.2827599,0.3275017,-0.37776548,0.6524109,0.79379964,0.2701971,-0.21761423
-0.9513013,0.24311006,0.5667742,0.16733855,-0.42686024,-0.58784866,0.2463125,0.5450097,0.30767238,0.12219648
-0.7367784,0.16531622,0.97455984,-0.5713764,-0.39978695,-0.59383935,0.63028514,0.94005525,0.532642,-0.48627248
-0.9020972,0.49313694,0.7640829,-0.6006581,-0.3259444,-0.22493255,0.9205195,0.7413217,0.047588274,-0.5324801
-0.9343068,0.31860995,0.76862293,-0.19741869,-0.15928528,-0.6494158,0.4048729,0.70219994,0.41372332,-0.21636593
-0.8397933,0.24425055,0.9170434,-0.72581255,0.41033566,-0.016278177,0.5986371,0.7038749,-0.28565502,-0.3034498
-0.974341,0.33750325,0.569317,0.015711248,-0.104498334,-0.5950186,0.35282022,0.9854853,0.25409067,-0.24506497
-0.9683606,0.7483695,0.35798934,-0.2999914,-0.34078425,-0.50119853,0.50583375,0.22913694,-0.013048798,-0.5522694
-0.800906,-0.03817025,0.32823625,-0.17392053,-0.057954893,-0.5940729,0.32134902,0.7336062,0.29613635,-0.2167424
-0.91546273,0.6038259,0.73981076,-0.28829306,-0.55161774,-0.94695044,0.09176853,0.626722,0.6448776,-0.12906978
-0.572231,-0.7491231,0.43125522,-0.6282664,-0.40823305,0.009227484,0.5478301,0.21348995,0.23035955,0.5000123
-0.94809294,0.092460185,0.384841,-0.2509278,-0.18357544,-0.12199181,0.04578662,0.9700442,-0.09171665,0.023460634
-0.4665842,-0.028367296,0.8711783,-0.31946638,-0.71066886,-0.08917883,0.57212186,0.53556,0.29092625,0.09822549
-0.75515634,0.10854077,0.5748345,-0.11000061,-0.5488905,0.02262643,-0.10532081,0.86161286,0.25267586,0.4049019
-0.51047164,0.12950121,0.81379145,-0.71596193,-0.6792833,-0.21332395,0.72475636,0.591969,0.44780135,0.3681931
-0.55850685,0.21804693,0.5755384,-0.3812447,-0.4378287,-0.27874428,0.21814364,0.86012846,-0.21436056,0.23800498
