parameter_1,parameter_2
-9.168724,4.724505
-8.0505295,4.8974013
-7.9862127,4.9274945
-6.8246493,5.043808
-8.081914,3.5890756
-8.341142,6.711285
-7.907382,4.987963
-8.529934,5.0792165
-7.854344,4.93934
-7.933348,5.028726
-9.378675,5.8432717
-7.6336937,4.103174
-9.330753,6.7623405
-7.9513254,4.915957
-8.669817,5.0065637
-8.276513,4.430361
-8.09928,5.140535
-7.944997,4.892697
-8.047214,5.320359
-7.9433255,3.0891132
-7.127385,5.99107
-8.492248,2.75656
-8.07732,5.1099772
-7.9352636,5.1832485
-8.984566,4.5832143
-8.079758,5.0282426
-8.092121,5.102978
-7.77185,5.1998563
-8.002987,5.0941873
-7.9667716,4.8645988
-7.3364882,5.9527693
-7.8267035,5.036
-7.9698915,4.888824
-7.998968,4.903015
-8.022274,4.952983
-8.97262,4.4803557
-7.879692,5.405372
-7.965718,5.0691175
-6.618049,4.3753667
-8.139762,5.000311
-8.160135,5.1606984
-8.360954,4.4429007
-8.955533,3.9474096
-8.869214,4.6846333
-8.106676,5.2104235
-8.175886,5.0337586
-9.142446,6.8754992
-7.9995794,5.057468
-8.033904,5.0065894
-7.935069,4.8546495
-8.077931,4.82724
-8.061612,5.004682
-8.246374,5.1067157
-8.154933,4.9385943
-7.9093003,5.1028185
-7.131767,4.96093
-8.945522,5.4046903
-7.9694095,4.975834
-8.105177,5.110235
-8.690084,4.8758006
-8.699258,6.726166
-7.906124,4.8503523
-6.9723616,6.0958357
-9.317601,3.782115
-8.162287,5.999119
-6.4579744,6.104082
-8.077845,3.7535615
-7.9108815,4.9243855
-8.13443,4.9439454
-8.041463,4.8822994
-7.6442833,4.011301
-8.03782,5.3215656
-8.006909,4.9058146
-8.035064,5.087473
-9.49114,4.523546
-7.8159375,4.681801
-8.013915,4.98562
-8.0173235,4.7805243
-7.0560846,3.720077
-7.9776907,5.0731497
-7.214853,5.8417473
-8.398844,3.4158926
-7.9804153,5.072494
-7.949554,5.2303452
-8.1145115,5.0000854
-7.4069753,5.2143965
-8.049404,5.1571507
-6.875287,6.686979
-7.565161,5.530125
-7.580046,6.9760437
-8.042834,4.8854785
-8.137401,5.01916
-8.062058,4.9299994
-9.247084,6.866796
-8.196786,4.973715
-7.911566,5.075391
-8.075708,4.988658
-8.649593,4.9594073
-7.836739,5.120405
-8.262933,5.0923066
-8.0747595,5.2360845
-8.010856,5.120421
-8.468414,7.3011947
-8.131887,5.0951886
-8.165892,4.2770543
-8.05968,4.9992776
-8.035139,4.8169026
-8.068874,5.069054
-6.669694,5.4354677
-6.0611887,4.505866
-8.00773,5.0969753
-8.154105,5.2439294
-8.00223,4.9739165
-8.026944,5.0444546
-7.980013,5.120668
-7.9750357,4.9691854
-7.697611,4.9421763
-7.884101,4.935524
-7.9929304,4.9426455
-8.060288,5.1555963
-8.090728,5.0217094
-8.052212,4.9624677
-7.582724,5.4939713
-8.060738,5.0408764
-8.052446,4.87452
-7.9617887,4.9632196
-8.065485,4.305073
-8.093237,4.9243107
-6.7878757,3.9074292
-8.6443615,5.5453157
-8.06917,4.857007
-8.55425,4.4542403
-6.186383,4.032088
-8.03042,5.0427766
-8.014629,5.1171536
-6.8225474,4.5556855
-8.247853,5.560305
-8.7765045,5.6104813
-8.063292,5.0169525
-8.003394,4.972426
-8.105514,5.1150136
-7.6503787,4.9698267
-8.166691,5.157434
-8.176854,5.0390124
-8.082838,4.934481
-7.0773544,4.848792
-9.003678,6.18824
-7.7846665,6.253832
-9.326054,4.704702
-8.060994,5.65074
-8.00064,5.08606
-8.049574,5.0867167
-8.4710455,4.2383714
-8.041297,5.2183256
-7.1776924,4.1864285
-7.9997916,4.9089313
-7.3915634,4.4142723
-7.9512033,5.0303397
-8.105171,5.1204815
-7.947598,5.158491
-7.6601877,4.6962566
-7.161253,4.146972
-7.9971557,5.1225557
-7.8375597,4.939808
-8.038973,5.149461
-9.498566,6.5660477
-8.040839,5.116928
-9.012608,4.5991244
-7.9510846,5.1224823
-8.040541,5.1124506
-8.102054,5.0709844
-8.120386,5.122836
-7.9695888,4.8528066
-7.149366,4.9538918
-8.966995,3.1953807
-8.192523,4.97722
-9.118967,7.242194
-8.004895,4.9405813
-7.448439,4.732346
-7.965057,3.5452204
-9.398316,4.714311
-6.8948727,5.5956163
-7.9853344,5.041273
-6.018732,4.4495773
-8.017702,5.2082124
-8.051934,5.108328
-8.188026,5.8327355
-8.038811,4.6322427
-7.948012,4.714475
-7.1816235,5.604129
-8.015929,4.929933
-7.6841145,3.6093776
-9.90277,5.345918
-8.126004,4.9666333
-7.9817224,4.8617873
-7.897815,4.925253
-7.9705987,4.9717903
-7.929538,4.9793115
-8.08907,4.9900885
-7.8803754,5.092469
-7.98644,5.110274
-8.109953,5.0387397
-5.9130926,5.381963
-8.014014,5.035731
-8.050761,4.958833
-9.563906,5.2106595
-8.233838,5.1215286
-8.472128,3.1718736
-8.097413,5.016716
-8.025805,4.939837
-7.8954053,6.062127
-8.0195265,5.068353
-7.822199,5.1009526
-7.8485703,4.9141235
-7.976412,5.148423
-8.112913,5.160428
-9.674856,7.235399
-8.382073,3.7806785
-8.096612,4.885395
-7.926455,4.9790807
-8.434783,5.0541606
-7.976474,4.7578273
-7.786872,4.440716
-8.102612,5.1528935
-7.9575305,5.0609994
-7.9650025,4.98574
-8.341996,6.1034923
-8.145652,5.138055
-8.092039,4.8574595
-6.832876,5.238541
-8.126024,5.1563926
-8.706466,5.2117777
-8.419537,5.4078903
-9.871155,5.816139
-7.9540143,4.2284436
-8.022363,4.9252014
-7.190563,4.68579
-8.077307,4.7407026
-7.408132,4.0292077
-7.911684,5.099764
-6.786701,5.606246
-8.779457,6.931211
-8.089019,5.0068665
-7.386125,5.812154
-9.234152,5.121662
-9.55991,4.584034
-5.483539,6.321322
-7.9929366,5.002878
-6.76764,4.608887
-9.329619,2.6900256
-8.70575,3.9002619
-7.94216,5.000318
-8.034873,5.0145874
-8.217218,4.992007
-8.108583,4.9131513
-8.127429,5.4451814
-7.965607,5.098708
-8.048455,4.971648
-7.9093275,5.024411
-8.2592945,5.5558653
-7.0936275,6.0623536
-8.074985,4.947333
-9.34023,6.7108417
-8.054104,5.0081367
-7.3529816,6.412386
-9.101371,4.029351
-8.176767,5.236946
-8.931079,7.1372614
-8.111769,5.0862503
-7.843498,4.9478655
-8.070529,5.1212254
-8.04453,4.995316
-7.8097553,3.6936417
-8.093212,5.098905
-9.446352,5.7010202
-7.005699,3.9975219
-7.953261,4.855428
-5.6675053,3.0565262
-8.04214,5.1402283
-7.2218547,3.967003
-8.118699,5.0898376
-8.101108,3.3234892
-6.6960163,4.8938727
-7.9740844,3.9707615
-8.208817,4.9715023
-8.520568,4.6471877
-7.645787,3.6625977
-7.231017,2.6918638
-7.791883,4.92351
-8.658231,5.4859467
-8.029324,5.073382
-7.884229,5.01151
-7.8826675,5.0339355
-8.566409,4.535464
-6.872878,4.490369
-6.492158,4.971609
-9.214552,3.6949406
-8.368941,4.5304985
-8.452528,3.6717823
-8.148933,5.132855
-7.9725933,5.428563
-7.9809937,4.9950376
-8.173931,6.3009315
-7.946146,4.9332547
-7.7698994,4.29195
-6.4939747,6.1306067
-8.137565,5.0077047
-8.933556,3.938774
-8.011254,4.87391
-8.006723,5.0701075
-7.5289927,5.080267
-8.132532,5.001922
-8.143455,4.8174396
-9.211882,4.846929
-7.456417,4.467292
-7.152355,4.79646
-7.759302,3.6216516
-7.9531407,3.8149078
-8.005248,4.682116
-8.038155,4.9454393
-8.182704,4.9271398
-7.4873195,6.469769
-8.119496,4.837402
-7.877759,4.92458
-8.011986,5.1037936
-9.234024,3.5964613
-8.081104,3.5009136
-8.003281,4.8579535
-8.024717,4.7530127
-7.9692426,5.119954
-8.229677,5.0916524
-8.151365,4.2461567
-8.752646,4.273147
-8.693478,5.8167176
-8.120158,4.9005156
-8.081702,3.5779724
-8.026471,5.0530744
-5.8414507,2.8591673
-8.037132,4.84368
-8.018602,4.871696
-8.098466,5.2523346
-7.248174,4.531046
-7.9128647,5.3775597
-8.010651,4.9701233
-7.933059,5.026005
-8.140039,4.9668508
-8.037931,4.9053535
-9.173964,6.242287
-7.0628204,5.018517
-8.119035,5.0559998
-6.8714733,4.2499547
-7.445447,2.687989
-7.8108697,5.1721544
-7.8449626,5.085838
-8.044975,5.056247
-9.239484,4.70313
-7.9740767,4.809534
-7.977808,4.9892597
-9.401451,5.844016
-8.079805,5.168693
-7.917154,5.0316424
-7.981806,5.008169
-8.458351,6.1760073
-8.215278,5.113827
-7.7788196,4.2212257
-7.508354,6.146412
-9.156857,5.7917657
-8.130695,4.90555
-8.487152,3.6337614
-7.8733916,4.980911
-8.15898,5.238685
-7.9960084,4.9282618
-7.9564276,4.9074974
-6.3757544,4.1674433
-8.476009,6.6784596
-8.064791,4.9395943
-8.079893,5.0395565
-8.099459,3.725238
-7.247248,6.969106
-7.872928,4.8732996
-8.031579,5.087423
-9.433403,2.7896411
-7.9968047,5.076827
-7.948141,5.032686
-8.178477,4.880173
-8.103,4.867394
-7.9589157,4.963336
-8.1019945,4.9326773
-8.077589,5.109103
-6.2318487,5.0784264
-8.010892,5.189899
-8.266445,5.2349896
-8.063704,5.0777063
-6.542905,6.297527
-8.111567,5.045583
-7.753289,5.916062
-8.758148,4.1851063
-7.9152656,5.0435863
-9.612679,3.7994866
-8.037984,5.0315976
-8.015372,4.927313
-7.9844694,4.962969
-7.9984217,3.9229226
-9.281767,6.3696837
-8.057033,4.9418077
-7.6145267,6.5349016
-7.926848,4.932808
-8.675073,5.6928544
-8.42013,4.3904195
-8.12096,4.8743205
-8.087418,5.0678186
-7.9224014,4.8765807
-8.031029,5.1297765
-7.8626366,4.952253
-7.8989744,4.9311323
-7.9508667,4.86991
-9.463329,6.5321307
-9.325605,3.8983114
-8.1455,4.8555555
-8.144674,5.026772
-8.098931,5.037377
-5.993737,5.068412
-9.671608,4.346264
-7.984897,4.9001346
-8.12888,4.9606586
-8.008548,5.1336474
-8.9259405,7.4498653
-8.206445,3.0599823
-7.9102993,4.988971
-8.010026,4.3261976
-7.985944,4.906838
-8.166632,5.127265
-7.9114923,4.9437547
-7.635841,4.281891
-7.8350177,4.8793383
-8.231434,5.142366
-8.070815,4.835876
-8.406399,5.784916
-8.034307,4.8936443
-8.019058,4.8210235
-7.676822,2.8899336
-7.947848,5.089949
-8.033002,4.962644
-8.314842,5.1151876
-7.9484024,5.1143613
-8.155556,5.02155
-8.015307,4.8893056
-9.182107,5.979542
-7.944701,4.950104
-8.022732,4.3823447
-6.193942,5.5796404
-8.126142,5.08993
-8.051832,5.032039
-7.900967,4.991829
-7.950049,4.9783525
-9.226707,5.5655317
-8.127811,4.858698
-8.067905,4.9389215
-8.930283,4.5636973
-6.7966948,3.2671275
-7.904617,4.9542704
-7.9790196,5.042868
-7.008057,5.3160567
-7.9342723,4.203525
-7.247432,4.041449
-9.79376,5.05757
-7.84659,5.068462
-6.881275,4.774138
-6.9884872,4.9413347
-7.879176,5.185897
-7.9001656,5.012804
-7.8039784,4.7063446
-8.190779,4.6101737
-6.7296224,4.5376887
-8.008932,4.876719
-7.9759407,5.140366
-7.900543,4.974011
-8.12901,4.940923
-6.9154477,5.7890453
-7.918017,5.4081564
-7.9279056,5.4903946
-7.330842,4.6673346
-7.7464213,4.8889084
-7.959559,4.8957815
-7.9967885,5.0103354
-8.392388,3.8084006
-7.955159,5.150005
-8.003202,5.104886
