parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
-0.93563807,-0.08243252,0.565109,0.8315791,0.20121026,0.42091125,0.9862391,0.15630493,-0.43673277,-0.9158923
-0.18942788,-0.047860652,0.23133516,0.49910706,0.27611622,-0.19183096,0.9368005,-0.43018773,-0.8441299,-0.9356783
0.23880309,-0.29490572,0.77768314,0.5893645,0.4983266,-0.45475712,0.69412667,-0.13494986,-0.98732346,-0.8449016
-0.2281039,-0.13330185,0.45519102,0.5900171,0.3990613,0.09387083,0.87683254,0.34654298,-0.66311026,-0.8740879
-0.71621275,-0.2146733,0.7353095,0.5222598,0.25479382,0.4115975,0.88037974,0.2387473,-0.82005674,-0.73739886
-0.48856664,0.33052218,0.5479447,0.5325861,0.12283325,-0.8282098,0.83870447,-0.13592754,-0.9250293,-0.84977734
-0.389219,-0.34907568,0.6489304,0.79032505,0.6531235,-0.23851337,0.83351386,0.5292108,-0.42261928,-0.6988174
-0.854991,0.3272711,0.9085492,0.98480487,-0.036431104,0.13723442,0.66266835,0.1415576,-0.68472385,-0.77351505
-0.2889232,-0.29774192,0.7807763,0.87244993,0.5207308,-0.1001283,0.7114122,0.0644359,-0.64691967,-0.7732668
-0.3816455,-0.013908133,0.5750219,0.5304231,0.42704538,-0.052993808,0.9000317,0.18622774,-0.8043253,-0.48313013
0.22947186,-0.33137175,0.7685981,0.60836756,0.2706288,-0.09726537,0.9188105,-0.14956242,-0.8306516,-0.35270548
-0.46984988,-0.045705438,0.74905396,0.15115625,0.4151437,0.10126293,0.8180833,-0.17651418,-0.5997608,-0.37551695
-0.25939366,0.5876442,0.83604234,0.5057249,0.59276724,-0.2384166,0.959694,-0.3781993,-0.55224204,-0.9321259
-0.15750837,0.0032193363,0.86137515,0.8532985,0.18993157,-0.42150474,0.4743284,0.38041252,-0.931288,-0.7758822
-0.6923462,-0.751913,0.52785504,0.9540998,0.21483675,-0.5353043,0.57590264,0.061832383,-0.9083692,-0.69619983
-0.58649325,-0.50032526,0.21935266,0.6640574,0.68027055,-0.22914347,0.34933275,-0.2845335,-0.90213954,-0.7840462
-0.5252465,0.07794459,0.63392484,0.4780382,0.6270202,0.11338198,0.733461,0.018826023,-0.9442489,-0.7474083
-0.60466236,-0.604816,0.95986736,0.30004138,0.70420396,0.04130937,0.75763714,-0.43192708,-0.6097504,-0.61965036
0.2398783,-0.11880695,0.09866989,0.010057986,0.9373258,0.27978975,0.59025884,-0.9109182,-0.5503611,-0.84045655
-0.069042385,-0.21584317,0.58991206,0.92109203,0.5986728,-0.23135287,0.8939285,0.18462044,-0.85365194,-0.98531
-0.5838511,-0.17125367,0.70017636,0.95899844,0.17212145,0.34618407,0.95182186,-0.11312342,-0.6518297,-0.41789138
-0.9466604,-0.79918,0.9552171,0.4881304,0.16245902,0.13533513,0.9714969,-0.47442228,-0.6616299,-0.9569387
-0.8299321,-0.51930404,0.7134376,0.49065208,0.28671062,-0.037240308,0.7189144,-0.03166272,-0.9068725,-0.832935
-0.39902127,-0.04728508,0.6980739,0.05784613,0.76125515,-0.07175718,0.82579476,-0.8327393,-0.85131407,-0.73448634
-0.51657826,-0.021560058,0.91621304,0.16551954,0.80523074,-0.1950078,0.3837589,-0.2477566,-0.64551747,-0.77899855
-0.5902181,-0.49501586,0.7076125,0.7142364,0.22854601,-0.013657637,0.64576304,0.20410213,-0.85754335,-0.4522489
-0.5428224,-0.27381828,0.66591007,0.6670468,0.71898615,0.080526784,0.87086916,0.21038562,-0.7032311,-0.9573065
-0.7587581,-0.3577005,0.9650009,0.7606098,0.73095757,-0.57574975,0.9459991,-0.048844658,-0.85191953,-0.5481541
0.028413773,-0.22303207,0.43631878,0.4884274,0.3193246,0.23628217,0.8685503,0.23559326,-0.9424644,-0.93572974
-0.31339386,-0.53451264,0.8107725,0.42861336,0.5971049,0.29326034,0.4431945,-0.3999008,-0.74885106,-0.5736355
-0.6832032,0.25112784,0.8866008,0.61793596,0.034404725,-0.84066457,0.88299227,-0.27176693,-0.375749,-0.56075716
-0.6516908,-0.20146137,0.64090633,-0.19668418,0.396782,-0.11126656,0.74142134,-0.2968804,-0.6023276,-0.76537174
-0.37863767,-0.5976147,0.38762385,0.55437016,0.94298023,-0.4043126,0.7853015,0.18722388,-0.4494353,-0.9679128
-0.6853794,-0.37423643,0.39715356,0.8565742,-0.3623389,0.39392772,0.96248776,0.2192362,-0.9415208,-0.7074723
-0.76840895,-0.16597751,0.43739286,0.5509347,0.5403509,-0.120848745,0.99252677,0.17730531,-0.64649683,-0.89557
-0.864593,-0.19314641,0.8369368,0.88564,0.74113715,0.14033797,0.99464524,0.27925053,-0.98895216,-0.25156873
-0.40795964,-0.36895448,0.93645793,0.3583383,0.05601123,0.05416046,0.93299335,0.26673347,-0.8377673,-0.55471456
-0.41759253,-0.58092886,0.432837,0.5232003,0.016587466,0.043160766,0.8553619,-0.47011125,-0.73435384,-0.893805
-0.7746024,-0.34574762,0.35787496,0.4120537,0.57433516,0.5721007,0.6987417,0.2682646,-0.6909139,-0.86717343
