parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
-0.90647674,0.66485304,0.2667055,-0.4173274,-0.61774105,0.20870864,0.78629637,-0.4213202,-0.5178153,0.66896486
-0.34906495,0.5965336,0.30398417,-0.5807802,-0.03069079,0.41274086,0.82480574,-0.0034858584,0.59001815,0.62517726
-0.61283565,-0.1014474,-0.1923245,-0.63479376,-0.7999108,0.6455917,0.5960935,-0.70930445,-0.4989013,0.46113896
-0.8095619,0.52406746,0.3808514,-0.46639675,-0.96523225,0.95899415,0.50433254,-0.81983465,-0.48665148,0.932294
-0.8756341,0.6468103,0.4524644,-0.8801314,-0.4264337,0.35814056,0.11456722,-0.80052286,-0.48616982,0.5087328
-0.79789066,0.16148412,-0.3884514,-0.9029003,-0.26062518,0.6104629,0.71963894,-0.54679286,-0.51850045,0.78817695
-0.9226055,-0.21299082,0.0064192563,-0.34294558,-0.8407819,0.46404207,0.36932245,-0.63526005,-0.7311311,0.9885839
-0.78933215,0.14050797,0.40569833,-0.6779222,-0.43179017,0.25238597,0.8546038,-0.34046933,-0.53031456,0.89379066
-0.90729535,-0.350213,0.33602116,-0.86988795,-0.70686376,0.34945148,0.54338235,-0.75869936,-0.78943795,0.22552443
-0.94378996,0.44051263,0.36604127,-0.90931743,-0.5405544,0.8760089,0.79539925,0.09758663,-0.2592786,0.749591
-0.9274193,0.053650707,0.7220465,-0.83894515,-0.99676937,0.7656554,0.810825,0.113214254,0.04881099,0.3896887
-0.45881295,0.40478697,0.076197974,-0.47252303,-0.71316576,0.69376177,0.89558357,-0.47409037,-0.44679058,0.79327226
-0.13647771,0.38365942,0.2236749,-0.7537763,-0.51174307,0.9523344,0.4145795,-0.39333126,-0.89955854,0.8320756
-0.98044634,0.531482,0.11290155,-0.9906947,-0.34047902,0.3149127,0.3592287,-0.8545034,-0.18450353,0.7603903
-0.67043126,0.11264482,0.2249478,-0.80262244,-0.4826113,0.88490343,0.43630695,-0.36478198,-0.59892774,0.5051382
-0.6151153,0.23074523,-0.17544691,-0.9282741,0.21967351,0.81157297,0.27362898,-0.19409469,-0.3792679,0.8057197
