$\alpha$,$\beta$,$\gamma$,$\delta$
0.67277133,0.043327074,0.7154374,0.07022574
0.6800696,0.049619317,0.69009453,0.06802764
0.67277443,0.046089005,0.7075973,0.06935928
0.6874735,0.049558844,0.6876042,0.06813031
0.6574853,0.042922523,0.72775745,0.07242589
0.6871088,0.046225134,0.6987928,0.06801011
0.6767482,0.04399488,0.7094156,0.07059463
0.6697525,0.046502132,0.70650077,0.068905845
0.6689095,0.04526451,0.71114933,0.06959912
0.6716046,0.0422815,0.71574414,0.06987591
0.6855703,0.047847655,0.69966096,0.06958787
0.6697185,0.046020247,0.71304333,0.07055559
0.6859239,0.04542791,0.6989288,0.06728464
0.6692099,0.044633735,0.7126961,0.069598325
0.67394817,0.044555355,0.7125093,0.07018419
0.6529576,0.04096234,0.7371311,0.073380254
0.6897018,0.047545485,0.69294447,0.066229716
0.6748863,0.044729076,0.7114678,0.06944466
0.67927635,0.041072033,0.71325,0.06805788
0.6718174,0.044304587,0.7118655,0.069860965
0.68092674,0.04741041,0.6961415,0.06753643
0.67721003,0.04413324,0.7101769,0.070153974
0.66255724,0.04215024,0.7261018,0.070598364
0.66593635,0.04269671,0.722768,0.07038514
0.669296,0.04418702,0.7128912,0.07070818
0.6732127,0.04346091,0.7167821,0.07040879
0.6770613,0.042724166,0.7141735,0.06896118
0.6798637,0.04790651,0.69729215,0.06815963
0.6733717,0.043176148,0.7151189,0.0700645
0.6492812,0.040070325,0.74318963,0.074224375
0.6798535,0.04385162,0.70874256,0.0691951
0.68037,0.04515727,0.7109955,0.07020841
0.68211454,0.04226346,0.7099021,0.06794797
0.6645494,0.04564235,0.7135578,0.06999525
0.6793807,0.04615464,0.7034514,0.06969028
0.6788839,0.047250822,0.6984284,0.068596885
0.69353175,0.047034077,0.69201005,0.067570314
0.6647565,0.04284403,0.72158414,0.07060368
0.67018265,0.04220251,0.71694946,0.06862588
0.6849454,0.04673942,0.69137156,0.06726291
0.6807301,0.044635065,0.7007771,0.06778708
0.67339617,0.045901824,0.7136175,0.070510626
0.6727469,0.04507725,0.7098793,0.07008062
0.66519535,0.041453283,0.7264211,0.07118856
0.6758157,0.042822372,0.7186154,0.07147592
0.65564287,0.041975763,0.72976965,0.07033323
0.67735356,0.044399463,0.7102232,0.070032
0.6675374,0.04508931,0.7151648,0.070737064
0.65232784,0.04117991,0.73734105,0.07325756
0.68449324,0.042891845,0.7046666,0.06783463
0.66400915,0.041119374,0.7242787,0.070360325
0.6595308,0.041512247,0.7283993,0.07013755
0.66699076,0.04387282,0.7232505,0.072652414
0.6731953,0.04531416,0.71200037,0.07063837
0.68130624,0.047885865,0.6972565,0.06839104
0.68461525,0.04623532,0.7037892,0.06966943
0.6771483,0.044331975,0.71029156,0.06940005
0.6733352,0.04425745,0.70921373,0.06943578
0.6881985,0.04697371,0.69373643,0.06737874
0.6934804,0.04942514,0.6810555,0.06618796
0.6765751,0.04654646,0.7072117,0.07015674
0.6952583,0.048994582,0.68868476,0.06862804
0.6789103,0.047501344,0.70133203,0.06948978
0.7033134,0.051068634,0.67470634,0.065185025
0.6922543,0.046973016,0.69210815,0.0676117
0.6939461,0.047542606,0.6905034,0.06796539
0.66831475,0.04387076,0.7156526,0.069902204
0.66092896,0.042920485,0.7280225,0.072524674
0.6697692,0.043277685,0.71532494,0.07021367
0.6873756,0.044673614,0.7036557,0.06838484
0.6917382,0.046082173,0.6967731,0.067051895
0.6568218,0.044884074,0.7142199,0.07019847
0.69197357,0.05078811,0.6846313,0.068654716
0.67401165,0.04243884,0.71510375,0.06931657
0.67433244,0.045020454,0.70901585,0.06950079
0.69418806,0.048984386,0.6864197,0.06736533
0.6767953,0.049046624,0.6966885,0.068861045
0.6872453,0.046281185,0.6962433,0.06685464
0.67849416,0.046094444,0.6991365,0.06711459
0.6849147,0.04738131,0.69787395,0.06904319
0.65990806,0.043000378,0.72423935,0.07138119
0.6887008,0.046607845,0.697297,0.068277046
0.6873204,0.04884126,0.68508136,0.06552635
0.67604166,0.044186663,0.70917606,0.07042385
0.69551605,0.048084576,0.6840493,0.06633899
0.6838348,0.044890698,0.69887847,0.068139836
0.6905572,0.045447834,0.69583625,0.06723695
0.67774856,0.04885548,0.69407165,0.067800455
0.66622436,0.0448799,0.7138103,0.06998825
0.68002415,0.048715115,0.7011325,0.069925025
0.6707447,0.04550353,0.71154547,0.0701899
0.660535,0.045573745,0.7204596,0.07109515
0.6704992,0.0415859,0.719657,0.06900997
0.67981845,0.046145376,0.7028346,0.069489755
0.6842906,0.050415527,0.6869579,0.06855274
0.6798122,0.045562133,0.7074323,0.070987195
0.6657439,0.04251158,0.7260921,0.07283174
0.6694801,0.045731537,0.7110373,0.06963856
0.68715906,0.047199752,0.6965599,0.0697173
0.6703694,0.044102054,0.71684396,0.070544675
0.68566316,0.045514043,0.69753623,0.06700487
0.6797196,0.05184252,0.68635297,0.06783767
0.68388456,0.047999263,0.6948646,0.06818859
0.6827223,0.04385415,0.70961887,0.06993718
0.6952514,0.047062997,0.68578297,0.06493088
0.67304075,0.043735955,0.71666694,0.07027486
0.6756914,0.04620359,0.70679665,0.07076014
0.69109684,0.04961067,0.68603975,0.067792095
0.66475266,0.04320896,0.7197513,0.07062791
0.67222947,0.04301383,0.72285414,0.072099596
0.6926509,0.050843854,0.6878864,0.06879549
0.6742302,0.042892966,0.7145487,0.07018575
0.6698745,0.043629732,0.71773213,0.070512965
0.6831218,0.048386212,0.69302225,0.0669812
0.663974,0.044796728,0.7197405,0.071159676
0.6874731,0.047591545,0.69882804,0.06892959
0.66002274,0.042951096,0.7230012,0.070891246
0.6789328,0.045278985,0.7015963,0.06811884
0.6671435,0.044402532,0.7133638,0.069556974
0.67044365,0.042581502,0.7276026,0.07153976
0.6747541,0.048302934,0.70348066,0.06904817
0.6749589,0.04460377,0.71216005,0.07108039
0.67837006,0.04617953,0.70299774,0.06862829
0.6764913,0.04404387,0.70878756,0.0689205
0.6886203,0.044716965,0.6924618,0.06656007
0.67816645,0.046506524,0.7022895,0.068363845
0.6712862,0.04408829,0.71601164,0.06929855
0.6824607,0.045063354,0.7008288,0.06848653
0.6660373,0.04271717,0.71793675,0.070267305
0.66688883,0.04528829,0.7154166,0.071845464
0.66321677,0.041562952,0.7284555,0.07131895
0.6817011,0.048799742,0.68698263,0.06766588
0.6804903,0.04679978,0.7002904,0.06863528
0.6755021,0.044052925,0.711472,0.06955385
0.6540223,0.04058443,0.7387541,0.073742315
0.6774914,0.045538805,0.70811236,0.06955949
0.67632043,0.045768842,0.7058957,0.06831011
0.67322856,0.04738384,0.7006876,0.06893654
0.6843653,0.044534452,0.7080631,0.070636265
0.66528875,0.044823438,0.71613944,0.071721606
0.6833556,0.045981083,0.70259905,0.069140874
0.6528847,0.039652303,0.7332723,0.07119684
0.67763925,0.048749145,0.6952682,0.06801668
0.67017436,0.042862277,0.71741253,0.07034491
0.67056715,0.0429334,0.7177644,0.07093713
0.67888963,0.045002777,0.70826554,0.06865071
0.678028,0.044763375,0.70697737,0.06845358
0.6664962,0.045174055,0.7147804,0.0708145
0.67404616,0.047029596,0.7019484,0.06929923
0.66247594,0.042809185,0.7296056,0.07316685
0.6827702,0.04212668,0.7160289,0.070504054
0.6786842,0.044669397,0.7109372,0.07019561
0.67492324,0.045155536,0.705737,0.068855464
0.66275537,0.041080482,0.7320662,0.072458275
0.67079115,0.043814857,0.71591014,0.07052557
0.68300366,0.046992484,0.702407,0.070544764
0.65690035,0.04129741,0.73491704,0.072058834
0.67444855,0.044120803,0.70687765,0.06819493
0.66736525,0.04341974,0.7245827,0.07217856
