parameter_1,parameter_2,parameter_3
0.41650084,2.2056189,-1.0888126
0.3822786,1.9686847,-0.94069976
0.40171725,1.9954401,-0.9667997
0.56018573,2.254446,-1.1857364
0.5412128,2.298982,-1.2039219
0.31867772,2.0879114,-0.9861375
0.5840366,2.0815237,-1.0912424
0.4386815,2.1781008,-1.0860634
0.5561811,2.2128484,-1.1621097
0.5839083,2.1723404,-1.1438853
0.4435382,2.1320238,-1.0614299
0.42648527,2.2066736,-1.0999658
0.6566969,2.1720836,-1.1748796
0.4913839,2.2428474,-1.1437585
0.51065683,2.453655,-1.2793999
0.5712339,2.274455,-1.2064
0.50623107,1.9974138,-1.0116588
0.36878297,2.0614686,-0.9906458
0.56518674,2.018243,-1.0457187
0.41606706,2.2048101,-1.0959706
0.37592718,2.155165,-1.049933
0.6875237,2.3573027,-1.2982838
0.37011296,2.1550841,-1.0466678
0.5881924,2.2960832,-1.2238008
0.41637725,2.2813632,-1.1402856
0.2702087,1.8571799,-0.8224273
0.3852362,2.1240582,-1.027456
0.74300885,2.168035,-1.2021157
0.5058666,2.4733927,-1.2984802
0.5544326,2.2606509,-1.1858801
0.39498258,2.168918,-1.0662198
0.35939366,2.0230443,-0.9648974
0.570691,2.4231856,-1.292609
0.27668968,2.3312702,-1.1119453
0.6126766,2.2771082,-1.2183998
0.5370062,2.1919847,-1.143709
0.447381,2.2516603,-1.1353759
0.27820113,2.05367,-0.94188154
0.21424818,1.9985064,-0.8949299
0.53901905,2.3067298,-1.211886
0.41212627,2.067489,-1.0087441
0.33848843,2.0310664,-0.9598594
0.5647438,2.1029403,-1.0980072
0.39500502,2.075384,-1.0021776
0.38636252,2.0798743,-1.0081799
0.6091221,2.1926093,-1.1699804
0.57704014,2.2637572,-1.1978668
0.35665488,2.198232,-1.066934
0.49028155,2.322544,-1.1970047
0.47382772,2.216106,-1.1264157
0.54054594,2.111524,-1.094389
0.57666105,2.3232164,-1.2278951
0.49665827,2.1710804,-1.1090024
0.5638252,2.054626,-1.072908
0.47413945,2.3654523,-1.2117339
0.4074228,2.1854339,-1.0812721
0.57295275,2.4511962,-1.3089242
0.63728553,2.1580224,-1.1510307
0.39656207,2.1081572,-1.0241561
0.5316659,2.3167493,-1.2134833
0.6165932,2.42137,-1.3061208
0.56140363,1.964922,-1.0087872
0.13919027,2.0439308,-0.88155323
0.3507847,2.1789513,-1.0496614
0.5336039,2.1974926,-1.1412299
0.55227023,2.2191386,-1.1549157
0.43124148,2.3427508,-1.1879189
0.269857,2.1201613,-0.9833596
0.8378355,2.4331563,-1.4057968
0.37843442,2.1451902,-1.0393281
0.4428377,2.1132743,-1.0491241
0.48960122,2.1219053,-1.0841197
0.40154257,2.1691446,-1.060966
0.53146887,2.1842623,-1.1291827
0.7152139,2.2026973,-1.2106148
0.6140294,2.1381378,-1.138137
0.56086355,2.5644143,-1.3734047
0.28861865,1.981124,-0.89872414
0.43715304,2.241611,-1.1235188
0.589643,2.1497648,-1.1342874
0.3725393,2.0797331,-0.99752885
0.5350162,2.2756608,-1.1870563
0.5748522,2.1245978,-1.1091442
0.35309502,2.1660175,-1.04856
0.48306414,2.3225932,-1.1906377
0.3638117,1.986986,-0.933312
0.40607193,2.0476196,-1.001052
0.30097046,2.0400581,-0.9462526
0.5035029,2.1097157,-1.0751951
0.3249429,1.7577965,-0.7847949
0.3995613,2.0823538,-1.0172386
0.31076884,2.1084304,-0.9922009
0.60192895,2.4619458,-1.3269385
0.4751029,2.206248,-1.1196982
0.49905625,2.285556,-1.1789358
0.3734077,2.1355374,-1.032695
0.58704805,2.227552,-1.1787908
0.2003483,2.2888367,-1.0530372
0.37096548,2.1441057,-1.0473344
0.3734518,2.0357893,-0.97752875
0.16922975,2.065216,-0.90607166
0.6656849,2.1619854,-1.1761832
0.6153105,2.5268347,-1.3725722
0.53805596,2.1253355,-1.1005179
0.34066126,2.0175014,-0.9484452
0.4756582,2.1468728,-1.0814328
0.5687855,2.228422,-1.1687624
0.28252956,2.1063488,-0.98047876
0.44898322,2.2876084,-1.1575751
0.4240378,2.007608,-0.97663945
0.611451,2.0987513,-1.1085446
0.37549555,2.0488567,-0.98036915
0.3200185,2.3918207,-1.1632001
0.4663603,2.085286,-1.0444316
0.28801128,2.1071534,-0.9789902
0.4528809,2.201349,-1.1059148
0.7682987,2.4439125,-1.3830607
0.466097,2.2547143,-1.1381228
0.2331398,2.2695847,-1.0545195
0.32349017,2.1854184,-1.0392717
0.65788394,2.1425443,-1.1536618
0.41436207,2.228568,-1.1088344
0.3174963,2.121028,-1.0032326
0.50098145,2.1551363,-1.0989903
