parameter_1,parameter_2
6.133836,-4.5196924
7.178711,-3.2818384
7.307909,-3.13777
7.156064,-3.04718
7.257773,-3.0027285
7.2800674,-2.3548677
8.726811,-4.213986
5.117713,-3.5001884
7.1479177,-2.9085157
7.107115,-3.0843735
6.6477714,-3.0344622
7.122065,-3.0059566
7.0189877,-2.9419794
7.2417417,-3.0726624
7.0664535,-3.3927217
7.223469,-3.2103305
7.11937,-2.9789407
7.03769,-3.2342446
6.2714343,-2.0184135
8.422293,-3.7170234
7.0605545,-3.1939838
7.098268,-2.942503
7.1382084,-3.0685203
6.996373,-1.4088751
7.140709,-2.8507228
7.336397,-3.940466
7.460887,-3.4002936
7.4258947,-3.4485238
6.31654,-2.1381512
7.079839,-2.9328556
7.0413566,-3.0812144
7.1913066,-3.1894767
7.25903,-3.1159806
6.672617,-2.9121988
7.281248,-3.1047108
7.727763,-2.9843554
7.1980453,-3.0154297
7.2141795,-4.218809
7.3764644,-3.0605826
5.4140162,-3.5002067
7.1426406,-3.0776906
5.7326536,-2.0425954
7.1741624,-3.030095
8.643648,-2.6984806
7.2746363,-3.0982494
7.945888,-4.553145
7.179507,-3.1021962
7.344196,-2.2787766
7.088282,-2.9615746
6.21528,-4.0402737
7.0837817,-3.169699
7.162543,-3.7738152
7.2818675,-3.039474
7.173535,-4.39224
7.222634,-2.936284
7.5194654,-3.406372
9.443113,-3.5689664
7.0795207,-3.2745316
7.1513834,-3.0536404
7.033382,-3.0354152
6.247604,-1.8208724
7.092149,-2.8963506
7.736572,-2.9392877
7.050719,-3.181766
7.1507745,-3.028029
7.059822,-2.9860876
7.623178,-3.7732005
7.3377323,-3.1727066
6.4858537,-3.0205936
7.477918,-3.1246946
7.1544323,-3.0612257
7.183561,-3.1926231
8.819031,-3.272159
5.9057097,-0.95747757
6.892873,-0.55333304
5.8807,-2.0298796
5.9692535,-3.8372974
5.9468045,-3.0390713
7.2187696,-3.1235495
6.999599,-3.042358
7.2160697,-3.0038939
6.018326,-3.4624023
7.119834,-3.748449
7.15138,-3.025045
7.0511193,-3.0917823
7.1770754,-3.0120318
7.5738125,-1.7311354
6.2653685,-3.2809489
7.0527253,-3.2629573
7.3289914,-3.1342316
7.889476,-3.4522715
7.233022,-3.0335066
7.047768,-4.061159
6.7066503,-3.7710085
7.1576653,-3.2458293
6.0464373,-3.3487053
7.224108,-2.9896214
8.210317,-0.80792046
7.1647873,-2.9450603
7.2973332,-3.0278604
7.064678,-3.1536112
6.969087,-3.2175484
7.184001,-2.9858675
7.1264343,-3.0116313
7.1192036,-3.0216162
7.1170545,-2.74573
7.201455,-3.133515
7.2209187,-2.9062521
7.872706,-2.8053393
6.969887,-2.9517791
7.1063643,-3.396666
7.2435904,-3.0843213
7.1361446,-3.5326874
7.1343665,-3.034649
7.2377715,-2.1079705
6.944996,-3.0860636
7.104318,-3.0684657
7.1125045,-3.034375
9.125151,-4.2581153
9.037905,-2.5879784
7.1589417,-3.00034
7.075759,-3.246039
7.1325636,-3.0941153
5.458434,-4.478263
7.1745605,-3.0409317
7.1696806,-3.0992033
7.177329,-3.102361
6.4276977,-3.6095243
9.710674,-2.620083
8.608283,-2.2298708
7.323999,-3.0582469
7.6148944,-2.3133128
5.624147,-4.1056876
7.259835,-2.9875588
6.0603733,-4.8723683
7.0910125,-2.9693494
7.209164,-3.1640751
7.3041525,-3.1120245
8.540713,-2.555297
7.3235693,-3.3012896
7.27918,-2.996019
7.060048,-3.0640972
7.209307,-2.9008012
7.34987,-1.7709908
7.909724,-3.585188
6.619608,-3.9499063
7.6228957,-3.4069345
7.3365407,-3.0695071
7.247482,-2.5938296
7.831631,-3.741762
7.3085732,-1.4716154
7.233288,-2.9775248
6.0524673,-2.231137
8.865094,-4.429842
7.0750074,-2.9758239
7.4642363,-3.0206816
7.275972,-3.143188
7.23592,-3.2117527
7.207983,-3.15602
6.88923,-2.1832576
5.920695,-3.0604584
7.0784535,-2.9499192
5.548419,-2.0626023
7.535641,-1.7005162
7.1452737,-3.077797
7.210974,-2.9798791
6.9292865,-1.4895108
7.266714,-3.0373313
7.107683,-3.1162808
6.9652863,-3.10387
8.628886,-2.2725627
7.563717,-3.714214
7.847091,-4.532125
7.1992893,-3.2351348
7.4465294,-5.892726
7.843916,-3.190785
7.179927,-3.0752249
7.246754,-3.0987692
7.024978,-3.0442
7.165327,-3.167984
5.619112,-2.5827298
7.0318704,-3.1133697
7.1026077,-3.0598912
6.8983097,-1.8514525
6.830537,-0.54323864
7.001351,-3.1259298
6.5053344,-3.3629353
5.2933974,-2.6581402
7.0910525,-3.0911033
5.9633436,-5.5325584
6.4369936,-2.726759
7.0662518,-3.111818
6.8867936,-3.6112576
7.1874723,-3.1780615
7.4589567,-2.2748928
6.845827,-4.307402
7.0491796,-3.7436335
7.033707,-3.0413194
7.0985627,-3.3167298
7.153958,-3.0970414
8.705314,-3.6791694
7.1977677,-3.1837416
6.9047904,-3.9077768
7.040559,-2.8627515
6.904334,-3.5046408
6.239908,-3.8309796
7.8474455,-4.777499
7.0908213,-2.89491
7.735935,-2.7737725
7.4037647,-2.9521396
7.1055903,-2.9559908
7.3754587,-3.2562785
7.083621,-3.171589
7.132543,-2.9857073
7.133551,-2.9681742
7.185707,-3.0444772
5.4972477,-3.5943735
7.0117683,-2.9898307
6.011893,-2.0717773
7.4590144,-3.000764
7.14181,-2.9191408
7.4307694,-4.902283
7.054072,-2.984745
6.9049535,-2.816372
8.2664385,-3.524219
8.73314,-4.934817
6.9092646,-3.3354497
7.0438957,-3.1433458
8.207267,-1.8496772
6.87232,-1.7512496
7.1686864,-2.9772487
7.2212615,-3.0434597
6.8030534,-1.5105473
6.0143642,-3.1340113
6.977431,-3.5777087
7.5071483,-4.1422586
7.1469274,-3.0744183
7.2475495,-2.980072
7.089927,-2.9337008
7.0344286,-3.0193477
8.224356,-1.5295709
7.2023845,-2.873789
7.2270646,-3.0215542
8.965982,-2.7039137
7.4582825,-0.89072084
7.3341537,-2.8036726
7.1879644,-3.1441696
7.163296,-3.1185243
7.704286,-2.3633802
7.337882,-3.0202186
7.24033,-3.0832086
