parameter_1,parameter_2
-8.159367,-1.7811439
-9.902632,-0.64255816
-9.364252,-1.5273763
-9.530782,-1.5052401
-9.578034,-1.436683
-9.3820305,-2.237132
-9.394434,-1.4263351
-9.446898,-1.4658488
-8.832055,-0.7500533
-9.410501,-1.4470946
-8.905023,-1.8137463
-9.452558,-1.4999055
-9.284542,-1.2103559
-9.3723345,-1.7183557
-9.16905,-0.783752
-9.595698,-1.2853539
-9.407779,-1.6165962
-9.540606,-1.4304787
-7.934659,-1.4922024
-9.2656975,-1.6149299
-8.385745,-1.96967
-8.419446,-1.9034067
-8.001184,-1.0749696
-8.74095,-1.6402632
-7.433934,-1.0696769
-9.360859,-1.4631724
-9.94063,-2.7018871
-8.741362,-4.137417
-9.499102,-1.4283617
-9.380033,-1.4674956
-9.524707,-1.551113
-8.4660225,-0.83037215
-9.355286,-1.499713
-9.933443,-2.0087848
-7.7818394,0.12538695
-8.675659,-2.2005
-8.335563,-2.1479673
-9.506975,-1.4779652
-9.954727,-1.800411
-9.442038,-1.4498061
-9.880514,-0.30766213
-9.615974,-1.4225612
-9.428561,-1.5689242
-8.815783,-1.5951102
-9.805429,-0.624142
-9.17217,-1.8359292
-9.663176,-1.5599569
-9.621847,-1.5259124
-9.332065,-1.3213748
-9.4503355,-1.3390889
-9.581344,-1.5514319
-8.939106,-0.43201637
-8.113205,-1.3175423
-9.447584,-1.7247072
-9.209891,-2.0283024
-9.296058,-1.5209823
-9.4419,-1.5678773
-9.044079,-1.8084867
-9.535248,-1.4929013
-9.717961,-1.5801117
-8.114021,-1.0432333
-8.88042,-3.1489978
-9.524723,-1.6962321
-9.559475,-1.5179518
-9.590026,-1.4298904
-9.391827,-1.3329566
-9.355841,-1.4174309
-8.562362,0.08899355
-9.16993,-1.4635282
-9.120244,-3.2404728
-9.643068,-1.4064568
-9.514733,-1.6053793
-9.414681,-1.5075822
-9.794395,-1.5277255
-9.437854,-1.5471629
-9.487967,-1.4326859
-9.486593,-1.4854331
-9.480376,-1.4563973
-9.541458,-1.4145938
-9.478633,-1.5040325
-9.452711,-0.4836675
-9.453483,-1.3851458
-9.543335,-1.3400089
-8.550909,-1.8545943
-9.6279955,-1.5703925
-9.567907,-0.7679398
-9.3161335,-1.5609881
-9.46333,-1.5525013
-9.4738035,-1.4691705
-9.094085,-1.7086705
-9.321352,-1.3535951
-9.325,-1.5770305
-9.524774,-1.5164711
-9.720905,-0.89413947
-8.22787,-1.4680742
-9.581036,-1.4344543
-7.2456555,-0.5015802
-9.306982,-1.8292961
-9.4060755,-1.8921099
-9.428304,-1.5229145
-9.297903,-1.4649954
-9.46112,-1.7076135
-9.165175,-0.068862915
-9.400679,-1.5407506
-9.587948,-1.4408509
-9.384129,-1.5034108
-9.577216,-1.2735635
-9.360662,-1.4017648
-9.659495,-1.3650482
-9.387054,-0.6481018
-9.185236,-1.5270872
-9.525165,-1.5645722
-9.593386,-1.4001639
-9.320489,-1.4888449
-9.612782,-1.5497644
-9.394419,-1.5841111
-8.9861765,-1.2321517
-9.550119,-1.4962913
-9.587405,-1.6952031
-9.362582,-1.4801736
-9.4199915,-1.523484
-8.212511,-2.7918587
-9.215316,-2.2211905
-9.36178,-1.6265358
-9.718484,-1.4918112
-9.589261,-1.4877576
-7.6683064,-1.9426916
-9.581953,-1.4886035
-9.431257,-1.5468149
-9.5114355,-1.499181
-9.844682,-1.0561898
-9.462898,-1.3930355
-8.526345,-1.9418088
-9.685104,-1.145303
-9.933061,-2.1370816
-7.101179,-1.060882
-9.442165,-1.3193725
-9.371009,-1.4598242
-9.485274,-1.4427321
-9.360269,-1.4606555
-9.564415,-1.5207441
-9.6425905,-1.4232625
-9.570194,-1.576409
-9.600509,-0.55152535
-9.067856,-1.520063
-9.420637,-1.4617232
-9.421766,-1.2575811
-9.536159,-1.4040905
-9.396893,-1.4301893
-8.280406,-2.1852772
-9.80885,-2.081354
-9.284666,-1.5915374
-9.485087,-1.5408258
-7.8708434,-1.4522382
-9.420631,-1.4823117
-8.918612,-1.2248838
-9.843134,-1.2420108
-9.764873,-2.6964443
-9.401606,-1.4405957
-9.432312,-1.5098037
-9.476621,-1.2984914
-9.668676,-1.0223515
-9.162026,-3.0206766
-9.491799,-1.4481585
-9.345528,-1.6265161
-9.530543,-1.6212225
-9.534242,-1.5916532
-9.475987,-1.6858697
-9.355121,-1.5749688
-9.319429,-1.1402969
-9.229219,-2.6567793
-9.317193,-1.4182028
-9.251415,-0.535662
-9.344846,-1.5083443
-8.260347,-2.359247
-9.335323,-1.5510219
-9.51142,0.07228863
-9.462599,-1.3340183
-8.853642,-3.677188
-7.6236706,-1.2658387
-8.873489,-2.1104677
-9.438909,-1.0816855
-8.35983,0.21583128
-9.572678,-1.5203947
-9.344988,-1.4869272
-9.463992,-1.381649
-9.423287,-1.5213567
-9.519216,-1.4755465
-9.381424,-1.6805365
-9.498658,-1.371973
-9.571451,-1.5816557
-9.560302,-1.2929255
-9.409282,-1.51661
-9.4703865,-1.6185975
-9.449194,-1.5301242
-8.296439,-1.6414995
-9.506636,-1.2848146
-9.408779,-1.4205177
-9.588327,-1.6216762
-9.652022,-1.7766619
-9.377472,-1.5465248
-9.533132,-1.5469279
-9.499688,-1.3874644
-9.520621,-1.5153726
-9.529682,-1.4566066
-8.121895,-1.9598081
-9.733669,-1.1422822
-9.951869,-2.1308532
-9.527834,-1.487886
-8.944607,-2.7994738
-9.451749,-1.4272175
-8.127489,-1.0608286
-9.258868,-1.4415184
-8.85313,-1.413092
-9.23605,-1.4866643
-8.19901,-0.7198285
-9.042251,-3.1008768
-8.429148,0.31705415
-9.503122,-1.5190594
-9.54518,-1.7276239
-9.248044,-1.4361093
-8.480269,-3.958289
-9.227308,-2.9079292
-9.45672,-1.5588689
-9.042266,-2.8504705
-9.596916,-1.6845485
-9.531283,-1.5321189
-9.633731,-4.2008524
-9.245724,-1.8476958
-9.5723915,-1.5005975
-9.164101,-0.22485173
-9.575958,-1.6184918
-9.4918995,-1.5315748
-8.99564,-0.97136265
-9.362679,-1.4347206
-9.401205,-1.6087729
-8.37296,-0.9171013
-9.629993,-1.3216914
-9.935473,-1.3194573
-9.400152,-1.5075563
-9.093717,-1.7068481
-9.418921,0.920665
-6.3238506,-0.12908125
-9.478351,-1.4571145
-9.382139,-1.6105294
-8.402629,-2.1718142
-9.406994,-1.387958
-8.62481,-1.3296669
-9.577968,-1.4292142
-9.518033,-1.540097
-9.431154,-1.6202372
-9.52194,-0.83399886
-9.562864,-1.6129136
-9.4892645,-1.51113
-9.510033,-1.4109316
-9.371867,-1.2137867
-9.485854,-1.5112987
-9.594926,-1.4868438
-9.478017,-1.4642375
-9.061949,-1.4902234
-9.400135,-1.442204
-9.626161,-1.3961608
-8.147427,-0.78757197
-9.471871,-1.6186862
-9.395204,-1.5767285
-9.516279,-1.4528835
-9.106534,-1.8540809
-9.401733,-1.600683
-9.598387,-1.4633675
-9.4678135,-1.5469813
-9.381801,-1.5870628
-8.798175,-2.2787113
-9.973633,-0.80954385
-9.54186,-1.4437652
-9.584809,-1.5317945
-9.464235,-1.6194283
-9.4883175,-1.6262355
-9.351669,-1.5224549
-6.282977,-1.8521599
-8.828977,0.094344854
-9.391246,-1.485955
-9.542821,-1.4922469
-9.751108,-1.2815148
-9.3364525,-1.582938
-9.4728985,-1.5007248
-8.798504,-3.4315367
-9.428917,-1.6978176
-9.59397,-1.2446465
-9.692308,-0.29544652
-9.386174,-1.3980441
-9.511988,-1.3652883
-9.46883,-1.5609127
-9.948151,-1.2461023
-9.962089,-1.3689855
-9.575888,-1.5223802
-9.486421,-0.7501329
-9.450221,-0.046989202
-9.426634,-1.4943501
-9.386442,-1.4951354
-9.529684,-1.4389957
-9.55554,-1.5354182
-8.623278,-3.0841262
-9.621117,-1.6207868
-8.652558,-0.3738444
-8.238592,-1.9904172
-9.472759,-1.4502574
-8.924783,-1.016151
-9.4464035,-1.4892213
-8.749677,-1.855348
-9.621497,-1.4127519
-9.535637,-1.6068385
-8.849703,-1.8539896
-9.466776,-1.5115988
-9.403438,-1.4764233
-8.727277,-1.532205
-9.535026,-1.7666113
-9.5501,-1.5269881
-9.454656,-1.6951276
-9.6368885,-2.2664843
-9.486703,-1.6726884
-9.381016,-1.7018045
-9.309573,-1.4555415
-9.374553,-1.4290615
-9.404668,-1.5525258
-8.09219,-2.1775703
-9.586875,-3.1408944
-9.457592,-1.5032
-9.229818,-1.1310209
-9.570417,-1.4715871
-9.505602,-1.4936991
-9.45598,-1.4223301
-9.512727,-1.5300909
-9.655424,-1.3180271
-9.432709,-1.3239038
-9.500889,-1.5395689
-9.437341,-1.5404465
-9.526791,-0.8899802
-9.586435,-1.735559
-8.899488,-1.9874914
-9.322357,-1.0929302
-9.598718,-1.3589948
-9.379281,-1.3916805
-8.309482,-1.4608504
-9.65794,-1.3316892
-9.519923,-1.4799033
