parameter_1,parameter_2
5.4950786,-1.705164
5.8686247,1.1860975
6.5390024,0.42644238
6.6197395,0.5114714
6.5223374,0.4298894
6.518958,0.1542279
6.809761,1.1254759
6.385021,0.25967982
5.8484516,0.6521498
6.4855947,0.23104121
7.217333,1.4283171
5.797793,2.0864754
5.946438,0.23699735
6.5871387,0.4358819
6.4979796,0.29641205
6.630637,0.4133376
6.620334,0.2923159
7.0080285,-1.1503642
6.431564,0.30810422
6.592182,1.2099116
6.6592674,0.3728527
5.33576,0.9293403
4.7303596,1.7275584
6.5289283,-0.24500632
6.4278736,0.30120072
6.5505166,0.2334708
4.2935314,0.6202199
4.8356643,0.5366557
7.603215,0.43360358
6.546706,0.40345258
5.965324,-0.21433038
6.4802213,0.3987385
6.4913282,0.34776756
9.237849,2.2082255
6.3442516,0.098827794
5.4739647,1.525579
5.69538,0.23740643
6.562579,0.4361251
6.3409176,0.20809168
6.352584,0.35695773
6.4180293,0.5306481
7.0084877,0.09608075
6.5514426,0.37180182
7.5042343,0.86086714
6.000137,1.3343439
6.035208,0.050897405
6.6052012,0.35920596
6.854613,-1.9692223
5.4718733,-0.7741441
6.5756803,0.39160043
6.041945,-0.018721879
6.595787,0.30981654
6.556114,0.13097624
6.567235,0.34186348
6.6224747,0.46864802
6.4525,0.14764348
6.5580516,0.40938336
6.3104043,0.31690842
7.4338303,-1.8273723
6.3067136,-0.37899017
6.5260763,1.4259641
6.776931,0.761266
6.5892467,0.18651453
5.7231236,1.5029407
6.552927,0.3348438
6.3664722,-0.89223963
6.615428,0.39611182
6.4278035,0.1204634
6.6074386,0.22290775
6.838581,0.28674433
6.311064,0.46411872
6.652837,1.3159561
6.4713516,0.25550213
6.2863364,0.4149214
6.56108,0.191679
6.815447,2.4153647
6.523643,0.26366892
7.163143,2.3872595
7.990541,0.15392439
7.148468,0.48529056
6.478718,0.18916321
6.9663486,-0.16177285
6.6609783,0.16779494
5.3005843,0.5333731
6.5106244,0.5269803
5.7785387,-0.032966495
6.352276,0.28741267
6.3654456,0.104517296
6.1756225,-1.4327891
6.539655,0.32121736
7.0343795,-0.37748635
5.430601,-0.93257564
7.2034206,1.0458429
6.7343154,0.3169449
5.5421267,-0.015244752
6.4889145,0.9197123
4.7551546,-0.006128341
5.4594083,0.15982434
5.8954015,0.700186
6.9100323,0.5137917
7.232993,1.1420614
4.8149753,0.8052742
7.496981,-0.72098
6.580887,0.4472815
6.5282707,0.9358877
5.7460914,0.7777561
6.283955,0.94461876
6.967025,-0.7547855
6.4982786,0.19822097
6.423622,0.4062627
7.140688,-0.37745655
7.234056,2.0510004
6.4655375,0.32971495
6.5651207,0.4297014
7.398257,-1.5097878
6.5307765,0.0037478209
5.4929366,0.45136696
6.5797143,0.3414081
6.4501843,0.3107415
6.7233853,0.32040083
6.593049,0.29643974
7.5720243,1.0893476
6.950777,2.1892638
8.337475,0.19127446
6.532842,0.36500883
7.65918,0.8020305
6.2119226,0.6742038
8.420071,-1.2100725
6.4472165,0.43527097
6.3722463,0.053271472
6.5931153,0.32843938
5.7971253,0.042846173
6.5732217,0.2533789
7.29957,2.285128
6.4468036,0.49454245
6.8989096,1.042989
6.3175125,0.34337464
6.2640066,1.3392
6.754765,0.3039066
8.112484,2.18796
6.2366257,-0.6822103
6.526089,0.26497108
6.6396813,0.23355938
6.6298738,0.40833378
4.153035,-0.36251897
7.10646,-0.20998645
6.615335,1.0022619
5.202201,-0.633418
6.4176707,0.15720865
5.9875174,0.90579057
6.4969754,0.19111466
6.6526165,-0.45378226
6.3722467,-0.8287489
6.095262,0.80808085
6.5234823,0.60693824
5.49081,0.7976905
6.6444154,0.26869878
7.89125,0.59290963
6.6323433,0.8265221
7.101416,0.40466058
6.404913,0.5576344
6.6540084,0.35290688
6.569872,0.52599627
6.609944,0.23919038
7.224807,0.5990704
7.742668,0.051946104
6.9047356,0.43610382
6.8810644,1.0007098
6.532418,0.2399804
4.4511395,0.026070893
6.2279925,0.29592332
6.7845716,-1.2419162
6.585543,0.29820058
6.43076,0.53841585
6.6398296,0.17788005
4.84725,2.3676732
5.562818,0.35599375
6.970944,-1.5326078
5.7897563,0.039388537
5.878914,1.7568314
6.4853387,0.30164835
6.382393,0.17117637
6.4501944,0.16569398
6.6148705,0.27245003
6.5201907,0.16564745
6.5276804,0.270053
6.532388,0.28362504
6.5243845,0.21435106
7.590651,0.514688
6.636845,0.27522993
6.4993024,0.2705681
4.3825674,-0.046414226
6.5413103,0.11248429
6.4593506,0.14522587
8.228701,2.200606
6.585976,0.25668037
6.703448,0.27750877
4.2050953,-0.13707733
6.6359634,1.774693
6.229323,0.9189176
6.400626,0.46046627
6.275187,0.17162982
6.524089,0.3557753
6.304335,-1.6368473
8.618511,1.0461185
5.6423545,1.8380725
6.9538536,1.0226247
7.9945445,-0.08524388
6.6828585,0.24380748
7.4102106,0.5036554
9.045664,-0.42393202
6.470195,0.17079745
7.0829725,0.22831014
6.468123,0.2860778
6.688089,0.5638027
6.596012,0.31239855
5.0567317,0.72409505
5.709651,1.2897952
6.446124,0.2027261
5.847948,-0.34523082
6.209226,0.50258327
6.350844,0.25663412
7.9394813,0.7670289
8.347319,1.0534204
6.8766394,0.94801176
6.4343615,0.35231572
6.280182,-0.031784773
6.5422773,0.2837216
7.2371683,-1.0557303
6.4650307,0.40034837
4.825773,0.7203235
4.854664,1.2057776
5.46668,-0.1392656
6.434936,0.3016052
6.2744827,-0.21868706
6.3345623,0.674291
6.6293426,0.15154654
7.1980176,0.0034856498
7.6510572,1.2430093
4.633931,-0.30261475
4.5642266,-0.28739047
7.6768746,0.5490484
6.5421906,0.30829135
7.8805385,1.1136956
6.925246,1.2403728
7.0573654,1.5716498
6.5304265,0.32837582
7.496521,-0.8228138
5.895159,-0.39526302
6.507166,0.1424997
6.3913946,1.1500914
6.170188,0.63577616
6.210959,1.6417768
6.550142,0.107142106
6.5561814,0.27645084
6.3363185,0.39600313
6.53688,0.27523986
6.569405,0.43602246
8.00647,-1.4407382
6.5826797,0.14673606
6.172376,0.094756156
7.2125807,1.9444025
6.5643897,0.40793395
7.4134455,0.9106381
6.39401,0.25894234
6.579759,0.34272876
6.5398736,0.17766051
6.8042445,1.7681973
7.3531733,0.3222881
4.8797693,0.1309533
6.074508,1.6325788
7.56076,2.7962887
6.3694844,0.35197043
6.401838,1.4496846
6.398963,0.39891705
5.8574266,0.20620215
6.241613,0.66915965
6.500759,0.3704638
6.525719,0.16706073
6.5093975,0.34702787
6.551047,-0.31951725
5.773988,-1.100143
6.43406,0.29388475
6.458687,0.2708735
6.543219,0.38767332
6.614062,0.33763036
6.6089864,0.3837186
6.5946684,0.40954614
6.1144085,1.5994301
5.1355796,-1.4196887
6.520425,0.30711514
6.7063704,0.5828516
6.586858,0.35008678
6.364753,0.27535537
6.416959,0.31526205
8.052219,0.17065212
5.714432,0.3384296
6.4131503,0.367146
6.3397245,0.39725983
6.47423,0.49389705
6.4912214,0.3345884
6.562091,0.2179623
5.776328,1.0127132
6.25352,-1.8440669
7.222859,-0.03999749
5.508009,-0.81703085
7.995843,0.33973247
8.321865,-0.46975124
6.4918528,0.25982457
3.6744032,1.7589054
6.5287657,0.28119072
6.4947042,0.47136164
6.663253,0.22588682
5.6513762,-0.15824008
6.3575697,0.026322931
6.670609,2.0731146
7.004188,-0.32582265
6.468994,0.45895374
8.042425,-0.73956364
6.316523,-0.43496913
6.3773403,0.18485174
6.618647,0.23089755
6.554427,0.17576808
6.5820355,0.17272714
6.9932556,-1.1227195
6.7838464,2.0035048
6.545883,0.13895236
5.9222217,-0.32318962
6.4333987,0.32017177
6.8455257,0.43194133
6.196822,1.1404729
6.626866,0.2527186
6.344559,-1.150526
6.0613356,-1.8115749
6.4429245,0.41831565
6.4041786,0.20259655
7.089994,0.068808004
6.6749806,0.16641474
6.6277,0.08698021
6.1861115,-0.36477083
6.70774,0.2178592
6.5846095,0.12666048
6.7082753,0.45350486
6.430091,0.36498457
6.166621,-1.1431534
6.552549,0.13476124
6.3508854,-1.1536858
6.438895,0.37406823
6.9837494,1.6051631
6.576979,0.29875675
6.9618235,-2.0130908
6.5238285,0.18317741
6.3736706,0.23260015
6.4686255,0.47857082
6.396203,0.3637878
6.474949,0.09082873
6.580146,0.36046714
6.5473967,0.35279083
6.5802608,0.41179228
6.1997585,-0.8797026
6.6001606,0.17445958
6.4017835,0.43743396
6.6617956,0.36633813
7.0757113,-0.7511036
6.544379,0.18004471
7.6337204,0.07663649
6.427121,-0.09723234
6.50695,0.37682974
6.732234,0.259506
7.380086,-0.5218103
6.6532745,0.45096654
6.453026,0.08321236
6.8596153,0.6653421
5.5817137,0.28409424
6.567665,0.37835702
6.4664702,0.2789387
6.2020273,1.1326342
6.549956,2.8695536
6.560669,0.1528546
6.822095,-0.7172657
5.565062,-0.18412623
4.9189878,1.5705576
6.6756325,0.6842813
6.4685345,-0.20119724
6.5804534,0.36430612
6.366033,0.44845945
6.514545,0.218332
5.138033,0.28579128
6.454374,0.23188531
7.2925735,-0.6258463
6.35437,0.31054524
5.065929,0.5387082
6.499114,0.26109695
7.6087346,-0.09183356
7.4159966,-0.3134358
6.692093,0.28905752
6.479252,0.30990747
5.6560574,-0.90364224
6.381872,0.45822012
6.126638,-0.5397798
6.554578,0.6272418
6.698001,0.20670253
6.5584073,0.33421826
6.3722186,0.2585848
6.696368,0.39449948
6.479621,0.47822222
6.5474043,0.1804328
7.9289036,-1.0674114
6.9653397,-2.3571923
6.4866457,0.2210481
6.3694897,-1.1225176
6.4950075,0.2543026
7.191892,0.42439473
6.4129963,0.24157405
6.685215,0.4782502
5.0072584,2.4616456
6.1819253,0.26247346
6.620383,0.24268515
6.4579563,0.38941103
6.4674187,0.2268453
6.412832,0.26914686
6.471851,0.24474229
6.398755,0.3285544
7.0672803,-1.363739
6.371297,0.7069335
6.246849,1.3761079
4.158844,-1.1849887
7.946732,-0.36038464
7.87816,2.2572205
6.277451,0.31657282
6.4189625,0.24084473
8.845124,0.25409776
6.552961,0.27834946
6.432307,0.26330566
6.664781,-0.060452163
6.472208,0.15875602
6.1181254,-0.18579811
6.499781,1.6976278
6.4674907,0.30055416
6.508517,0.45673287
4.714413,0.038013816
7.0564656,-0.7607048
6.4365892,0.33965287
6.5878587,0.26678208
6.5471015,0.47740972
6.346767,0.741897
5.71776,2.369783
6.40899,0.089901164
6.596432,0.11407387
6.406419,0.29106435
6.8221726,0.33615023
6.3521867,0.28049803
6.440954,0.2683624
6.5264287,0.39775154
6.067203,0.81564087
6.245996,0.25889128
5.4822435,0.15032731
7.836687,0.30419046
6.3363585,0.22978356
6.516634,0.30369183
5.3219013,0.42020437
8.392117,1.4459586
6.4610963,0.026096314
6.5859036,0.28588507
6.500474,0.277518
6.1749873,0.52652377
5.724756,0.1990029
6.430719,0.25149426
6.160367,-0.30915254
6.0537953,-0.28833133
8.268788,0.37767604
6.980571,1.6306732
7.886543,0.22461665
6.5222425,-0.17989215
7.347433,0.09583184
6.6017737,0.36581388
6.530603,0.3822614
6.594556,0.42115682
6.3169117,0.34764385
6.5527573,0.16389772
6.6368456,-0.010627091
7.6283903,-0.35612386
7.7554474,-0.29262346
7.062464,-0.35645193
7.3563857,1.6832321
6.9757624,-0.10823214
6.3781614,0.35785025
6.699472,0.1717197
5.8714886,-0.85236996
6.4777246,0.300476
6.5007973,0.20094013
6.1503577,1.7848501
6.084557,-1.8223009
5.8349037,-1.2920754
6.548874,0.24023269
5.480882,0.37191576
6.6169605,0.25317648
6.0798054,-0.07247579
6.688106,0.48185164
6.5906014,0.38739222
6.4493275,0.26131198
6.41036,0.12565018
