parameter_1,parameter_2
0.18264592,-0.6565355
0.19564864,-0.55828273
0.18472159,-0.657318
0.18071018,-0.65841645
0.7315793,-0.36507103
0.19441618,-0.58143
0.6345524,-0.18002796
0.1936425,-0.6606586
0.6336548,-0.18179451
0.7133833,-0.33951494
0.7080256,-0.34733245
0.72741044,-0.25183615
0.720616,-0.31805527
0.5665733,-0.21001846
0.21364036,-0.6060091
0.7296396,-0.25051057
0.7128262,-0.34548157
0.27188176,-0.7526564
0.21878204,-0.7096243
0.3049727,-0.7380515
0.5695655,-0.2099125
0.7283628,-0.28489053
0.5708618,-0.21717945
0.64911234,-0.19473681
0.16944832,-0.6541834
0.73525786,-0.23624076
0.56264293,-0.20087545
0.6224685,-0.18684061
0.19590211,-0.6418132
0.7110681,-0.22111213
0.7493303,-0.26256204
0.7093112,-0.355923
0.6981281,-0.33782914
0.7389317,-0.27230984
0.17705159,-0.6424249
0.70302737,-0.23740944
0.191265,-0.67283463
0.73511,-0.29093987
0.5920292,-0.19618243
0.6334262,-0.17145018
0.19827275,-0.5823228
0.21295233,-0.69011456
0.5770856,-0.19696325
0.18519117,-0.61672485
0.19345625,-0.680439
0.23957098,-0.7105704
0.68847847,-0.19889544
0.20697393,-0.5603508
0.73256636,-0.22445676
0.6982213,-0.3380687
0.27058804,-0.71054626
0.56338114,-0.20140058
0.73827404,-0.27312475
0.60359526,-0.19303063
0.18319672,-0.657137
0.6028054,-0.16846508
0.31537467,-0.7264964
0.720823,-0.2140081
0.6180515,-0.16384903
0.3129463,-0.73868215
0.71360695,-0.30458355
0.6188871,-0.16640104
0.2321651,-0.7178575
0.7237458,-0.27133662
0.30908036,-0.71442723
0.7300501,-0.3145616
0.25518107,-0.730089
0.29035002,-0.7198815
0.58743465,-0.18911412
0.18844895,-0.62718815
0.19104342,-0.6266432
0.1684914,-0.6342449
0.7243366,-0.27102092
0.7243324,-0.22976947
0.7063693,-0.20778242
0.20757607,-0.5760745
0.17740011,-0.6623442
0.19284584,-0.57493573
0.7226256,-0.268868
0.1783522,-0.6327146
0.3136785,-0.7260164
0.58734936,-0.20119603
0.22859932,-0.7271391
0.71507186,-0.31979007
0.7392702,-0.2751671
0.18688808,-0.623496
0.71334785,-0.23970573
0.2974265,-0.7350068
0.18190421,-0.5718293
0.6653048,-0.19187571
0.6301919,-0.1612392
