$\alpha$,$\beta$,$\gamma$,$\delta$
0.5348676,0.03150791,0.8688952,0.060863197
0.55313134,0.03275953,0.8407693,0.059957996
0.5565291,0.03323219,0.8334454,0.059012365
0.5471985,0.033966996,0.84458923,0.059928272
0.5636602,0.034646556,0.8261473,0.058093265
0.5418385,0.031295594,0.8547541,0.059649207
0.5567597,0.03340526,0.83446306,0.058111608
0.5267853,0.029258337,0.8911366,0.06415021
0.5306377,0.029760327,0.87771773,0.06255729
0.5462806,0.031330608,0.8530737,0.059645496
0.5463671,0.032402925,0.8475694,0.058387514
0.543273,0.030174771,0.86331785,0.060421873
0.5486134,0.03129361,0.856335,0.059840407
0.54934484,0.03177015,0.8490999,0.058767684
0.5427112,0.031907078,0.86010945,0.060660686
0.5236702,0.029615114,0.88267606,0.062091306
0.5625327,0.035390023,0.8189929,0.05815894
0.5546326,0.032676015,0.8394562,0.05954433
0.54589796,0.030412659,0.8730329,0.06330839
0.54916286,0.03365004,0.83616656,0.058723338
0.53575826,0.030183988,0.87098956,0.06167002
0.5187671,0.030599713,0.88449264,0.062728986
0.53079313,0.031409618,0.872232,0.06345274
0.5347166,0.029523471,0.8786576,0.06236184
0.5362562,0.029033119,0.8736699,0.06179022
0.5479022,0.033437986,0.84278727,0.05911812
0.5531198,0.032460123,0.84378356,0.059263054
0.53046083,0.033317797,0.8555762,0.061347544
0.5653187,0.032718968,0.8285323,0.056742262
0.53314596,0.031227939,0.86875683,0.060610216
0.54568136,0.0308374,0.8582352,0.06078438
0.53073883,0.030733073,0.87052643,0.06071764
0.53345317,0.029744424,0.87391436,0.061512135
0.54610044,0.028500091,0.8697934,0.06035393
0.562064,0.032404996,0.83914804,0.057719637
0.55242115,0.031056736,0.8498301,0.06070225
0.5437008,0.028611543,0.870179,0.060568497
0.5385877,0.031037712,0.86409813,0.060706895
0.5675331,0.033681136,0.82519925,0.058668204
0.5658994,0.03303673,0.8256552,0.057978366
0.5592884,0.036406808,0.8271748,0.05896189
0.53054875,0.0331933,0.863808,0.060538396
0.5471458,0.031804573,0.8511516,0.05885766
0.5362697,0.029973224,0.87506527,0.06190801
0.5392122,0.034909304,0.84602684,0.060231786
0.5446954,0.032165088,0.8592746,0.061274044
0.5660356,0.03617325,0.8136462,0.057111442
0.562635,0.0329775,0.83969426,0.059269443
0.5490063,0.035370667,0.8361034,0.05960964
0.53991,0.031815168,0.8540991,0.059090715
0.52778065,0.031282507,0.8753876,0.06268083
0.5384505,0.03137472,0.85607004,0.060752578
0.56847125,0.03406459,0.8221033,0.05754029
0.54491204,0.03132647,0.8556929,0.060097538
0.54571766,0.031389788,0.8521127,0.05856664
0.5500636,0.031748943,0.85094684,0.060165163
0.53527457,0.031760573,0.86444145,0.06172776
0.5344858,0.03434206,0.85670584,0.061772794
0.5482312,0.03222813,0.8508252,0.059186608
0.5624495,0.033650264,0.8308352,0.05752428
0.54667354,0.03362433,0.8445732,0.06041317
0.5506254,0.03155032,0.84831774,0.058808625
0.5549219,0.03196932,0.84704167,0.05947162
0.54110587,0.031460926,0.8558824,0.06203564
0.5635925,0.034692317,0.8184019,0.05811082
0.5320252,0.033113595,0.8594966,0.06033569
0.55100924,0.032168392,0.8421407,0.058433667
0.5352276,0.032183237,0.8592037,0.06191994
0.5558295,0.032753184,0.8329587,0.05828979
0.53434134,0.030956596,0.8680785,0.06238638
0.55985975,0.033878297,0.8255327,0.056388546
0.54418576,0.03221943,0.8500956,0.06158411
0.5508321,0.033981502,0.83682334,0.058845203
0.54735285,0.031829014,0.8490313,0.058948424
0.552175,0.032798648,0.84104073,0.057593636
0.55071855,0.03297587,0.8409268,0.05863414
0.5297097,0.030274488,0.8787128,0.062291596
0.55020636,0.031371247,0.85099375,0.059407152
0.5366147,0.032150146,0.8608688,0.061243244
0.53929126,0.034329537,0.8514117,0.062107563
0.54082656,0.034232505,0.846609,0.058554146
0.5347926,0.03023847,0.8688255,0.061446205
0.5372171,0.03090205,0.86376005,0.05937978
0.54394335,0.030691408,0.8593125,0.059212845
0.55195034,0.034246244,0.8359773,0.059644386
0.55241567,0.034434423,0.83978105,0.060264926
0.52259237,0.03095791,0.88136315,0.06316656
0.56275463,0.03370688,0.8247779,0.057097025
0.5515277,0.03272055,0.8457231,0.058732525
0.5421011,0.030261211,0.8647419,0.061574496
0.5362007,0.03032403,0.87217,0.05982757
0.5342803,0.030797666,0.8658869,0.06098989
0.5507415,0.032401342,0.84530646,0.059169408
0.5454935,0.031382587,0.8545821,0.059509147
0.54774874,0.03315543,0.84757656,0.058735702
0.5595303,0.034066565,0.8301599,0.05934236
0.5710763,0.034485407,0.8235843,0.058361
0.53833854,0.03438955,0.84809,0.061337918
0.53851926,0.0294891,0.8696677,0.06153518
0.56142426,0.034708805,0.82771116,0.057808507
0.54292375,0.031632435,0.8523391,0.061089303
0.55160546,0.033456553,0.8430739,0.060519364
0.55290264,0.03303199,0.83846843,0.05916989
0.5353524,0.029356245,0.8717488,0.060724456
0.5458191,0.03260514,0.85539544,0.06003899
0.5377493,0.028958112,0.882454,0.062637284
0.54670393,0.03283472,0.84200436,0.058301397
0.5312788,0.03037009,0.87137336,0.061469942
0.5474566,0.031247444,0.8557733,0.059798606
0.55102706,0.03145527,0.8437775,0.058714673
0.54147214,0.030638352,0.8636038,0.060441293
0.54942864,0.032694142,0.8412844,0.060106665
0.53647745,0.030405555,0.8591983,0.05804502
0.5470697,0.03282794,0.8515995,0.061420206
0.54866594,0.03254988,0.8516414,0.05926389
0.5297142,0.033615887,0.85867125,0.060327414
0.54924893,0.031464722,0.8569618,0.06053883
0.53458834,0.032922868,0.8556686,0.060782887
0.5350727,0.028542804,0.87586296,0.06189759
0.52823955,0.030912979,0.87763625,0.06205666
0.5568909,0.03521971,0.8279513,0.058709297
0.55961376,0.034034945,0.82928175,0.05801245
0.5393939,0.030758787,0.8655964,0.060550537
0.5483203,0.032003988,0.84994084,0.05936666
0.52817684,0.030327393,0.8749441,0.060376957
0.5320742,0.02942404,0.8788417,0.06254879
0.53795356,0.032449156,0.8583237,0.060198452
0.5403853,0.03401802,0.853678,0.060028672
0.5483481,0.03218121,0.8484324,0.059914656
0.54460245,0.031963024,0.85110074,0.0587184
0.55360436,0.033494078,0.83147824,0.058166068
0.5524117,0.030885601,0.84706855,0.05873633
0.5547816,0.033460602,0.8382397,0.059396684
0.52989644,0.030214624,0.8731466,0.061686993
0.5189846,0.030174088,0.88053983,0.06261686
0.52691007,0.028779365,0.8851635,0.06304775
0.55354863,0.03346601,0.8387531,0.05895423
0.5352477,0.029729273,0.8718053,0.06035353
0.5347913,0.032498244,0.8602108,0.06140984
0.5554428,0.031179737,0.8475526,0.059832048
0.55088836,0.032484494,0.855544,0.06095095
0.5383478,0.02942928,0.8709395,0.061098903
0.5369928,0.03335031,0.85780907,0.060222812
0.5445632,0.03250259,0.8513355,0.05855835
0.547502,0.03320573,0.8460049,0.060966834
0.55322486,0.033078276,0.8360955,0.058870643
0.5615367,0.033221453,0.8331337,0.057861887
0.5435355,0.0313965,0.8594704,0.059278034
0.53338367,0.02942035,0.8799472,0.0627723
0.5465235,0.030384025,0.856159,0.061066657
0.54808515,0.03270019,0.84269774,0.05961848
0.5496053,0.03245729,0.84199524,0.05944752
0.54426247,0.029697273,0.86388606,0.059993174
0.55293727,0.034274604,0.83499223,0.06043285
0.5449659,0.033301104,0.84415543,0.06184878
0.5522686,0.030992022,0.8539135,0.059659716
0.54536605,0.03134407,0.85333526,0.059742544
0.5486248,0.032267466,0.8440197,0.060040038
0.53392875,0.03249419,0.86222357,0.060938977
0.53648376,0.03067805,0.869744,0.06205946
0.53615934,0.031898107,0.86204624,0.060308233
0.5437642,0.03140723,0.85962605,0.059722323
0.5552006,0.0326351,0.84389305,0.05994959
0.53636366,0.031482108,0.8685435,0.061278164
0.55621976,0.032650642,0.8322857,0.056593563
0.54087955,0.03231902,0.85213923,0.06106258
0.5468179,0.030509971,0.8608679,0.06043367
0.5581407,0.03493681,0.8249914,0.057411753
0.55689603,0.032096684,0.8439429,0.059607197
0.5443768,0.031621117,0.85619175,0.059785105
0.5431832,0.03130383,0.8631146,0.061221432
0.5545417,0.03263311,0.8354513,0.05830391
0.5475344,0.031459622,0.8519643,0.06017664
0.55107087,0.03398451,0.8317506,0.058598123
0.54996145,0.03331884,0.84075135,0.059831705
0.55143195,0.032210857,0.84412384,0.060168162
0.5208943,0.031624954,0.8766411,0.06133068
0.5471392,0.034587998,0.83558756,0.058588527
0.55775535,0.032851335,0.83462936,0.05845517
0.55468124,0.032614946,0.84261745,0.059712783
0.544902,0.0321001,0.85724205,0.059639025
0.5636618,0.031055914,0.8417668,0.05984687
0.5310973,0.030352522,0.87715197,0.06150935
0.56092626,0.033593528,0.83426183,0.057994097
0.5482646,0.032934077,0.8441843,0.05917075
0.5273219,0.029717898,0.8824983,0.062275857
0.5448887,0.033114042,0.84861624,0.06070393
0.5491857,0.03506559,0.8374204,0.060244538
0.53878593,0.031435974,0.8627021,0.061092652
0.52816856,0.02935304,0.88234115,0.061517783
0.53558975,0.0322109,0.8609729,0.059786674
0.5442345,0.03128177,0.8605328,0.060903057
0.538697,0.032561794,0.85355455,0.059718292
0.5434598,0.03151402,0.85526776,0.060232002
0.5393029,0.031357456,0.86358887,0.060659833
0.5501864,0.033361144,0.8372012,0.05846913
0.54676026,0.03377121,0.8406313,0.05969291
0.55343765,0.03478141,0.83539045,0.05840446
0.5567166,0.034259923,0.8234965,0.057475943
0.5454783,0.031449616,0.8542733,0.059429366
0.5484464,0.032628216,0.85146064,0.059622478
0.5479447,0.03160229,0.85419804,0.06005928
0.53206694,0.031308595,0.86762923,0.06147142
0.5515911,0.031243421,0.84962475,0.05906025
0.53982365,0.030787019,0.86913824,0.059899744
0.5397713,0.03186873,0.85168684,0.05830483
0.5524723,0.031607322,0.8456422,0.06073071
0.54194033,0.03125397,0.8560746,0.060236584
0.5459045,0.033116087,0.8520422,0.060145214
0.54598325,0.03492159,0.8375486,0.060019325
0.5353429,0.03254275,0.8619522,0.06128334
0.5449956,0.031953704,0.8489576,0.058272798
0.5405055,0.03118376,0.8658194,0.061264988
0.53926677,0.03006725,0.8697527,0.06111047
0.5468999,0.030341966,0.8683824,0.06094855
0.5447299,0.030282935,0.86164886,0.059821792
0.5290284,0.03064644,0.8751771,0.06107378
0.542132,0.030122895,0.86088234,0.059916914
0.55072355,0.033398204,0.8419248,0.05721235
0.5418355,0.033077825,0.8515431,0.06035213
0.5475497,0.03142116,0.8561686,0.05921996
0.53998303,0.033317886,0.8482613,0.060629398
0.5413311,0.031171776,0.8660083,0.060321547
0.54250056,0.031414274,0.8592419,0.060134042
0.5407291,0.031497035,0.8669785,0.06105366
0.53019285,0.030170914,0.8752158,0.06156334
0.5416838,0.032118525,0.86419106,0.06081321
0.5451467,0.0325757,0.85184896,0.060923606
0.5362721,0.036245517,0.8478445,0.061791074
0.5563507,0.031953797,0.837781,0.05935583
0.559247,0.03528562,0.8269928,0.05802707
0.53725505,0.031361848,0.86259884,0.060517546
0.5479093,0.03239948,0.8490719,0.060868274
0.54624224,0.029797027,0.85959136,0.05992527
0.5366279,0.03113781,0.86874557,0.060027827
0.5495924,0.033996843,0.83668125,0.059179623
0.5718876,0.036159307,0.81305265,0.056690484
0.5264707,0.02976506,0.87835556,0.062781036
0.5630884,0.0364644,0.81377876,0.05673363
0.5507719,0.033122476,0.84068084,0.058797702
0.5458625,0.032467373,0.8425423,0.059052084
0.53513837,0.029863752,0.871431,0.061007258
0.56502426,0.03070251,0.84340227,0.05797224
0.5307173,0.03188458,0.8614877,0.060466807
0.53566253,0.030212974,0.87186164,0.06036769
0.54124874,0.033738375,0.8476885,0.059952736
0.5383362,0.0298203,0.87611383,0.060416672
0.54714704,0.032606572,0.8496447,0.05924216
0.5380701,0.03218408,0.85346466,0.05969586
0.55637634,0.0340065,0.831045,0.058655083
0.5444186,0.03280704,0.8515338,0.059130527
0.52879614,0.029775161,0.88248754,0.062333863
0.53285486,0.029799214,0.8784033,0.061482884
0.5543694,0.03488875,0.82933795,0.058069073
0.51585776,0.030080214,0.8896608,0.063121885
0.53613156,0.030084876,0.8694972,0.06032736
0.5275035,0.029669447,0.8808251,0.062091853
0.5555078,0.032292426,0.8375521,0.05875786
0.5341628,0.03185773,0.8655527,0.060956035
0.5568881,0.031145124,0.84508675,0.06013212
0.54593706,0.033479195,0.84203434,0.05818686
0.56139266,0.03438822,0.8267658,0.058190882
0.5555501,0.031984482,0.84482396,0.059887964
0.5409982,0.029267792,0.8619609,0.05789891
0.54610133,0.030943653,0.8527451,0.061341986
0.5449954,0.030838775,0.85858923,0.06137278
0.54081124,0.030450003,0.86260724,0.059286006
0.52341104,0.028638002,0.8925876,0.06357502
0.5644514,0.03149722,0.83915013,0.058007125
0.554587,0.03387442,0.83287525,0.05645504
0.5575337,0.032295365,0.8388233,0.057307582
0.5491295,0.03288072,0.8458111,0.060262524
0.5507763,0.032491673,0.84736115,0.0601002
0.55906624,0.034445778,0.82754046,0.056916818
0.54580086,0.032790527,0.84837776,0.05847421
0.5421374,0.029125473,0.86809146,0.059900902
0.54765695,0.03296657,0.846657,0.059695728
0.54227805,0.033570275,0.8401347,0.058803238
0.5309465,0.031286042,0.8699426,0.06178321
0.537009,0.03229683,0.8536844,0.06051408
0.55176955,0.033248484,0.8414809,0.0584931
0.5610432,0.03656963,0.81918585,0.057474393
0.5450945,0.032099564,0.8468664,0.059384055
0.55206907,0.034958884,0.8373137,0.05862842
0.55306274,0.031043462,0.84381986,0.059895303
0.54469395,0.031324916,0.85770506,0.06201189
0.5397789,0.030496648,0.86963737,0.061787393
0.54370975,0.031588804,0.8583118,0.059448425
0.552788,0.033726398,0.8397782,0.05911746
0.56115156,0.032292448,0.84206325,0.058793552
0.5391512,0.031839058,0.8529122,0.060129456
0.5548138,0.033837613,0.83706474,0.058540158
0.53492016,0.034474608,0.8524921,0.0625958
0.53529984,0.031155387,0.86297286,0.060267396
0.54333866,0.03372165,0.8507093,0.06112797
0.53481764,0.032420065,0.85942227,0.061314322
0.5587036,0.03221958,0.8464174,0.058871247
0.543655,0.03116466,0.8593057,0.060401246
0.5380271,0.031895936,0.8585098,0.06129038
0.5673711,0.034307037,0.8194587,0.056668337
0.5508973,0.032346666,0.8459308,0.059361674
0.54728013,0.031391613,0.8523953,0.05953391
0.5438903,0.033563185,0.84678656,0.05904592
0.53286487,0.030444922,0.87355965,0.061455786
0.5625341,0.034390528,0.8257468,0.057555135
0.5435003,0.031530935,0.85586274,0.059950206
0.55843025,0.033373833,0.8329609,0.058769222
0.5504011,0.033087093,0.84455776,0.058273617
0.52226245,0.03114357,0.8755774,0.062370062
0.5475123,0.033512875,0.84504366,0.05952856
0.5310418,0.031113602,0.8678432,0.060711715
0.5536713,0.03302337,0.84317285,0.058854308
0.54941547,0.033288747,0.84253484,0.059751235
0.5396629,0.029715227,0.8636457,0.06026872
0.55216587,0.03127795,0.84802485,0.059486095
0.5347772,0.030456364,0.8776135,0.06339806
0.5328715,0.029488692,0.8756689,0.061640624
0.5499646,0.034571074,0.84120154,0.0593651
0.5489088,0.032726616,0.84814125,0.057488907
0.56167567,0.034269176,0.8301979,0.057912316
0.5534337,0.03342481,0.8399572,0.059232347
0.5563234,0.03296294,0.83680856,0.05909807
0.5414977,0.032310314,0.8617207,0.061589073
0.52340126,0.031323146,0.8775628,0.06185021
0.53574485,0.03217759,0.8580469,0.06085652
