parameter_1,parameter_2,parameter_3
0.11584864,1.6265424,-0.73565906
0.23848295,1.3404695,-0.62587523
0.17260692,1.3985021,-0.6228095
0.12287442,1.7238789,-0.7986112
0.05808927,1.4310827,-0.60831827
0.12400038,1.62474,-0.7371599
0.27747318,1.6851553,-0.8468274
0.19217648,1.699496,-0.8141309
0.13357773,1.5411581,-0.69517285
0.10120516,1.2418023,-0.5020696
0.3093577,1.7570767,-0.88660276
0.133617,1.2984983,-0.54605
0.13043168,1.4751043,-0.6600527
0.20759337,1.6579334,-0.7886693
0.23255688,1.9688793,-1.0063556
0.25346488,1.3959099,-0.666076
0.09320947,1.706862,-0.7642419
0.1044098,1.4406741,-0.62053084
0.089709796,2.0878232,-1.0117052
0.46870795,1.7382058,-0.950891
0.039463602,1.260217,-0.49111298
0.36875114,1.6399503,-0.8538654
0.08686489,1.5279648,-0.66617376
0.13912423,1.8134958,-0.85452527
0.16454601,1.3915217,-0.612311
0.082202725,1.8261881,-0.8440655
0.39957613,1.2892485,-0.656934
0.3014105,1.7391022,-0.8902137
0.27069005,1.563596,-0.7621245
0.03252217,1.6342518,-0.7137506
0.086519174,1.6381439,-0.7351484
0.3891028,1.5741441,-0.82455534
0.12866513,1.482166,-0.653616
0.06971098,1.4867966,-0.6374731
0.22565113,1.628512,-0.7798236
0.59334755,1.6148784,-0.9279753
0.26696885,1.9593412,-0.98740715
0.026921954,1.4183891,-0.57391405
0.08519517,1.9369599,-0.9159194
0.1285094,1.2381054,-0.5218477
0.3621525,1.9497064,-1.0486094
0.26240793,1.6527721,-0.8128258
0.048502855,1.901253,-0.8728265
0.35813677,2.0741608,-1.1007091
0.18988241,1.5066811,-0.7097386
0.2431842,1.728552,-0.86787266
0.05680797,1.6500026,-0.7263821
0.1186446,1.2866629,-0.5403512
0.06222894,1.5425339,-0.6695102
0.17241877,1.3479071,-0.6044292
0.010177786,1.4295348,-0.57723475
0.17010558,1.4259657,-0.6344786
0.09789154,1.5568475,-0.686613
0.0281675,1.1614362,-0.43032038
0.41606086,1.8094864,-0.96676797
0.18556486,1.4066755,-0.64081913
0.26274776,1.2390676,-0.5827427
0.0801425,1.481975,-0.6372872
0.09523059,1.2931886,-0.5425196
0.24221799,1.9022427,-0.9646197
0.17122824,1.8728293,-0.9124641
0.11470333,1.6368756,-0.75255406
0.0333509,1.6904788,-0.742588
0.3203401,1.4742426,-0.7299665
0.021860734,1.5840981,-0.67019767
0.063805364,1.7314875,-0.77041894
0.45069158,2.0323038,-1.1137625
0.029663756,1.4638957,-0.6211497
0.19285376,1.5550424,-0.7363371
0.13559407,1.6481062,-0.75368476
0.5225084,1.5853542,-0.88031024
0.12404477,1.7463168,-0.82226187
0.077291116,1.2971219,-0.5302231
0.10806851,1.4748011,-0.6415976
0.10380455,1.4650447,-0.63536215
0.16744724,2.0780454,-1.0206577
0.18794642,1.5604484,-0.7302347
0.011932852,1.6701125,-0.71539724
0.40022966,1.4627385,-0.74931973
0.11257286,1.5675082,-0.70411533
0.47866967,2.0603814,-1.159929
0.10211721,1.4306785,-0.6078877
0.34423232,1.6750885,-0.8522829
0.1223501,1.8420573,-0.865802
0.5719665,1.8941269,-1.0892955
0.015602818,1.6797898,-0.7199581
0.2734696,1.9323679,-0.98718756
0.09357827,1.6517432,-0.75155914
0.4182934,2.1341872,-1.180115
0.46106344,1.9281368,-1.0702486
0.18476674,1.3189812,-0.5891703
0.049834207,1.4114287,-0.5893581
0.17818087,1.3538793,-0.59970415
0.231578,1.6411687,-0.80150694
0.63588464,1.3929505,-0.8253698
0.11548827,1.5812184,-0.71393484
0.13707401,2.082653,-1.01524
0.056406956,1.8314621,-0.84456015
0.12753206,1.5872401,-0.7194835
0.6127069,1.594057,-0.9158647
0.43164316,1.5314986,-0.81589615
0.24570379,1.7543663,-0.87210363
0.28887773,1.6961021,-0.8511443
0.12779629,1.9220122,-0.9164728
0.5164589,1.6437927,-0.9125888
0.25709322,1.4871929,-0.7130136
0.28731248,1.7264647,-0.875965
0.21030436,1.7341605,-0.84933466
0.18729846,1.7585258,-0.84603435
0.32993308,1.6566595,-0.84583575
0.14165178,1.1129335,-0.44684604
0.0951685,1.1489264,-0.45292944
0.3196216,1.3891661,-0.6860282
0.30703327,1.7354025,-0.8815853
0.36365533,1.65257,-0.87092716
0.117618665,1.714187,-0.7851074
0.17206438,1.8444622,-0.8889557
0.197415,1.7081581,-0.8110263
0.01748464,1.429617,-0.5802827
0.020701509,1.6435496,-0.70252377
0.076800756,1.3668334,-0.56648606
0.76875275,1.9283242,-1.18172
0.34557688,1.3402046,-0.67790014
0.2733568,1.4906512,-0.71909004
0.05154341,1.9518261,-0.90652466
0.23833787,1.7034411,-0.8377658
0.4380973,1.7877712,-0.96847844
0.10195161,1.5572464,-0.6874247
0.14292373,2.0159218,-0.97916013
0.1274529,1.5486807,-0.6957674
0.064724505,1.4236398,-0.5920688
0.17175534,1.559474,-0.7198168
0.78402853,1.5636458,-0.9846785
0.07553052,1.6849338,-0.7721837
0.43164122,1.6225281,-0.8628298
0.34618008,1.5440454,-0.79440564
0.26229608,1.4912663,-0.720858
0.112098895,1.2113162,-0.49925795
0.29781178,1.6949257,-0.85848886
0.336511,1.5629897,-0.79190326
0.06408011,1.5897774,-0.6892683
0.0425566,1.2574624,-0.49468756
0.3256996,1.4473051,-0.7185173
0.11483599,2.0136766,-0.9785863
0.17411968,1.6575165,-0.7777817
0.07213813,2.132323,-1.0239078
0.098115854,1.7776252,-0.8139465
0.012203055,1.4365371,-0.5693595
0.37651616,1.6601781,-0.8655157
0.23427866,1.7707045,-0.87339896
0.030102257,1.8241976,-0.80803907
0.3392735,1.6193925,-0.8345456
0.45609602,1.9680995,-1.0925977
0.17596036,1.5104462,-0.6977238
0.19481823,1.5787005,-0.75258166
0.13541013,1.4528359,-0.6506341
0.174935,1.709439,-0.8188513
0.11806787,1.6082193,-0.7195466
0.09501926,1.654346,-0.7530663
0.049398307,1.5610067,-0.6694129
0.32740024,1.5960821,-0.81443924
0.36037877,2.009412,-1.081947
0.4764278,1.7783976,-0.9830987
0.2511554,1.6829964,-0.82319087
0.3209593,1.5007914,-0.7559137
0.2807634,1.6006708,-0.78988194
0.015915515,1.3959929,-0.571621
0.04872324,1.843981,-0.8490214
0.1032286,1.3828194,-0.60079944
0.26762715,1.5706933,-0.75603473
0.07940091,1.416423,-0.59943205
0.3361757,1.3976603,-0.6978569
0.16925684,1.3365297,-0.5970416
0.0689006,1.5186545,-0.6661237
0.07934722,1.4814547,-0.6487864
0.14823061,1.1738019,-0.4836205
0.18392743,1.3706343,-0.6187488
0.24735694,1.3766632,-0.6344823
0.35090387,1.6537814,-0.861153
0.29401958,1.7500218,-0.89278
0.1070531,1.4161681,-0.6082271
0.51154226,1.4544413,-0.806149
0.15691325,1.8518627,-0.88250494
0.118434586,1.7440257,-0.82034117
0.04570125,1.4423543,-0.604253
0.04709534,1.2589874,-0.48636281
0.59152645,1.7999814,-1.0301856
0.17479843,1.4382607,-0.6569195
