parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
0.04161728,-1.0172379,0.042927425,0.13441703,0.4587444,0.25105926,-0.8473221,-0.025355458,-0.20598641,-0.44353047
0.10492942,-0.67156076,0.29014573,-0.13820958,0.28308314,0.10987544,-0.7547027,-0.16316672,0.50971925,-0.4592279
-0.16579416,-0.7108887,0.17496255,0.21273734,0.52318776,-0.20865788,-0.35926643,0.60156405,0.45439994,-0.30933705
-0.19104585,-0.40133378,-0.143071,-0.41257146,0.28046176,0.09096356,-0.5260137,0.22963667,-0.3863386,-0.09555556
-0.26038235,-0.5076875,0.06707692,0.12634996,0.4728791,0.11853523,-0.70070946,0.27846175,-0.6620865,-0.638241
-0.12232655,-0.3386778,-0.14346647,0.09277273,0.45629317,0.29387468,-0.16336876,-0.093615025,0.25384676,-0.4246002
-0.46152866,-0.52850825,0.14519797,0.18915811,0.2565697,-0.028313085,-0.35833216,-0.030091323,-0.3789237,0.07983935
-0.6334107,-0.2748229,-0.489883,0.13374196,0.26385787,0.06816601,-0.17938742,-0.39562345,-0.27192935,-0.18526241
-0.14139627,-0.36797333,-0.19004653,-0.65296,0.4038131,-0.00305219,-0.4548234,-0.29224125,-0.25373638,-0.20895547
-0.25647724,-0.4856697,-0.23163569,0.15523523,0.45203498,0.24478456,-0.47140852,0.2329683,-0.8311389,-0.4784482
0.12651938,-0.68964815,-0.20922446,-0.20782635,0.45356166,0.05144699,-0.6752605,0.21411285,0.11653434,-0.7878442
-0.24708313,-0.6784003,-0.0055382885,0.32984912,0.2889934,0.11598919,-0.52532434,0.041326273,-0.6725621,-0.5920055
-0.18853502,-0.7024297,0.147994,-0.09406394,0.38596576,0.32538646,-0.6870245,0.24760768,-0.41229403,-0.08357905
0.28339404,-0.5385528,0.20628193,0.097296335,0.42487478,-0.4344753,-0.22324699,0.13012148,0.35332698,0.040736467
0.31204772,-0.3563703,-0.07388819,0.1458027,0.17264375,-0.2104728,-0.7033098,0.08502771,-0.2290511,-0.54816324
0.09511408,-0.7214499,-0.37845576,0.11812055,0.50118244,0.62771887,-0.5385478,-0.005615145,-0.17612839,-0.5814315
-0.046712596,-0.5833084,0.06751551,0.14586735,0.22691828,0.1556888,-0.5702528,-0.03384321,0.0405422,0.0880222
-0.36140248,-0.21494892,-0.02171299,-0.14071253,0.14853363,0.27787185,-0.19143999,-0.09360431,-0.22853357,-0.3560461
-0.43928385,-0.61799496,-0.33050236,0.12831259,0.14393526,0.5848697,-0.06590676,-0.033353485,-0.56422514,-0.46718448
-0.04911608,-0.58213454,0.0683153,-0.18603864,0.53973633,0.12123087,-0.60430443,-0.07975812,-0.19901913,-1.0516506
-0.2704165,-0.51507264,-0.07608118,0.2080083,0.14351866,0.33526284,-0.43498746,-0.21021235,-0.49890476,-0.47805846
0.07100116,-0.3024164,-0.0104722455,-0.16870677,0.53526974,0.36608547,-0.44544873,0.72447515,-0.26646954,-0.05856386
-0.716117,-1.0516492,-0.11264905,0.20553944,-0.21355098,0.13412835,-0.55030924,-0.2676599,-0.37837037,0.09229788
-0.0578864,-0.4617467,0.13019682,-0.108067706,0.36288404,0.30344078,-0.72478676,-0.021340795,0.028399974,-0.4087033
-0.05527524,-0.6505535,0.09162632,0.015921555,0.43021506,0.1535096,-0.21414265,-0.04753551,0.18294774,-0.018629551
-0.22823195,-0.95721555,0.10561308,0.073978804,0.69276017,0.45778674,-0.894802,-0.0699549,0.18858786,-0.13674173
-0.3125133,-0.461249,0.04960036,0.10970812,0.3613049,0.04184722,-0.58713436,-0.081523895,-0.2820537,-0.29919836
-0.10349573,-0.88820565,0.0328045,0.030585915,0.4937806,0.5832938,-0.9003049,0.33107963,-0.36465335,-0.10980415
0.16316341,-0.46359128,0.33663344,-0.16944996,0.7082912,0.23099317,-0.12192312,-0.2994897,-0.085066795,-0.5637654
-0.21789648,-0.4630326,-0.3573134,-0.0142323375,0.4244176,-0.03837931,-0.66819394,0.110480845,-0.30523413,-0.5288854
0.23433986,-0.8534757,0.1441709,-0.1973598,0.19085516,0.08564548,-0.34952655,0.034238316,-0.64064455,-0.36549127
-0.36759898,-0.7139413,0.09689134,0.19808665,0.34332794,-0.09215364,-0.385027,-0.18387692,-0.24089448,-0.23188764
-0.1980538,-0.5571004,-0.4639357,0.5722072,0.19597253,0.5819289,-0.9199214,0.4696775,0.364747,-0.35532776
0.17021167,-0.3417787,-0.13442367,0.12803964,0.37196878,-0.38481224,-0.7611227,0.0136191845,-0.30076808,-0.26603866
-0.14383385,-0.63172555,-0.07968239,-0.32059285,0.69212705,0.40623507,-0.46164072,-0.043841794,-0.1896998,-0.47861314
-0.10411964,-0.69745237,-0.22503558,0.378662,0.5316876,0.41982317,-0.7179825,0.22820005,-0.055849068,-0.29417318
-0.28765172,-0.5538435,0.12160522,0.061303288,0.7868688,0.07267368,-0.6895957,-0.3356344,-0.23873885,0.0060702264
0.035251893,-0.50598955,-0.278037,0.30375707,0.5569329,0.18489623,-0.51999015,0.19489034,-0.38696742,-0.4125979
-0.19614294,-0.5901871,-0.08537868,0.15702122,0.17185783,-0.14660801,-0.19062018,-0.14564429,-0.110022694,-0.35421327
-0.1023665,-0.40883452,0.019279484,-0.0334239,0.32566124,0.42467642,-0.7623234,-0.28263727,0.45384914,-0.27644426
-0.7026681,-0.40325168,0.3077185,0.23267166,0.32274085,-0.006437227,-0.21966058,-0.061921388,-0.2940851,-0.42817727
-0.3284553,-0.7776605,-0.1244393,0.14513177,0.4600462,0.38713875,-0.3918244,0.1609317,0.06290315,-0.09651676
0.35821256,-0.58094233,-0.055923596,-0.31588653,0.71337247,0.40756226,-0.38038588,-0.021459036,-0.13799019,-0.14586723
-0.11002561,-0.39897448,0.12529895,-0.04273179,0.057667494,-0.13651602,-0.22961542,0.33138072,-0.6747917,-0.11347504
0.030752935,-1.1395707,0.2182137,0.16145998,0.066943005,-0.010925636,-0.17717841,0.21631643,-0.036518745,-0.264659
-0.04151596,-0.4922379,0.020065304,0.23095019,0.5538513,0.2852682,-0.5650893,-0.14233103,-0.16421232,-0.09007397
0.2528792,-0.9276147,0.25632584,-0.13675226,0.26171046,0.29649782,-0.6784935,0.37866533,0.07690418,-0.4818992
-0.3272776,-0.52576035,-0.03763331,0.19943744,0.2507508,-0.21778162,-0.11862221,0.2504092,-0.23692822,-0.5587258
-0.1694791,-0.7177164,0.03620692,0.07951209,-0.12077287,0.4048299,-0.26237065,0.29781854,-0.4592232,-0.4106198
-0.33981845,-0.42050105,0.29233855,-0.16078305,0.2850707,0.22856557,-0.5831098,-0.37813342,-0.1745482,-0.19772762
-0.088610396,-0.37334186,-0.08798714,-0.1818375,0.57987374,0.0956591,-0.7128673,-0.10356292,-0.6372987,0.035199553
-0.26678753,-0.41391003,-0.023150878,0.07302985,0.23755544,0.3983818,-0.26221108,0.3714048,-0.27359834,-0.51804775
0.33522916,-0.2671359,-0.34337503,0.28951395,0.39486367,0.6495814,-0.7458917,0.15530047,-0.64998454,0.061573297
0.07143453,-0.38262248,-0.24062061,-0.10496932,0.41312987,-0.070071,-0.4595818,0.26376283,-0.09113697,-0.57809824
0.09072943,-0.22077024,-0.2672094,0.14275795,-0.21139956,0.24671203,-0.77072763,0.09850445,-0.09574443,0.015889376
-0.068744205,-0.2282413,-0.27157444,0.7277224,0.4879791,0.44140983,-0.37056887,0.42657894,-0.34389216,-0.55697656
0.24179628,-0.66031843,-0.47842956,0.06095688,0.028368175,0.045936532,-1.0968149,-0.22299376,0.015823588,-0.14077695
-0.17957637,-0.5184691,-0.029416239,0.114092916,-0.14753458,0.36079097,-0.59183645,0.43344533,0.15753748,-0.66949975
0.17538574,-0.57934463,0.116390884,0.001387082,0.31578305,-0.14363249,-0.6585743,0.22995216,-0.07265424,0.07919186
0.001656808,-0.819763,-0.21409915,0.13847163,0.30674973,0.4090619,-0.345653,0.31798533,0.13139786,-0.26556042
-0.022384468,-0.93125665,0.049611185,0.065878026,-0.026115298,0.169743,-0.59720576,-0.19074637,-0.31536472,-0.1975071
-0.07328552,-0.69583213,-0.19036366,-0.14952528,0.08874117,0.18518022,-0.57271826,-0.12679116,-0.35230923,-0.34466758
-0.5633869,-0.3790682,-0.080483876,0.19734742,0.27639797,-0.10065557,-0.18509787,0.03732205,0.24190493,-0.18512791
-0.26089084,-0.48199236,0.11630434,-0.03053455,0.5804683,0.12625194,-0.4309145,0.051181473,-0.1515787,-0.5815126
0.10661006,-0.8045061,-0.0384532,-0.1002243,0.47350273,0.17373525,-0.5089583,0.3961648,0.13627414,-0.24814118
-0.38424897,-0.622071,0.10576168,-0.11744796,0.1194929,0.20099002,-0.48975617,0.36777544,-0.17536728,-0.39477128
0.100771636,-0.078180134,0.22544232,0.060166985,0.25222126,-0.13715167,-1.2137501,0.0208516,-0.3386637,-0.6244516
0.09481932,-0.51623386,0.17120144,-0.102869645,0.121418804,-0.19069673,-0.3784448,-0.0043334737,-0.08554385,0.08898583
-0.22021893,-0.9542392,0.023325492,-0.03983564,0.35015216,-0.24798621,-0.29335693,0.46155143,-0.197371,-0.048437506
0.1104009,-0.91388583,-0.07838803,0.31117648,-0.12687847,0.052018963,-0.6938031,0.18052414,-0.3004297,-0.65702814
-0.12137544,-0.37776625,-0.58869785,0.16549063,0.28113446,0.062437564,-0.84295547,0.14706445,-0.08036256,0.13953465
-0.046382643,-0.8312793,-0.010016423,0.13500977,0.12012103,0.45582473,-0.26485494,0.05706612,-0.16115537,-0.089784965
0.17126027,-0.90699613,-0.21363902,0.22005002,0.32818538,0.37496346,-0.53684694,0.0016783737,-0.331796,0.030503958
0.077906,-0.6731914,0.0062413514,0.10269885,0.15631428,0.23721275,-0.08988255,-0.30378035,-0.13231657,-0.2856021
0.0038615614,-0.66450614,-0.322345,-0.15436676,0.45376822,-0.04656312,-0.64319843,0.111625955,-0.104428485,-0.25620323
-0.015758477,-0.7351938,-0.3824819,-0.05602102,0.33309227,0.2858252,-0.48810786,0.12164435,-0.4997502,-0.25181895
-0.20132625,-0.40503433,-0.04851729,-0.019221969,0.86502856,-0.22257607,-0.19145653,-0.04275798,0.09057066,-0.6732478
