parameter_1,parameter_2,parameter_3
1.9452208,1.2587234,-1.3203057
2.1995964,1.7500598,-1.8990992
0.14390251,0.7497583,-0.39000368
2.493718,1.833819,-1.9605546
2.009097,1.3475928,-1.4848031
0.22236724,2.086428,-1.0972867
1.1932385,2.8004267,-1.5310725
2.0210078,0.74967927,-1.325708
0.39590725,2.8467903,-1.4416989
2.5788643,1.8621871,-1.8715602
1.3672727,1.888548,-1.4865917
2.6745145,0.9217747,-1.3643949
2.211079,2.9356055,-2.1179514
1.6922183,2.8593366,-1.9934435
1.8626435,2.900845,-2.1927266
1.4477383,0.8533115,-0.8187448
2.8805306,1.7635975,-2.0399616
1.0475951,1.1635395,-0.92183703
1.0592688,2.9271083,-2.004999
1.1220856,0.7228298,-0.6025224
0.3717609,0.95344573,-0.567755
2.101682,2.9420235,-2.2886336
0.49644428,1.0138409,-0.6747773
1.5277123,2.8054786,-1.997363
2.3655365,0.08161109,-0.94954646
1.6675564,1.9083159,-1.5535431
2.818161,1.3410864,-1.8453074
1.4029851,1.6384753,-1.4480221
2.6218855,1.8574743,-1.9248419
0.58456284,1.6697147,-1.1302025
2.3698742,1.4185425,-1.591304
1.3420813,1.3328601,-1.1792157
0.9323704,2.7582052,-1.7324505
1.6740054,1.3165183,-1.1703663
1.2818679,0.8607633,-0.83258796
0.12667474,0.9409209,-0.56253815
1.4931225,0.52949846,-0.9192654
0.085116155,1.8159077,-0.8820352
2.480179,2.9797387,-2.5311475
0.22921634,1.3090796,-0.6623872
1.7288631,1.7501144,-1.4548007
0.49099112,0.7628477,-0.5333493
0.097426966,1.780707,-0.9421986
2.4375477,1.3206275,-1.5036483
1.0193332,1.8568499,-1.2568278
1.6564789,1.2219973,-1.3232208
2.4672747,1.5094457,-1.5597553
0.7711101,2.9849668,-1.8374834
1.8037267,1.6574849,-1.6514206
1.0121747,2.0531292,-1.5111012
2.146871,0.86322117,-1.2377721
2.1021132,1.5026114,-1.5977453
1.525875,1.9763091,-1.6441339
0.02511743,1.177511,-0.42244783
1.525004,2.495899,-1.8502983
1.614008,0.087960884,-0.55811983
1.0341474,0.24499227,-0.43806684
2.1998243,1.2745296,-1.4164095
2.7840548,0.90045255,-1.487126
0.011534506,0.9903897,-0.35085565
1.2288903,0.8301732,-0.93047845
2.919841,1.0172563,-1.6200488
0.898971,1.525205,-1.0252135
2.974792,1.370206,-1.8566712
2.378608,0.3382663,-1.0780084
0.34073767,1.4354562,-0.88671297
0.66796535,2.3818178,-1.124606
2.6314895,1.9446064,-1.9143888
2.9000144,1.6466515,-1.9605126
0.11132511,1.2246597,-0.49009407
2.5750484,1.8129982,-2.032254
2.0244174,2.1654851,-1.8903204
1.5919663,1.2222253,-1.1605757
2.8503065,1.4992946,-1.9325765
0.0120482575,2.0661418,-0.9930065
1.0403613,0.9321444,-0.75690186
2.6237898,1.1973014,-1.6855584
0.9081003,2.2332857,-1.4005972
2.8043885,2.675644,-2.6335495
0.87521195,2.573582,-1.6159835
1.3653867,0.16404745,-0.44378042
1.0264374,1.8654897,-1.3502496
0.011102594,2.1975245,-0.9415774
0.16550198,1.0055377,-0.40397984
1.9401672,2.0384898,-1.7554858
0.57014424,1.8768083,-1.1843548
0.60954726,2.7916212,-1.5200232
0.3518955,1.3695599,-0.75597656
2.6371248,2.5952806,-2.3560932
0.16371082,2.6173737,-1.1754279
1.5020409,2.9490116,-1.8297657
2.167664,1.8646609,-1.8453422
2.9485729,1.4716163,-1.755643
0.0687091,2.766396,-1.1727041
1.5029323,1.5743461,-1.4791704
1.5533042,1.4978539,-1.3816421
2.494906,2.6864321,-2.5364795
2.5753827,1.449015,-1.7762775
2.5823116,2.3508122,-2.3771732
0.03264292,2.6186187,-1.3331494
2.871218,1.0977873,-1.6058531
2.3407,1.1981157,-1.3508542
0.6776635,1.4392488,-1.0855469
1.6408021,1.4929832,-1.3945445
2.7822392,1.4303327,-1.6368014
1.9784677,2.4047985,-2.0743773
0.14966963,2.0211878,-1.0458298
1.3702414,0.8943168,-0.6692133
1.1588947,2.5488038,-1.7765436
0.820586,1.7040693,-1.1438539
2.827365,2.0271688,-1.8820342
2.9577286,1.8141283,-1.936721
0.7184458,2.7082617,-1.6000375
0.9532564,1.442518,-0.9210391
1.9768456,0.6772174,-0.95950955
