parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
0.2350221,0.26818907,-0.22904605,0.042419717,0.17036071,-0.15614288,0.39707288,-0.20224926,-0.04388979,0.28695816
0.72735333,0.060211163,0.1754257,-0.2559656,-0.29164985,-0.2758404,0.182882,0.11021049,0.040259317,0.14299926
-0.024142575,0.20034075,0.054769218,-0.29514727,-0.2413244,0.018127084,0.11207211,0.33335784,0.2704194,-0.099153444
0.31224364,0.23972183,0.06616485,-0.2624902,0.3332039,-0.5225752,0.21865338,-0.17536637,0.20328332,0.42839932
0.08155689,0.13357379,-0.012248732,0.03270194,-0.40889776,-0.43448925,0.4962854,-0.0088863075,0.28580704,0.31344718
0.11258376,0.28761354,-0.33284977,-0.05533492,-0.45703542,-0.020675153,-0.07562113,0.5706289,-0.28781,0.21288277
-0.028868306,0.15941888,0.26698652,-0.11194352,-0.0845981,-0.048208952,0.16801585,0.1321077,0.27109617,-0.21307622
0.0054923557,-0.12986445,-0.12304677,0.06403795,-0.20668608,-0.2406928,0.33192223,-0.22408581,0.26776317,0.1994316
0.40040767,0.33035076,-0.1632577,0.0002554804,0.2456305,-0.07097565,0.34869528,0.43534714,-0.11616376,0.3728937
0.06836729,-0.5225307,-0.13054243,-0.40628073,-0.041902818,0.09403446,0.48392558,0.65286493,-0.38734588,0.23616633
0.09935051,0.011159383,-0.37557167,-0.31637204,-0.09560293,-0.393088,0.24639015,0.5528672,0.075458944,0.260697
0.27905086,0.17788896,0.16053101,0.02542147,-0.43885922,-0.77401745,0.22065389,-0.15398929,0.045480967,0.20639342
0.308907,0.55352366,-0.2205081,0.0031611472,0.014984079,-0.40130478,0.8074181,0.40199292,0.034105092,0.2603331
0.18427289,0.08674204,-0.03587445,-0.1484675,0.21466973,-0.42335775,0.3943063,0.4111082,-0.014010236,0.10387155
-0.02974734,0.12031904,0.24879107,0.03052698,0.2556344,-0.15904576,0.011200964,0.25404286,0.22418089,-0.062593654
-0.033387203,0.14490966,0.36561427,-0.44066542,-0.4877057,-0.6240634,0.273525,0.84067166,0.23669262,0.058621116
0.30126998,-0.3058712,0.0022706464,0.19112661,-0.36142507,-0.19648635,0.2893505,0.24263366,0.39351588,0.30844104
0.14088325,0.15116629,-0.013049763,-0.26746905,-0.2385352,-0.35840255,0.12391572,-0.014377221,0.45454437,-0.06578271
0.47994038,0.23041767,0.36622843,-0.5415232,-0.18027359,-0.003703028,0.647082,0.27774727,-0.005241841,-0.15927397
0.1865976,-0.15301698,0.047965795,0.108038396,-0.35543317,-0.2591765,0.42879122,0.26604724,0.39630073,0.24369806
-0.40781492,-0.19093385,-0.04693247,-0.49077487,-0.38996032,0.020575613,0.4086627,0.23627946,0.34701967,0.23090297
-0.11506049,0.07831562,-0.37671974,-0.34079355,-0.3591978,-0.27179176,0.14853421,0.49343207,0.59004617,0.124987245
-0.41254684,0.040384702,-0.018497638,0.32633612,-0.3421024,-0.13331752,0.6712321,0.29380476,-0.032184035,0.3015629
-0.03254975,0.53192085,-0.048299983,0.011888042,-0.2056751,-0.0020240247,0.115390584,-0.036448315,0.09962997,-0.25386947
-0.16668008,-0.19813183,0.122215405,-0.2975424,-0.12304287,-0.15326367,0.022511765,0.4300666,0.10365719,0.060352333
-0.17348284,-0.38508168,0.0743382,0.15928754,-0.21799734,-0.114241704,-0.07545796,0.08115565,0.37961853,0.08222274
-0.03351805,-0.1336829,0.01973246,-0.022447735,-0.13191615,-0.5235436,0.13103966,0.13746406,0.28223026,0.28968486
-0.075984105,0.20394707,-0.0392697,-0.2756934,-0.123205185,-0.41572982,0.2534872,0.31606627,0.14912269,0.21465862
-0.2960134,0.12537593,-0.20784484,-0.39931116,-0.10404277,-0.74865353,0.16370362,0.2842254,0.34601304,0.1633124
0.2664054,-0.07617595,-0.19484249,-0.48507822,-0.1422269,0.036187798,0.20567466,0.39354646,0.18059072,0.096127234
0.02593314,0.47232783,-0.100910515,-0.31624633,0.0052488595,-0.4492491,0.4340284,0.3527161,0.39267075,0.1745059
0.072684035,-0.06535534,-0.05255834,-0.102654524,-0.022636548,0.041713715,0.39108452,-0.04947816,-0.21916232,0.47547203
0.20599286,0.24986246,-0.03549058,-0.17400907,-0.026335146,-0.62203324,0.49807972,0.22569647,-0.014565632,0.37037104
0.034050316,-0.3141774,-0.1703775,0.017124683,-0.21857771,-0.5629312,0.56084335,0.2972821,0.4156205,-0.0037674308
-0.4359907,0.42086303,-0.062727876,-0.34714296,0.13634661,-0.20262098,0.10257043,0.16556895,0.40860593,0.5268893
0.32078266,0.20571321,-0.009153962,-0.13136816,-0.1240052,-0.011056036,0.29351112,0.16858323,0.22986656,0.18777438
0.45130283,0.18866062,-0.06632764,0.055502772,-0.16222975,-0.3874029,0.17295763,-0.04797913,0.0008999109,0.3431766
-0.15160464,0.3604011,-0.46592128,-0.059805647,-0.28140402,0.0046536326,0.4098879,0.20302212,0.011964232,0.45790672
-0.030008305,0.15657255,-0.27454498,0.06953019,-0.06926116,-0.40015674,0.3956009,0.34270558,0.6319777,-0.044059142
-0.12992162,-0.34025472,-0.08350037,0.09322438,0.19977829,-0.45808172,0.35560787,-0.15846515,0.14296333,0.13688895
-0.25969136,0.2873083,-0.35131457,0.19163454,-0.028301444,-0.6019692,0.22273833,0.030645087,0.08547653,0.46022445
-0.17605625,-0.49177298,0.05610855,-0.11570735,-0.031207092,-0.24687655,0.15796393,0.16043413,0.126482,-0.02014479
-0.4203514,0.4658262,0.17470497,-0.05155153,-0.2705475,-0.6690818,0.43320024,0.13838784,-0.23533773,0.11119211
-0.18392636,-0.07122915,0.022613205,-0.368417,-0.39930376,0.14181262,0.22570215,-0.18399486,0.34207162,0.2813872
0.020606982,-0.030332126,-0.044028163,-0.6355185,0.25394046,-0.5159862,0.4450945,0.11298996,0.42282194,-0.023890615
-0.055905905,0.0054441467,-0.064109065,0.09228565,0.06886976,-0.321272,-0.064606726,0.30259585,0.3489794,0.34360573
0.044370804,-0.0056029856,-0.12509121,-0.48948506,-0.29793143,-0.097720236,-0.024126232,0.25028557,0.46465632,0.27433038
0.2601525,-0.06635005,0.115220904,-0.08175741,0.09795918,-0.14058685,0.662727,0.38616854,0.41444153,0.119503096
0.26775783,-0.2321783,0.22847623,-0.28407645,0.42897356,-0.50877327,0.06477901,0.2530562,0.098108694,0.032611758
-0.00037385896,-0.34258056,-0.016106874,-0.14549948,-0.11500669,-0.6004395,0.24971183,0.38347024,0.020881325,0.35662848
