parameter_1,parameter_2,parameter_3
2.0779235,0.15402268,-1.2805115
2.0233352,0.22027686,-1.2317665
0.77517456,1.5452623,-1.3620906
0.52024347,0.5324806,-0.71959925
2.9356267,0.5369043,-1.6440164
2.9484763,1.3704419,-2.1615973
1.975014,0.08368985,-1.2346293
0.31669158,0.19586605,-0.43613935
0.93455935,2.8339107,-2.115153
1.4126714,0.49965876,-1.2233075
2.3823938,1.0141621,-2.0214975
1.4588934,2.000007,-1.882144
1.8907244,0.6710703,-1.3900706
1.3577526,1.582804,-1.8025525
2.934192,0.65074354,-1.8127645
2.574256,2.0042307,-2.4683084
1.064529,2.3038423,-1.9741204
1.6345749,2.0249126,-2.1368484
2.0230248,0.050031375,-1.1675104
0.9586098,0.81304103,-1.1342297
0.8839143,1.4259577,-1.3476844
2.501276,1.3628994,-1.9011178
1.4509398,0.33336845,-1.1218296
0.5332508,1.5266685,-1.2878078
1.7376056,0.47253206,-1.2368673
1.38925,1.2261542,-1.6472085
1.9827123,1.8212245,-2.1298046
1.9966743,2.1443655,-2.3480492
0.11546686,2.9012368,-1.9349754
1.2880359,0.16358213,-0.7272497
2.9372458,1.999384,-2.434297
1.8589319,2.9984796,-2.6561248
0.6322205,0.23658925,-0.72126424
2.2085345,2.0224948,-2.2331994
1.7935995,2.5244133,-2.3823848
1.1871413,0.08557494,-0.6774517
2.915743,1.146215,-2.0450888
0.6807314,2.7490366,-2.1708114
2.311236,2.605646,-2.6415224
1.4864935,2.1054342,-2.0291667
0.6596819,0.6332452,-0.7836478
2.141164,2.6541543,-2.770667
0.8714406,0.2093672,-0.8892532
1.2826372,1.1304779,-1.3701419
2.3854535,0.46732667,-1.3831451
1.6490246,2.821796,-2.7098348
0.36566234,1.8113524,-1.3016715
2.1912003,0.62241215,-1.5277326
1.5814573,2.7317863,-2.4599955
1.5189185,2.645533,-2.3329465
1.7540126,0.01426021,-1.107596
2.9673164,1.2241132,-2.2500074
1.8480532,0.3050477,-1.0949634
2.3800867,0.2202754,-1.3747284
2.9885101,0.3612219,-1.7550179
2.9225094,2.2468383,-2.79081
1.932069,0.6781674,-1.260335
2.883914,1.805874,-2.7124665
1.8174794,2.9980624,-2.5413756
1.4865491,2.8020105,-2.8164499
2.6837182,1.497521,-2.3561418
2.875236,2.6432102,-2.9792693
1.736462,2.532949,-2.4235346
1.5636159,2.4352307,-2.0012705
2.5575957,1.3517913,-2.1068552
1.4135172,1.6383879,-1.7346673
0.9843574,1.4248004,-1.5183744
1.5840377,1.4469988,-1.7081023
1.1350229,2.426706,-2.101458
1.6437666,0.24585223,-1.0256228
2.8574872,0.6198327,-1.9658802
2.7829576,0.64925814,-1.5269521
1.0479077,0.66192496,-1.0791513
2.3069077,0.042770494,-1.208887
1.9751827,2.310174,-2.371309
2.0427144,0.55059725,-1.3639344
1.7506453,2.6634932,-2.3637993
1.4047679,0.7737707,-1.1971802
