parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
-0.5082554,0.400983,1.3880006,1.8967222,1.6507325,0.65562433,0.39081094,-0.009520062,-0.8716073,-1.2880942
-0.4558496,0.6927379,1.7126629,2.1760957,1.9627799,0.7793742,0.3518172,-1.0301297,-1.0135759,-1.5157644
-0.37242573,0.09305589,1.1033542,1.9276772,1.7027835,0.701377,0.065581426,0.14407256,-0.79051566,-1.2314763
0.33995906,0.7830384,1.2699955,1.3132472,1.5244449,0.54803467,0.5124754,0.12354426,-0.9078822,-1.1908709
-0.7294022,0.12609819,1.7656057,1.7243797,1.9967613,0.80630976,0.4665837,-0.07338104,-0.9300442,-1.0712888
-0.6957085,1.2011048,1.5346426,1.7708514,1.476791,0.27733117,-0.053504173,-0.5945543,-0.7491451,-1.450451
-0.72207636,0.7056288,1.2962419,2.5875187,2.3559165,0.75882435,1.0795507,-0.445609,-1.3162378,-1.2699249
-0.19963849,0.7597229,1.7968125,2.8233273,2.136918,0.6677116,0.49911228,-0.12374557,-1.1535399,-1.6189239
-0.5083495,0.31577006,1.5094314,1.7015893,1.5419328,0.3729844,0.3133587,0.2418672,-1.0325551,-1.726353
-0.79496044,0.20056109,1.4294635,1.8248479,2.0653932,0.6205255,0.4032386,-0.1866389,-0.80134034,-1.4471798
-0.2743527,0.45647478,1.5538177,1.9537935,1.604061,0.9482202,0.14197429,0.07361438,-1.0964545,-0.97308874
-0.37506393,0.5626403,1.941074,2.1024811,1.5012894,0.48084676,0.5650464,-0.1555594,-1.0057783,-1.1101962
-0.07852513,0.32676095,1.6642725,2.0143447,1.811169,1.150563,0.7224832,-0.010222805,-0.78459716,-1.3113275
-0.4123875,0.77742237,1.6352719,2.0390007,2.015656,1.0980196,0.7629224,-0.4073496,-1.0234368,-1.3868577
-0.65236485,0.40950882,1.1090635,1.4421983,1.3895516,0.71762973,0.63088304,-0.114103526,-0.61743075,-0.7295542
-0.5024527,0.7039303,1.2643057,1.9281545,1.9856241,0.88022214,0.4966218,-0.32106438,-0.48045984,-0.7280718
-0.33755276,0.6619528,1.5628314,1.4444947,1.1537218,0.69526905,0.47105917,-0.29690304,-0.898498,-0.71731853
-0.3319238,-0.15529801,2.2005367,1.8774141,1.7896001,0.77516544,0.74119604,0.2085211,-0.9027839,-1.3126462
-0.44148013,0.8510346,1.4229054,1.0140702,1.4315361,0.16456456,0.53243524,-0.36028606,-1.0640308,-0.86783653
-0.36615685,0.427428,1.2503638,1.3231302,1.3792557,0.6548264,0.56393284,0.35882974,-0.56251377,-1.2163597
-0.6420912,0.63933736,1.5825416,1.6121382,2.083015,0.9633296,0.1875376,0.40399447,-1.1091868,-1.5088463
0.059120856,0.77054787,1.4645859,1.551389,1.1746478,0.9025847,0.6894365,-0.2799526,-1.21321,-0.76572734
-0.5369542,0.47214165,1.2037941,1.5493942,1.586903,0.42838928,0.7430236,0.03241431,-0.8571987,-1.2039098
-0.32881472,0.6591495,1.948118,2.0117185,1.7827549,0.8596147,0.8029574,-0.13478754,-1.0045644,-0.96423703
-0.36478165,0.8962846,1.5848297,1.0163584,1.4711164,0.5172718,-0.16624892,0.024395756,-0.39400306,-0.60812515
-0.78651214,0.59908193,1.2947856,1.5666983,1.7199463,0.22632349,0.17492388,-0.18414599,-1.4080284,-0.9072642
-0.14312217,0.48319307,1.2261578,1.8638767,1.3101636,0.14208691,0.4409362,-0.20226768,-1.2526852,-0.89302605
-0.47080964,0.23745798,0.84783787,1.445617,1.259361,0.488394,0.29897276,0.16810912,-0.7301351,-0.9523589
-0.5518815,0.30909652,1.1924955,1.6231081,1.4260858,0.8989388,0.34183937,-0.10274732,-0.96025324,-0.46993092
-0.28020686,0.8080778,1.2036633,1.0228783,0.8502041,0.4315503,-0.028778099,-0.37744927,-0.89317274,-0.8629025
0.20730577,0.3363661,0.9854772,1.2083762,1.4045124,0.41700098,0.56004053,0.36276484,-0.45542648,-0.90666115
-0.17239611,0.399129,1.2139316,1.259049,1.0230182,0.6446688,0.91471064,-0.18146873,-0.9015531,-1.3670516
-0.5491317,0.5441684,1.4827682,1.5645994,1.3329407,0.32560483,0.33829787,-0.65189606,-0.9740884,-0.99332964
-0.305575,0.59461683,1.4867082,1.5970751,1.3817976,0.26687497,0.3632953,-0.07955627,-1.1494539,-1.0124047
-0.059637178,0.50238633,1.903984,1.9031436,1.6703502,1.3142434,0.8299463,-0.19621266,-1.3604071,-1.2785316
0.27154315,0.7091892,1.8691176,2.1195958,1.9465278,0.45751527,0.5833035,0.34015465,-0.41129223,-1.0375291
-0.5011311,0.8579874,1.3432958,1.3607763,1.6699368,0.68634385,0.119976126,-0.3985928,-0.7753779,-1.135678
-0.7329577,0.24704468,1.4139569,1.9286253,1.6740904,0.9114874,0.49145547,-0.06580935,-1.1271671,-0.98617727
-0.3107497,0.10562973,1.723566,1.7300953,1.3312618,0.82500297,0.039036717,-0.35963124,-0.7610535,-0.91583693
-0.38091046,0.669506,1.130687,1.7562265,1.8287266,0.59116507,-0.197959,-0.45572335,-0.5824842,-1.1497368
-0.26148474,0.6209336,2.02938,2.2585628,1.6354607,1.0454302,0.6963537,-0.056668032,-1.4290992,-1.4121614
-0.59373814,0.34031755,1.1068196,1.2349951,1.383097,0.3383157,0.708592,-0.2142936,-0.78478104,-0.76293
0.1600702,0.8638797,1.7530569,1.8823475,2.2280774,0.7568559,0.03347783,-0.30333766,-1.1074531,-0.98706156
0.03272411,0.7037215,2.453217,2.5349526,1.7012697,0.65826106,0.8007982,-0.4587649,-1.268793,-1.8295289
-0.116680555,0.28411204,1.063712,1.4774705,1.504985,0.9205842,0.15726882,0.16829948,-0.5344718,-1.0773041
-0.5700751,0.5390447,1.3332976,1.5884014,1.7833378,0.7911385,0.7200214,-0.12023098,-1.3369348,-1.4187241
-0.7263708,0.4713993,1.775334,1.9601785,1.5558535,0.59666485,1.0639032,0.5052022,-1.0379947,-0.7583461
-0.4599796,0.56264997,1.4569539,1.9901569,1.6791002,0.49859446,0.39112204,-0.27891096,-0.68471766,-0.8995931
-0.44318494,0.6382781,1.639187,2.0648546,1.8362466,0.69975674,0.724713,-0.43808398,-1.1990519,-1.384905
-0.11258942,0.84596616,2.1866343,1.9846404,1.6700902,0.54073983,0.46844387,-0.12520792,-1.1506037,-1.0969056
-0.20073426,0.7990209,1.4539651,1.3169302,1.4636037,1.0116544,0.48334056,-0.20730935,-0.9509794,-1.1630343
-0.18457913,0.35614395,1.4800181,1.5770546,1.4626832,0.53153855,0.47931594,-0.518348,-0.9121003,-1.2157172
-0.24341427,0.6652373,1.575519,1.7897598,2.1846206,0.64553887,0.44183862,-0.26514447,-1.0764846,-1.3655272
-0.10318344,0.553196,1.6262159,2.301995,1.7526885,0.6945471,0.12741797,-0.32511282,-0.97619873,-0.9792132
-0.25813165,0.9313224,1.8408971,2.2014105,1.780284,0.14668168,-0.14500554,-0.68510675,-1.199926,-1.1323835
-0.16263044,0.205846,1.3409997,1.3188084,0.9831285,0.70880586,0.8193612,-0.28267375,-1.2124043,-0.36129886
-0.62445396,0.15469183,1.5262394,1.3216245,1.3224217,0.68067396,0.92606676,0.06707591,-0.64361125,-0.5337221
-0.042872578,0.54068583,1.6806918,1.9543452,1.8787888,1.1072246,0.9745618,0.14582136,-0.6758966,-1.4697562
-0.65802836,0.28818664,1.5071061,2.3162446,1.6966563,0.75342923,0.72928244,-0.28601602,-1.27388,-1.1781604
-0.76270896,0.44863167,1.3582457,2.0010958,1.5840194,0.70339537,0.17896542,-0.519434,-1.147673,-1.0646883
-0.60585684,0.4752408,1.125959,1.5814486,1.5266471,0.63912123,0.5095726,-0.07631841,-0.7452191,-1.0631139
-0.20634957,0.9409464,1.7620718,1.4734387,1.5946493,0.5042536,0.18444349,-0.39311156,-0.6805152,-0.77890867
-0.1973722,0.6294881,2.0238614,1.9403704,1.5021646,0.9945907,0.37268746,-0.3122354,-0.9445054,-1.0471237
-0.18446244,0.4443612,1.5897285,1.527159,1.5755997,0.35771313,0.28730166,-0.24334805,-1.2117431,-1.2017354
-0.33454862,0.42274868,1.3132993,1.7961626,1.3849373,0.62451994,0.5299044,-0.09398401,-0.9196587,-0.8918086
-0.08238122,0.57220125,1.3938217,1.7794093,1.657766,0.7079835,0.103495896,-0.4039559,-0.3513722,-1.0541335
-0.7677396,0.6622137,1.8618168,1.862006,1.1872314,1.1522865,0.30376056,-0.48165393,-0.16383041,-0.7752284
-0.1323133,0.44452047,1.1380327,1.1273537,1.5819904,0.61177707,0.28837693,-0.38201705,-0.72130215,-1.0921689
-0.3273063,-0.21316768,0.7625127,1.5526383,1.4904182,0.4171565,0.6987094,0.40124562,-0.6102771,-0.9188082
-0.60845566,0.20554289,1.8521699,2.4117513,1.9490805,1.0608894,0.14184241,-0.2756349,-1.3127189,-1.4987389
-0.482017,0.10826195,1.958372,1.9130285,1.6209664,0.5863977,0.5682624,-0.704789,-0.47107747,-0.2769466
-0.4303237,0.6960833,1.6631444,1.7486792,1.3707165,0.6482715,0.10461467,-0.517466,-1.1737756,-1.211127
-0.81984645,0.46250707,1.8006381,1.8186008,1.3823385,0.8492036,0.5040105,-0.33506823,-1.6223559,-1.0694147
-0.3928427,0.2219206,1.4072481,1.7742653,1.5210438,0.73695457,0.31122625,-0.43487516,-1.0840572,-1.0874963
-0.22756188,0.2577734,1.2650491,1.9867463,1.3349324,0.9133807,0.91492033,-0.5279767,-0.96477216,-1.3675392
-0.14199167,0.7309316,1.5253054,1.5810981,1.6589887,0.5471271,0.7914427,-0.40008792,-0.89547193,-1.3619573
-0.30714366,0.97928536,1.8187095,1.9363443,1.7527603,0.44540885,0.5645841,-0.15578042,-0.98532236,-0.87346655
-0.062356807,0.848406,1.6576419,2.1612575,1.6322958,0.66051996,0.35643157,-0.37610903,-1.1254219,-0.9975793
-0.094499126,0.7207973,1.7665163,2.1686468,1.7772219,0.8632455,0.35610086,-0.64137805,-1.1841145,-1.2835019
0.00215373,0.1517805,1.6675153,1.4660331,1.3628626,0.25049394,0.6497159,-0.320945,-0.83055353,-0.8718234
-0.5171247,0.28817958,1.4723088,2.1586041,1.4316045,0.022912623,0.3779882,-0.40817907,-0.5844505,-0.6435206
-0.8554914,0.96026033,2.003515,2.0223184,1.5841136,1.0943844,1.261014,-0.7029257,-1.4539921,-1.0180402
-0.50530237,0.4117354,1.0686291,1.7123429,1.2867823,0.5050909,0.5618139,-0.493072,-1.0818126,-1.1872239
0.09976739,0.33905774,1.3121963,1.8347684,1.9094893,0.97941065,0.45374072,-0.051291656,-0.9927538,-1.0414132
0.09993673,1.135062,1.8633401,1.5212814,1.8006203,0.86110294,0.39955735,0.063789845,-1.1716884,-0.64509255
-0.6512094,1.1008496,1.7075099,1.8676133,1.0969146,0.53628135,-0.19201374,-0.34426457,-1.0196239,-1.9263144
-0.19989787,-0.08453644,1.1378493,1.6806012,1.1055853,0.47852194,0.6330973,-0.14437383,-1.0402727,-0.98383117
-0.7039318,0.50429165,1.6108478,1.6347212,1.2219604,0.51923394,0.092345625,-0.20220292,-0.60394007,-0.66629654
