parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
-0.9260698,-0.2612347,-0.62029666,0.105636336,-0.7106223,-0.2882203,0.95158005,1.7893245,1.0566614,1.1441698
-0.83624816,-0.6682103,-0.8173208,-0.40739167,-0.17205806,-0.04257789,0.8693773,1.4031683,0.99879706,0.91990304
-0.8501576,-0.46791142,-0.34106544,0.38171622,-0.37369224,0.22818439,1.0000519,1.4117402,0.82768035,1.1941221
-0.9352516,-0.01712355,-0.18813267,-0.012612597,-0.21644971,0.20086078,0.24984212,1.0438309,0.63738614,1.059784
-0.48101896,-0.55345535,-0.5924153,0.4050007,-0.14046377,-0.18733701,0.80420077,1.1701944,0.39913103,0.37023717
-0.6470831,-0.6861009,-0.61582637,-0.038596723,0.15030116,0.64956605,1.0828031,1.6878797,1.3809875,0.6863675
-0.9611953,-0.38141626,-0.7411955,0.16181841,0.1969219,0.23012565,0.98781544,1.219389,0.6221046,0.32498267
-0.9511748,-0.02367124,-0.15128556,0.40612856,-0.4079909,-0.8428794,0.57934785,1.0795921,0.48323926,0.9070418
-1.2345649,-0.51999676,-0.5752356,0.33288148,-0.3734718,-0.49948403,0.6933444,1.4464508,0.78668004,0.8403575
-0.28946483,-0.24004321,-0.34207293,0.6134325,-0.41342717,0.24809264,1.1489078,1.3627403,0.77497494,0.85783565
-0.79403484,-0.16933134,-0.37752575,0.03981026,-0.5878484,0.08547568,0.8274037,1.1291939,0.36415014,1.1699302
-0.7492807,-0.21874337,-0.95428175,0.049840987,0.06672047,0.25276616,1.113964,1.099774,0.945302,0.8247836
-0.5016586,-0.91388524,-0.7279078,-0.27681702,-0.5146558,0.24622026,1.1308247,1.6311332,0.8239529,0.69441795
-0.8331906,-0.54173046,-0.2814265,0.02202906,-0.4240874,-0.050590914,0.85521483,1.1957754,0.7103569,0.8967393
-0.6816061,-0.47202358,-1.1195432,0.12524346,-0.13792758,-0.4665517,1.0508486,1.4577526,1.1980995,0.6748614
-0.29617545,-0.5579907,-0.8234397,0.57917756,-0.5829746,0.17020546,0.7063534,1.2152722,0.6929341,0.60751814
-0.96284825,-0.699666,-0.58984274,0.16505706,-0.67241687,-0.47907534,0.60850376,1.0271986,0.75139827,0.42443
-0.9974756,-0.58611447,-0.7583613,0.20144784,0.02409821,0.053479847,1.1465167,1.796001,1.542458,1.407321
-1.0372919,-0.15296416,-0.61123973,0.3915743,-0.33558697,-0.27549767,0.8701738,1.502441,0.5550339,0.6659355
-0.74317557,-0.2920462,-0.5849586,-0.053445455,-0.6556276,-0.16775739,0.43423373,1.0930256,0.99656594,0.86169535
-1.2346091,-0.53735155,-0.83787787,-0.027302502,-0.59726965,-0.38935336,0.81355774,1.3309432,0.8104713,0.24994124
-0.6534405,-0.12990484,-0.2585762,0.00065386004,-0.17876962,0.1267378,0.66796094,0.8650814,0.7775106,1.2302288
-0.19872542,-0.34397584,-0.5182863,0.19190954,-0.6026296,-0.06408276,0.74078405,0.9987917,1.0212653,0.52915555
-0.92188,-0.90398544,-0.46027353,0.41520533,0.12626657,-0.15034461,1.0771831,1.3098505,0.8944332,0.84308916
-0.42179838,-0.42416602,-0.8909279,-0.06724039,0.05555659,0.15811,0.58157307,1.2319868,0.96594673,0.7226702
-0.79403853,-0.07637663,-0.46114525,0.24622971,-0.07245051,-0.13732556,0.8654756,1.1254804,0.45453522,0.23331125
-0.774312,-0.22727509,-0.44495216,0.113669015,-0.13225824,-0.34531787,0.29224235,0.41257206,0.5623623,0.52694064
-0.98958147,-0.45999575,-0.57926023,-0.005813544,-0.5742362,-0.14943153,0.6958768,1.2162753,0.49963608,0.5497409
-0.9595433,0.08561517,-0.48631722,-0.18945126,-0.4772624,-0.032714244,1.1936646,1.0951309,0.94429153,0.6967006
-0.44011283,-0.45268092,-0.8709555,0.112626,-0.085277796,0.25403324,0.8252715,1.0581064,0.7944278,0.5939302
-0.6367758,0.11799723,-0.25215036,0.22690618,-0.63205165,-0.3512338,0.5392833,0.63107115,0.4212924,1.1397593
-0.69892776,-0.55277365,-0.47612056,0.22694142,-0.5197507,0.07167216,0.93653864,0.9506993,0.5011834,0.39156616
-1.1166959,-0.5546418,-1.0638046,-0.32601795,-0.66797674,-0.30790985,0.59863377,1.1651069,0.597955,0.6225419
-0.42312348,-0.41280156,-0.9158741,0.033632677,-0.17559335,0.26351032,0.70581025,1.3256158,0.9299444,0.6395278
-0.8479259,-0.653993,-0.86855495,-0.2656565,0.15675569,0.29468718,0.6423946,1.6727929,0.59679633,0.8187036
-0.54730195,-0.1893518,-0.29089105,-0.003620171,-0.20823704,-0.06499315,0.86886597,0.70693105,0.981131,0.8826974
-1.3814433,-0.6896724,-1.3923646,-0.19383854,-0.21467856,0.008907771,0.982303,1.2884858,0.96373147,0.70403844
-1.34267,-0.63512486,-0.7617517,0.34579498,-0.20770721,0.54626864,1.4175162,1.657983,1.4610627,1.6057392
-0.66900456,-0.4370459,-0.96227956,0.20615801,-0.07578888,-0.15993993,0.7721344,1.0844084,0.74127597,0.5074531
-0.77358264,-0.11599919,-0.45334837,-0.35059538,-0.47880247,0.022463806,1.1348915,1.3739005,0.66893464,1.3536407
-0.55623883,-0.7268776,-0.5761682,-0.03862851,-0.6469238,0.0351236,0.5766953,0.96468097,0.9091785,0.9016807
-0.5557369,-0.39333865,-0.85456693,-0.3913453,-0.058416568,-0.10943995,0.6044119,1.1483189,0.59208614,0.41540188
-0.6154309,0.24172267,-0.40408996,0.12387334,0.14098984,0.21046302,0.83086145,1.2248524,0.9984186,0.56491727
-0.747755,-0.18557175,-0.5956939,-0.3287523,-0.45156613,0.25446314,0.47336254,1.2542548,0.83718926,0.68606967
-1.7712674,-0.6275205,-0.88709766,-0.039844517,-0.3535148,0.1417345,1.5212046,1.7736717,0.98045385,0.6012153
-0.30414295,-0.24611227,-0.6497474,0.35444003,-0.52381843,-0.1349175,0.66091263,0.8291975,0.71757126,0.5488397
-0.8527516,-0.7255838,-0.5104019,0.075191595,-0.63634646,-0.47643125,0.8257737,1.0107912,0.9621051,0.88232017
-0.5548287,-0.06572881,-0.6960818,0.27813986,-0.15501024,0.27883613,0.49009293,0.72138983,0.4693663,0.58682
-0.8460048,-0.20404908,-0.47512922,-0.16180752,-0.4004527,-0.029755287,0.8759611,1.3823603,0.86637634,0.7469794
-0.66370857,-0.48146948,-0.7617073,-0.17249875,-0.4753564,0.13270341,0.6370607,1.05223,1.051702,0.82348245
-0.51561373,-0.4382105,-0.34919325,0.33894756,-0.105200574,0.0074418895,0.9468731,0.86336076,0.26252615,0.7163746
-0.42012903,-0.2640928,-0.7493904,-0.08783194,-0.39136294,0.5063131,1.238388,1.1105233,0.35378802,0.40252504
