$\alpha$,$\beta$,$\gamma$,$\delta$
0.8412959,0.088435456,0.57018834,0.020162186
0.83808535,0.09203867,0.564759,0.02089666
0.8667504,0.09419375,0.55595946,0.019243296
0.8429788,0.092331514,0.5624692,0.020782165
0.8748714,0.10388135,0.54144204,0.01952636
0.8250333,0.09089948,0.5688486,0.021695554
0.80347407,0.088026755,0.57315767,0.02267049
0.85003704,0.09482665,0.55603033,0.020497035
0.8479794,0.09179861,0.56094146,0.020165816
0.8832027,0.101373576,0.54391325,0.018558439
0.85131407,0.09494567,0.5550198,0.020416595
0.8464638,0.09408745,0.5632014,0.020661278
0.8187898,0.09235505,0.5619295,0.02203319
0.8653436,0.09697045,0.55099857,0.019789215
0.87593687,0.09720299,0.5504666,0.019060086
0.8108104,0.082466215,0.5853263,0.022328086
0.8868138,0.10415753,0.5381344,0.018804653
0.8514342,0.10381314,0.54673696,0.02030426
0.83084756,0.09040868,0.56609434,0.021212494
0.8640881,0.093607865,0.5602497,0.019796394
0.8354624,0.08726032,0.5644115,0.021262176
0.84365976,0.08748573,0.57221377,0.020167695
0.82617325,0.08529159,0.5767623,0.020904971
0.8405337,0.08731721,0.5721005,0.020375056
0.8807632,0.09904606,0.55165374,0.018792821
0.82605237,0.090210274,0.56627065,0.02110614
0.8480319,0.08884703,0.56573063,0.020573584
0.80093664,0.09104009,0.5717377,0.022195047
0.8477091,0.092199065,0.5657461,0.019908546
0.85595053,0.09267298,0.56234944,0.020097706
0.84600073,0.09680986,0.55346763,0.019979443
0.77030677,0.079009116,0.5964881,0.023452409
0.87057036,0.08981764,0.5667417,0.018417098
0.8484456,0.096813805,0.5567936,0.019848758
0.8622659,0.09635475,0.54652935,0.020163134
0.8298755,0.0871909,0.57144517,0.0205894
0.8399272,0.093015134,0.5583298,0.021034325
0.8435061,0.09447144,0.55497736,0.020801434
0.8472234,0.08979606,0.5634466,0.020664575
0.8350505,0.09329144,0.56032157,0.021470366
0.8556999,0.10104637,0.550315,0.019781942
0.8249432,0.09322447,0.5577036,0.021351589
0.85033053,0.10418743,0.53827316,0.020079857
0.84858125,0.09354651,0.5614641,0.020367917
0.85044885,0.09911147,0.5511754,0.020373153
0.8300398,0.09322249,0.5595667,0.021235619
0.8450805,0.09431105,0.5613536,0.02055119
0.85251915,0.08878688,0.56566226,0.020305777
0.8508357,0.09653581,0.55125606,0.020210603
0.852135,0.0999578,0.55125,0.020396112
0.8129013,0.08419254,0.5838234,0.021601388
0.87922716,0.08825495,0.56680214,0.019595146
0.8388074,0.08756148,0.5748167,0.020110995
0.7977596,0.08861418,0.57441425,0.022932714
0.8693259,0.091293074,0.5608396,0.019580571
0.8565647,0.092459016,0.55960166,0.020621765
0.8528045,0.09407765,0.55988884,0.020413138
0.82128507,0.09339504,0.569379,0.021711605
0.84381026,0.09829902,0.5507719,0.02063438
0.86583865,0.093488805,0.56219953,0.019518435
0.83203804,0.08993095,0.5679999,0.021036606
0.82869166,0.088018,0.5675062,0.021083152
0.84416646,0.091429584,0.562605,0.02018317
0.82089454,0.084413275,0.5835292,0.02107814
0.8241534,0.086519904,0.5753088,0.021398092
0.8092503,0.084461644,0.5809936,0.022228824
0.8306172,0.095217265,0.5617987,0.021337807
0.84128267,0.09240298,0.5584216,0.02073791
0.8238485,0.09003646,0.5666641,0.021648807
0.82784086,0.09227969,0.5642284,0.021715302
0.82189983,0.093453616,0.56975406,0.021548655
0.842755,0.0877456,0.5656007,0.020778969
