parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
0.37574363,-0.25613484,-0.73409855,0.55383784,-0.58811903,0.63771105,-0.17126942,-0.7313256,0.4755938,0.55589306
0.63655883,-0.8335608,-0.6018931,0.72711635,-0.6416832,-0.077272296,-0.37328872,-0.27801666,0.67961526,0.7492033
0.35446024,-0.2529244,-0.6190899,0.9764394,-0.6342975,0.9360022,0.21691118,-0.89288247,0.51339424,0.85899436
0.5645793,-0.5907495,-0.48776928,0.675073,-0.4656358,0.5492687,0.0908274,-0.54430854,0.7865238,0.9961189
0.51519984,-0.82322556,-0.31705728,0.8764989,-0.95157987,0.34910083,0.2179919,-0.35192275,0.59342456,0.55024654
0.09514874,0.1488666,-0.9425223,0.44134697,-0.41960078,0.4715346,0.0906057,-0.5806978,0.49600402,0.82866424
0.35211015,-0.6782151,-0.45983884,0.88919175,-0.70387316,0.1667423,-0.1719911,-0.81015295,0.55487037,0.5510013
-0.18322298,-0.4760676,-0.43682295,0.8870925,-0.7415514,0.2811859,-0.3312137,-0.72668695,0.6317272,0.24932086
0.20101888,-0.32177827,-0.842204,0.688963,-0.79932845,0.8347927,0.62965095,-0.19342935,0.9871323,0.19194189
0.44371668,-0.98060393,-0.6540904,0.83228636,-0.632325,0.45789292,0.3637773,-0.8336168,0.69473946,0.5830945
0.20908476,-0.7713717,-0.7794033,0.71555495,-0.4605989,0.04499215,-0.5537826,-0.7716034,0.6151197,0.55060834
0.14840345,-0.52628237,-0.85264397,0.65257883,-0.66718924,0.60251004,-0.089330055,-0.22480384,0.6339498,0.33328387
0.21166189,-0.18758711,-0.5918077,0.95594615,-0.36690325,0.50155723,-0.47803974,-0.36966497,0.8149805,0.7840466
0.20120174,-0.46897954,-0.8159294,0.76644194,-0.9055165,0.8206383,0.066002436,-0.78380656,0.79841673,0.40972143
0.6020863,-0.9522102,-0.57632864,0.6187471,-0.3840235,-0.106666386,0.4463297,-0.3242303,0.19471854,0.98783445
0.16886899,-0.4627336,-0.096406996,0.6974545,-0.80599713,0.18391636,0.23859523,-0.08125985,0.44474453,0.7132384
0.5441538,-0.45468432,-0.7454475,0.87332165,-0.738185,0.3544604,0.34249973,-0.76374054,0.6241105,0.40313607
0.36347327,-0.50550264,-0.9677042,0.13284671,-0.6095168,0.08845121,0.11938737,-0.42580223,0.2660603,0.5364783
0.83846366,-0.18401098,-0.6723975,0.72142667,-0.7898329,-0.24481606,0.26208696,-0.98383486,0.6928405,0.8058488
0.009701312,-0.6527827,-0.74067605,0.4191068,-0.73309153,0.9592842,-0.38547674,-0.44371295,0.1060971,0.7796235
0.40752757,-0.9303011,-0.8115885,0.9816699,-0.9598605,0.8490362,-0.04917722,-0.58434206,-0.10136002,0.13802925
-0.026333362,-0.5709736,-0.88977253,0.8996986,-0.75994176,0.4841199,-0.016751619,-0.6743949,0.59957904,0.5862935
0.46812508,-0.53040123,-0.50290716,0.78842264,-0.8826916,0.4301122,-0.89247096,-0.56186897,0.67489076,0.9215263
0.21580999,-0.53181857,-0.94201255,0.8666448,-0.81095326,0.7657728,-0.045756973,-0.24805498,0.90494066,0.11744675
