parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
0.6913973,0.6040311,-0.85458183,0.64630777,-0.58528614,0.17366675,0.44344392,0.354213,0.3452884,-0.6468281
0.6089226,0.83991444,-0.9326372,0.71426713,-0.39966637,0.7135279,0.33422965,0.6376735,0.53263736,-0.12824263
0.71979314,0.82233876,-0.81167156,0.7210775,-0.14417171,-0.052030176,0.5514544,0.52001435,0.6868214,-0.23934923
0.9277899,0.41519845,-0.80451846,0.42150098,-0.56872225,0.5918831,-0.16420078,0.34066737,0.29449582,0.14820948
0.54962736,0.62449366,-0.80936015,0.3031777,-0.32689595,0.55600893,0.20451203,0.48145175,0.1427628,-0.51037955
0.9040104,0.76336205,-0.9162391,0.117991656,-0.2824078,0.20430094,-0.23693162,0.5704167,0.13020736,-0.10911751
0.72324777,0.8059366,-0.90898633,0.8014338,0.047751606,0.06510395,-0.11858548,0.28580445,0.3702528,-0.33823842
0.730981,0.8963514,-0.50236803,0.510491,-0.859777,0.2606036,0.30306792,0.8024868,0.5387693,-0.35278636
0.8500394,0.80043703,-0.45196605,0.6859992,-0.46430016,0.6208143,-0.26686338,0.5128164,0.55689025,-0.31247613
0.54548544,0.6962095,-0.69228363,0.6539422,-0.84911335,0.7749566,0.9676854,0.27440783,0.049491048,0.041643664
0.9428532,0.50484633,-0.615839,0.61638206,-0.85486543,0.46115926,0.24101484,0.6540492,0.27752692,0.007208124
0.89940006,0.92537695,-0.88105935,0.39425194,-0.99338543,0.7079915,0.674047,0.48292765,0.2441213,-0.24659352
0.90020084,0.70737934,-0.668845,0.82082164,-0.55308807,0.84199214,0.65830076,0.93955904,0.06447181,-0.73285097
0.88351953,0.751282,-0.598645,0.011659026,-0.4638039,0.50909436,-0.030112132,0.39618874,0.33731043,-0.13773471
0.7828705,0.43231952,-0.8287912,0.91925895,-0.60864794,0.40184262,0.21306136,-0.01487416,-0.64793885,-0.41938564
0.33375943,0.9430548,-0.024020135,0.6072412,-0.9270727,0.47278282,0.21753046,-0.21477878,0.14995122,-0.28136992
0.9081952,0.42045355,-0.9474926,0.6753476,-0.98932594,-0.037807554,0.41219744,0.41071138,-0.116389945,0.54926914
0.7583437,0.6879474,-0.7674587,0.877022,-0.38167298,0.03348878,-0.12653066,0.2847162,-0.21307038,-0.071586505
0.7084063,0.35563734,-0.6321305,0.12557152,-0.35507286,0.6416812,0.0833143,0.35329422,-0.25614685,0.067499876
0.76454175,0.4773254,-0.42848286,0.16907677,-0.53902173,0.57592267,0.5812061,0.22031265,0.014267132,-0.4106036
0.8301821,0.82528365,-0.7067048,0.32978913,-0.58736783,0.034180105,0.18621276,0.3041469,0.48124516,-0.6096407
0.50716776,0.4953195,-0.5921011,0.8876265,-0.2017993,0.5030743,-0.6267251,0.9248498,0.0933522,0.27380708
0.8349173,0.7337999,-0.8074807,0.4385053,-0.32099622,0.61638236,0.0022720024,-0.08536464,0.34363025,-0.26038313
0.9698763,0.8815322,-0.8587774,0.99094296,0.020329297,-0.076907486,0.3321786,0.54412687,-0.061937287,0.31101245
0.9330895,0.7944516,-0.45947742,0.7067312,-0.55985737,0.6938037,0.17842785,0.7503356,0.035959184,0.485255
0.7375933,0.8933937,-0.47507995,0.5823083,-0.94811296,0.10872689,0.3022071,0.49082494,-0.15013416,0.39558238
0.7083022,0.9120411,-0.78738487,0.73295325,-0.46865904,0.6516627,-0.3271403,0.19104904,0.18342355,-0.12920536
0.61678946,0.59393644,0.22368932,-0.002407372,-0.4831084,0.6142016,-0.26535618,0.88197505,-0.17523994,-0.7926593
0.51884955,0.84077835,-0.70526075,0.93396413,-0.056427836,-0.13155356,0.5350765,0.4337626,0.09916338,0.034037426
0.41627312,0.7626743,-0.5260175,0.938948,-0.037035972,0.80632865,0.30802765,0.7374556,-0.24717529,0.037815616
0.6904335,0.18423253,-0.6619992,0.42094794,-0.57452524,0.4103665,0.39179763,0.32584283,0.011200979,0.280679
0.949367,0.7808143,-0.7214411,0.8550898,-0.20366076,0.7923315,-0.034088984,0.5297805,0.242408,-0.07645366
0.9359707,0.8597589,-0.29246858,0.457393,-0.8907579,-0.27122876,0.6219292,-0.0063159764,-0.018556923,0.10799357
0.1282273,0.57381266,-0.69644904,0.42561597,-0.25093493,0.66353154,-0.44931698,0.59462667,0.73799515,-0.55694485
0.6407828,0.5244268,-0.6196129,0.92769396,-0.030055821,0.20140085,0.29865548,0.42052686,0.30929706,-0.48142108
0.9810576,0.84068674,-0.109921694,0.45866394,-0.84300923,0.24372517,0.4190704,0.6588607,0.78884673,-0.055334844
0.9925827,0.9718199,-0.82729805,0.19417414,-0.6046821,0.26393917,-0.05269426,0.9982491,-0.24114825,-0.36507958
0.54529905,0.9637078,-0.9769901,0.7485513,-0.4268218,0.5819479,0.42338815,0.25715902,0.022533953,0.029303163
0.3017583,0.4755878,-0.9375499,0.29051605,-0.052555293,0.94527143,0.08324231,0.7077278,-0.27691942,-0.13057494
0.9525192,0.89589465,-0.32785776,0.34267843,0.009646773,0.5077822,-0.20582789,0.4554655,-0.41949654,-0.21351388
0.97315526,0.82026476,-0.7983242,0.14265221,-0.3915806,0.3918081,0.62124634,0.5384942,-0.20781101,-0.5066129
0.13068056,0.84206086,-0.45289347,0.5779568,-0.6415169,0.83323365,-0.120439336,0.023084521,0.010240018,-0.38316894
0.73260397,0.70686775,-0.5275534,0.55492127,-0.25024614,0.7045388,-0.064860344,0.36469144,0.35264844,0.15699124
0.9548349,0.9565578,-0.51366,0.26201865,-0.3412049,0.09887162,-0.03108947,0.13188791,0.7188272,-0.311725
0.62563777,0.85173464,-0.5506139,0.54101926,-0.29099712,0.17842403,-0.18044809,0.49243993,0.5484152,-0.17490083
0.8699541,0.9076926,-0.7182747,0.41960755,-0.7370608,0.37162435,0.47208175,0.5537958,-0.25402242,-0.44038162
0.8932801,0.5190097,-0.6790704,0.76538223,-0.2451506,0.7113525,-0.041249663,0.36375564,-0.13154735,-0.41655666
0.82964563,0.8348156,-0.85229987,0.33702374,-0.41333136,0.59101284,0.03483533,0.35649174,0.61434513,-0.6604583
0.7867371,0.49075103,-0.7410527,0.70578814,-0.9620161,0.077696204,-0.35738236,0.77677715,0.35551843,0.17490411
0.66607094,0.71829057,-0.57770014,0.636096,-0.5855758,0.3681843,0.12096135,0.9155653,0.46331763,0.38589144
0.58331645,0.6818837,-0.58212954,0.8266437,-0.5462446,0.14535224,0.22509108,0.04635647,-0.34244043,0.13772434
0.7244324,0.26995778,-0.44096214,0.8275205,0.14786226,0.9319108,0.5877382,0.48992053,-0.21640526,-0.10413814
0.6998681,0.3922576,-0.32733253,0.48278794,-0.07614684,0.26472855,0.31893498,0.28512,0.53193897,0.23535356
0.82245773,0.283227,-0.7865408,0.24335963,-0.66964924,0.35356247,-0.11947301,0.92804277,-0.09583388,0.7379023
0.6774723,0.84275794,-0.888175,0.77049893,-0.7167339,0.30245334,-0.14741415,-0.14537847,0.11634908,-0.3395017
0.76131976,0.8839016,-0.22371644,0.38645795,-0.80976015,0.2934739,0.94614285,0.5258491,0.56440496,-0.12693179
0.8064264,0.24427283,-0.3072655,0.30846938,-0.64108783,0.34126905,0.060346756,-0.086547375,0.6022707,0.24065676
0.49422824,0.9112667,-0.8423908,-0.05726683,-0.5421059,0.43696815,0.1828139,0.5734028,-0.12579338,-0.1779018
0.80256426,0.97627145,-0.76310873,0.8608977,-0.5585106,0.46773028,0.045263328,0.06046316,0.36284122,-0.05170896
0.8348662,0.26508427,-0.574213,0.8498628,-0.36747485,0.5799552,0.670253,0.74848795,0.35303825,-0.261146
0.8635038,0.59992665,-0.57228655,0.8818562,-0.7523605,0.9014385,0.24459565,0.057560056,0.3219309,0.8885383
0.8764066,0.7718049,-0.9327223,0.2321943,-0.7647232,0.6632494,0.22579461,0.7916163,-0.27167737,-0.3271522
0.9088074,0.5129025,-0.46724868,0.5435489,-0.17784745,-0.0190745,0.08540537,0.628678,0.3215412,-0.08857763
0.42566383,0.93475485,-0.44265312,0.7445056,-0.5573788,0.39726305,0.87001634,0.31095967,0.38743186,-0.107218295
0.6833531,0.76634943,0.08998436,0.76326793,-0.5331678,0.19381937,-0.40563822,0.45210373,0.3720566,-0.060569584
0.54154074,0.7748284,-0.99728245,0.31423068,-0.031093538,0.6104219,0.16878504,0.20601648,-0.12569456,-0.7259642
0.4962276,0.5528237,-0.88253087,0.8289293,-0.61593354,0.31239682,-0.2794439,0.349858,0.36122575,-0.51924527
0.6276462,0.37669978,-0.872329,0.24932557,-0.9663675,0.6385175,-0.35034782,0.2692723,0.333067,-0.12032439
