parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
2.7729254,-1.4843401,-2.2435904,-1.6772964,0.38995293,1.4560189,1.9542123,0.914819,-0.13792251,-1.4724498
3.3113465,-1.5282203,-2.6828637,-1.6618445,-0.48821044,2.249235,2.5746236,1.1538488,-0.42779118,-0.9764062
2.1953893,-1.3023903,-1.7031087,-1.3878343,-0.26242253,1.1448172,1.5865285,1.2434508,-0.79496944,-1.3758738
2.3531408,-1.0376956,-1.9711124,-1.1863968,-0.4508497,0.84667796,1.5763462,0.95875555,-0.2569841,-1.2102786
3.2681856,-1.4795793,-2.850245,-1.5648085,-0.44219956,1.2017217,2.0366573,1.1454198,-0.22734532,-1.2942269
2.033964,-0.72788054,-2.1587799,-1.5253037,-0.6097006,1.6215729,1.6645801,0.91676986,-0.4019494,-1.6526178
2.9558697,-1.2859107,-2.2267635,-0.99330217,-0.12404529,1.3011961,1.6152649,0.67332596,-0.7823925,-1.8057644
2.1078854,-0.95764357,-1.7150272,-0.9015632,-0.49776787,0.78517383,1.2256233,0.76340413,-0.65462464,-1.1478963
2.8795009,-1.0335449,-2.7098572,-1.9999528,-0.29192534,1.75983,2.0416317,0.8256694,-0.31971624,-1.1200718
2.8138096,-1.3018968,-2.4817736,-2.029942,-0.47829702,1.3102031,1.8422614,0.7155177,-0.8743511,-1.705927
2.252211,-1.3127714,-2.186341,-1.2346896,-0.112219706,1.4392943,1.1513861,0.8574536,-0.6997124,-1.6566579
2.3721962,-1.5129477,-3.4110076,-1.8685262,0.36745864,2.074493,2.339495,0.52239585,-0.25294137,-1.6155359
3.105511,-1.2254913,-2.3502827,-1.2268944,0.056133315,1.834632,1.8119557,1.3113058,-0.027711496,-1.3229791
2.6304033,-1.337456,-2.3912375,-1.7549173,-0.8514114,1.2026674,1.4732902,1.2293102,-0.2841995,-1.3001734
3.102226,-2.2589412,-2.8451135,-1.8943725,0.4242881,1.7463855,2.9130888,0.8670451,-1.3465617,-2.126762
2.3077292,-1.6369052,-3.1567538,-2.2947443,-0.8153474,1.9752408,2.3638246,0.99086434,-0.5918939,-1.7294399
3.1593204,-1.6788567,-1.7439452,-1.3028128,-0.66816133,1.4666995,1.8020197,0.5697291,-1.1612073,-1.89953
1.7267009,-0.37444612,-1.0424238,-0.6181838,0.047259696,1.160813,1.186798,0.74097687,-0.622122,-1.3803471
2.4604914,-1.2179165,-2.2703435,-1.5274073,-0.10700121,1.499459,1.823409,0.5156688,-0.8172279,-1.2898366
1.4958985,-1.2387986,-1.8089906,-1.0070158,-0.2168528,1.3667892,1.6023855,0.70843476,-0.27468652,-1.1273804
2.1688619,-0.78970474,-1.6971574,-1.3288515,0.12635884,1.5427777,1.4115716,0.5537714,-0.4975252,-1.4437635
1.8377655,-1.3641431,-1.968675,-1.1461765,-0.03605993,1.2791096,1.4403367,0.917729,-0.32779238,-0.8829119
2.4391663,-1.1538775,-2.418421,-1.8137702,-0.9240047,1.1089125,1.3547212,0.31961116,-0.47934878,-0.23878075
