parameter_1,parameter_2
-0.016415864,-0.66744316
0.124073476,-0.78558993
0.7916041,-0.080746114
0.7018403,0.00636366
0.08819792,-0.7967107
0.7634493,-0.062307686
0.7171899,0.03257951
0.036945343,-0.7658707
-0.011144221,-0.7217761
-0.0016637146,-0.6371529
0.7333951,0.007763654
-0.000526011,-0.6808951
0.78864956,-0.10770589
0.7383486,-0.0072707534
0.77893376,-0.053409815
0.0028929412,-0.64449525
0.72337306,-0.013044685
0.7007146,0.01682046
0.014362633,-0.62806726
0.065069854,-0.79360104
0.02063772,-0.7405418
-9.995699e-05,-0.6196856
0.7740705,-0.0203847
0.7712352,-0.011940539
0.6611507,0.03392738
-0.016384214,-0.6979846
0.08625221,-0.7963303
0.06255832,-0.7887758
0.6733959,0.005420476
0.0051712096,-0.7464384
0.76051706,-0.14111876
0.14009374,-0.76066995
0.012696981,-0.7170381
0.73996115,-0.01294592
0.796471,-0.09404534
0.055811018,-0.7820568
0.0667468,-0.78725564
0.6800647,0.019456536
0.6358582,-0.00796625
0.78161955,-0.05732599
0.8016142,-0.063361466
0.76567435,-0.0357444
0.7879112,-0.13633588
0.78732806,-0.09982133
0.0013053715,-0.6333457
0.045345277,-0.7839879
0.05102676,-0.79488003
0.0017642677,-0.6242789
0.05244282,-0.7864398
0.65324116,-0.016591877
-0.007465154,-0.6829196
0.6735476,0.016458392
0.68505126,0.008726418
-0.0058484375,-0.73163486
0.0054069757,-0.76714885
0.7817723,-0.090488315
0.07246524,-0.787249
0.6318996,-0.0057328343
-0.0008710623,-0.6955751
0.10084009,-0.7679331
-0.017380893,-0.6931113
-0.01965499,-0.6538965
0.76003265,-0.029850006
0.7699889,-0.035496116
0.10018721,-0.7705027
0.027559519,-0.77906716
-0.004435003,-0.71741104
0.78098595,-0.05629334
-0.013026357,-0.72132057
0.6322185,0.0041995347
-0.009052008,-0.72247815
0.7056669,0.038144708
-0.013803929,-0.7306702
0.7666546,-0.020269156
0.6054837,0.0039898753
0.106751055,-0.79952013
-0.009281993,-0.6182688
-0.016400218,-0.6790192
0.010608196,-0.61829466
0.67137,0.018464446
0.009564012,-0.6302129
0.038935423,-0.76138735
0.7732494,-0.008724898
-0.00080293417,-0.6694597
0.78688645,-0.123925954
0.109190494,-0.7943026
0.10335687,-0.7762346
0.78774905,-0.1258702
0.76863825,-0.14481136
0.7770605,0.005758941
0.66724026,0.013068169
0.7329246,0.009194642
0.07896006,-0.7942977
0.10237771,-0.7693979
0.05299431,-0.7798759
0.78754663,-0.12575892
0.14530665,-0.7843987
0.6178286,0.010243446
0.78558874,-0.13446966
0.0033745766,-0.75038606
-0.004252583,-0.64944947
0.69523436,0.020293713
0.093382716,-0.78307456
0.14788586,-0.7618724
0.75053567,-0.013037622
0.6466104,0.01991883
-0.021596223,-0.6779319
0.7925701,-0.104084164
0.77190244,-0.1348497
0.7731327,-0.081452936
-0.0046076775,-0.628292
-0.012005299,-0.6796447
-0.023426205,-0.7283925
-0.023871839,-0.7255856
6.2584877e-06,-0.75690854
0.15386263,-0.7676251
0.7681712,-0.121941954
-0.016929716,-0.65659356
-0.013921738,-0.6382993
0.7336842,-0.008668095
0.7213575,0.008585393
0.77555346,-0.050266117
-0.0030668974,-0.6162887
0.7671545,-0.11821991
0.056714,-0.7854433
0.035470247,-0.76801836
0.6802454,0.010868311
-0.007992685,-0.7407926
0.78418434,-0.031994104
0.6348962,0.0034941435
0.75965023,-0.14699349
0.7460058,0.0061322153
-0.020668656,-0.674093
-0.017330348,-0.7272793
-0.010525584,-0.6649175
-0.015047729,-0.72248095
0.8001603,-0.09444147
0.7768259,-0.1068213
0.636991,-0.021820813
-0.009444654,-0.6123428
0.6930502,0.03795296
0.6847379,0.0072422326
0.00946635,-0.76000774
-0.00648579,-0.7280272
0.08916932,-0.8021527
0.78428566,-0.04111585
0.71700335,0.026836932
0.7527463,-0.022954226
0.7518058,-0.13525
0.79212886,-0.11151296
0.6929896,0.019104004
0.1345534,-0.7732707
0.019379407,-0.77223897
0.7611333,-0.15097368
0.8054216,-0.075402796
0.7275124,0.008577585
-0.00649935,-0.7221079
-0.0013021827,-0.62955296
-0.008259803,-0.69905555
0.7914705,-0.04321152
0.79783,-0.084217876
