parameter_1,parameter_2,parameter_3
0.79200774,0.9038528,-0.6149441
1.020341,0.65614605,-0.5965076
1.3879205,0.77986217,-0.82400626
1.2775111,1.076372,-0.9307218
1.1674397,1.0646499,-0.8746313
0.8246649,0.623027,-0.4926028
0.8110604,0.92514694,-0.6521545
0.7294668,0.76698726,-0.5186195
0.45816228,0.9643175,-0.53353125
1.0333532,0.6740602,-0.6004927
0.9091456,1.0864387,-0.7828343
0.074413,0.7727764,-0.24329521
0.7811404,0.9823254,-0.6705017
1.1891448,0.8955696,-0.7928296
0.76346916,0.68554527,-0.48530447
0.9920193,1.0735638,-0.79970205
1.0694698,0.615249,-0.57502335
0.8054647,1.1188014,-0.7631884
1.1340414,0.73717606,-0.6900382
0.34837168,0.6298019,-0.28290424
1.3011444,1.0322137,-0.91795754
0.8373008,1.0268915,-0.72495115
0.79162365,0.6583177,-0.4795313
0.79405653,0.86885303,-0.6135395
0.54481256,0.8384169,-0.48941424
1.176134,1.073363,-0.89808345
0.9258296,0.9117757,-0.68469316
1.3959099,1.0071355,-0.93902856
1.3926296,0.8853284,-0.8820067
1.1581588,0.9635461,-0.82306147
0.91591364,0.7456413,-0.58984333
1.3216969,0.8256222,-0.8037488
1.1608181,0.7974469,-0.713527
1.0762386,0.9087037,-0.7497875
0.8008157,0.6439913,-0.48288012
1.3963917,1.0189428,-0.9590043
1.0136554,0.87145716,-0.7049655
1.0976095,0.8338961,-0.71658987
0.87359226,0.92249775,-0.6742341
0.6467165,0.88266355,-0.5622424
0.9994772,0.85710496,-0.70943457
1.4528586,1.0536985,-0.98325187
0.7301128,0.7406116,-0.5007441
1.3075396,0.8870547,-0.82599986
0.80337614,1.1355488,-0.7753124
1.2199028,0.79814357,-0.7472265
1.0142109,0.93589544,-0.74476254
0.35171214,0.6505798,-0.29220518
0.9663826,0.7973204,-0.6301342
0.8711173,0.70537996,-0.5582793
0.5683628,0.7007286,-0.4246098
1.1683093,0.63717246,-0.65230876
0.70694643,0.6537036,-0.45050797
0.81664103,0.7582518,-0.5518026
1.7858933,0.7464393,-0.9648911
1.4725691,0.7060841,-0.81853294
1.1997354,0.7603298,-0.71685344
0.9146588,0.9616405,-0.70970523
0.5661895,0.9877327,-0.60021126
0.48376077,0.6113691,-0.3088098
1.6115956,0.94545686,-1.0070126
0.9958538,0.8394839,-0.68715346
0.49526006,0.7665366,-0.42556685
0.8325952,0.8426984,-0.6237712
0.9407097,0.83030653,-0.6534466
1.0914456,0.77816814,-0.6837536
1.2422359,0.604539,-0.6389366
0.97245175,0.6795486,-0.6041669
0.8520069,0.6540923,-0.5034716
0.66017735,0.8671713,-0.5357991
0.9404879,0.69252187,-0.5598522
0.94050974,0.71945864,-0.5824452
0.9467301,1.0085773,-0.76274645
1.1005896,1.0485809,-0.86004245
1.1429116,0.8255241,-0.7308691
1.290544,0.9353201,-0.8522902
0.7119576,0.7408799,-0.50845546
1.1574999,0.6965666,-0.6763013
1.0929543,1.0193608,-0.82023835
1.0004239,1.0038971,-0.7738705
1.3225482,1.179535,-1.0208005
0.79043555,0.69423866,-0.5049658
0.63306975,0.8102713,-0.5193789
1.5324266,0.9873831,-0.9884799
1.3902996,0.8487921,-0.85976875
0.7005004,0.89658767,-0.58353627
0.47063082,0.79972637,-0.44878754
0.9709341,0.8979247,-0.70141643
0.5702345,1.0748308,-0.6270663
1.0141566,1.1410402,-0.86185306
1.0196884,0.91797227,-0.7201228
1.3265908,0.7896644,-0.79645556
0.4861213,0.5905523,-0.31152272
1.3688415,0.8449408,-0.8471625
1.4448664,0.9488241,-0.92676
0.44150555,0.5132775,-0.26262534
0.98093325,1.126397,-0.85005885
1.3875798,1.0687677,-0.9735798
1.9552044,0.8900829,-1.1365051
0.4986961,0.8498193,-0.47187117
0.35587034,0.36119163,-0.13372889
1.2204238,0.71503484,-0.70113707
1.571689,0.79959345,-0.8955378
0.7439954,0.49836165,-0.37306282
0.631724,0.98539287,-0.6165191
1.7667888,0.9388677,-1.0553551
0.1710527,0.5470685,-0.16015494
1.1181178,0.9718085,-0.7960679
0.6377161,0.87045187,-0.54137826
1.3703146,0.7728993,-0.7945858
1.5489614,0.873794,-0.94162005
0.43408197,0.9634956,-0.51911706
0.66504633,0.70180726,-0.44861108
0.94731075,0.9875373,-0.7482371
0.5754623,0.9236244,-0.557964
1.1513351,1.1492076,-0.9230773
1.1972892,1.000136,-0.8597523
0.4027584,1.0220928,-0.51708096
1.4246672,0.92789066,-0.91222805
0.5994938,0.83777255,-0.5051346
1.0641292,0.81637365,-0.68896055
0.6133863,1.0559218,-0.6414519
1.0044866,0.9985887,-0.76417965
1.1244291,0.8603811,-0.75905854
1.0450485,0.8245143,-0.68941826
0.39978427,0.5390428,-0.25756386
1.4023092,0.848471,-0.85611224
1.3359094,0.78024036,-0.79593384
0.7331164,0.7106159,-0.49911985
0.5031168,0.9811118,-0.5588812
0.5223504,0.6594222,-0.38392773
1.2028192,0.953719,-0.82316464
0.5318384,0.8602704,-0.50013506
