parameter_1,parameter_2,parameter_3
1.114126,1.8937107,-2.38362
1.293571,1.4989907,-2.5539055
0.038624868,0.79762006,-2.7932975
1.0712934,0.7385284,-2.2979667
0.89628494,2.4628716,-2.3693979
2.4530702,0.6121146,-2.004629
2.4936364,1.0293744,-2.662791
2.4032118,0.90598434,-2.6629698
0.9204226,1.5276238,-1.745536
1.4314574,0.75466985,-2.64858
0.7165684,1.1678611,-1.563692
1.004832,0.105873466,-0.8874148
2.9506726,1.4269465,-2.8854754
0.055124003,0.6270112,-2.523254
1.1235465,0.5175386,-2.5434067
2.8664525,1.0925221,-2.0223885
0.054689456,1.1128005,-1.0982338
0.34592777,1.8753315,-2.3154573
0.9310478,1.5766569,-2.2141201
0.856746,1.3969792,-2.4728675
0.77915657,0.86550856,-2.6799262
1.8049363,0.4117984,-2.4990718
1.2901253,1.1389884,-1.463591
0.8540116,1.226842,-2.3082948
0.90234816,1.6264871,-2.632833
1.346183,1.913014,-2.6864147
1.8680608,0.10846614,-1.8852262
1.3146963,0.66952384,-2.1358309
1.7144876,0.5529855,-2.6629004
2.1304243,0.06727519,-1.8335309
0.3352962,0.87803715,-1.8001455
0.4911414,2.481055,-2.8866715
0.12638763,2.423035,-2.4383612
1.4730306,0.61139673,-2.0145633
0.21953231,0.1978691,-1.7999378
0.9110663,0.48856187,-1.2405934
0.99786973,0.30963907,-2.062343
2.5587528,0.01576513,-2.177277
2.2597659,0.78646076,-2.3203158
1.6074839,1.0654672,-1.5742553
0.6943366,0.47496414,-0.79231936
1.4765229,1.4537001,-1.9461175
2.651778,0.8014612,-2.7132149
0.707587,1.4729785,-1.9521968
2.679165,0.04732768,-2.4048755
2.3781712,1.7040844,-2.5939734
0.7660472,1.6845537,-2.1472564
0.16040108,1.2953732,-1.8364636
2.6433566,0.15136158,-2.1605277
2.5677252,0.58055395,-2.5351555
1.2928295,1.9958473,-2.470446
0.50112003,0.6986814,-1.1407304
1.084926,0.3316901,-1.7354373
0.52204984,0.57751286,-1.3079407
2.837633,1.6759853,-2.290479
2.9958284,0.26787132,-1.5919772
0.92989814,2.4136875,-2.4400592
1.4711313,0.41726765,-1.3005466
1.4112407,1.0097378,-1.9984448
0.5679282,2.8880005,-2.8526356
2.1794496,1.9200985,-2.9545557
1.8925802,1.0747337,-2.070202
2.0200374,0.56835055,-2.9752307
1.6380333,0.65068644,-2.219596
0.20360832,0.049512297,-0.79447055
1.0294842,2.9704375,-2.32339
0.30634364,2.2444088,-2.2200532
1.4547454,2.1063013,-2.6609054
0.5426184,1.432062,-2.1241362
2.2239642,0.32230002,-2.873844
0.25852367,2.622205,-2.6469553
0.9588243,1.4265541,-2.2938375
0.9193097,2.0565698,-2.0344152
0.9285736,0.1388084,-0.8614828
0.63250667,0.38180804,-1.4922956
0.11177503,0.38537332,-2.8410316
0.6651177,1.0567775,-1.4991127
1.5834837,2.2615633,-2.423095
1.3621974,1.4987874,-2.8997362
2.0636044,0.33278516,-2.5787423
1.2714899,0.8535162,-1.7847532
2.0118685,0.6016892,-2.9639258
1.801543,1.157767,-2.7776427
2.7189188,2.1497033,-2.8652189
1.4320173,0.63590175,-1.7500079
2.9563932,1.4004524,-2.9299257
1.9734054,2.0516508,-2.51243
1.1501807,0.38921311,-1.064452
2.4758863,0.6474876,-2.4974306
1.3315283,0.4982291,-1.0985335
1.8665293,2.2085698,-2.4684014
2.1280694,2.6615193,-2.7685463
1.1367486,0.34554383,-1.6309164
2.2631927,1.315659,-2.9693892
0.056507334,1.675939,-2.0323584
